date,dte,forward,atm_iv,put25_iv,put_skew25,downside_implied_variance,upside_implied_variance,implied_variance_asymmetry,log_call_put_trading_value,option_erp_proxy,put_strike_min_ratio,call_strike_max_ratio,put_contracts,call_contracts,maturity_method,put_skew_change_5,iva_change_5,cpv_change_5,put_skew_change_20,iva_change_20,cpv_change_20,option_erp_fast,option_erp_slow,z_put_skew_change_5,z_iva_change_5,z_cpv_change_5,z_put_skew_change_20,z_iva_change_20,z_cpv_change_20,z_option_erp_fast,z_option_erp_slow,bear_pressure_fast,bear_pressure_slow,option_direction_fast,option_direction_slow,option_direction,option_direction_score,two_axis_state_fast,two_axis_state_slow
2000-01-28,13.0,119.0,0.35350000000000004,0.349965174698172,-0.0035348253018280262,0.04371839233430929,0.06339662561857323,-0.18371124479407688,0.5423462034462749,0.10711501795288253,0.9033613445378151,1.1554621848739495,5.0,8.0,nearest_listed_proxy,-0.026773844899478705,0.06352588813929849,0.8421968550208682,,,,-2.1927538626323857,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-01-31,10.0,119.35,0.38295999999999997,0.377335617944061,-0.005624382055938959,0.049006023234708186,0.07603941121516158,-0.2161885245901639,0.44828501297210643,0.12504543444986976,0.9007121910347717,1.1520737327188941,5.0,8.0,nearest_listed_proxy,-0.012996335815166349,-0.1632023071322772,0.6384587634476689,,,,-2.1427151998627303,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-01,9.0,116.5,0.3706,0.3927627451590132,0.02216274515901323,0.04564358239135819,0.0694738651783357,-0.2070084360804672,0.2568346913511737,0.11511744756969389,0.9227467811158798,1.1802575107296138,4.0,9.0,nearest_listed_proxy,0.03567378729053028,-0.08317595641791822,0.26733087720706017,,,,-2.131342715315184,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-02,8.0,119.18,0.36913999999999997,0.3053856736098723,-0.06375432639012768,0.04023220632424155,0.06408243642064822,-0.22863741339491916,0.23733755506039203,0.10431464274488977,0.9019969793589528,1.1537170666219163,5.0,8.0,nearest_listed_proxy,-0.04871033122147117,-0.09470047927066061,-0.057809487962603184,,,,-2.162802350884334,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-03,7.0,119.55,0.29200000000000004,0.2977146388217209,0.005714638821720852,0.0306460813160183,0.049161422111112685,-0.23199999999999996,0.4413729639227661,0.07980750342713099,0.8992053534086156,1.150146382266834,5.0,8.0,nearest_listed_proxy,-0.002031494713409021,-0.24065460267505884,0.7955010252791557,,,,-2.2526427791213,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-11,27.0,121.9,0.29789999999999994,0.30090229729968543,0.0030022972996854858,0.038937266361135495,0.044213811802597786,-0.06345733041575496,-0.1700785228941587,0.08315107816373328,0.7383100902378998,1.1279737489745694,13.0,7.0,nearest_listed_proxy,0.006537122601513512,0.12025391437832192,-0.7124247263404336,,,,-2.3032915829667067,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-14,24.0,116.56,0.36308399999999996,0.34816549503479527,-0.014918504965204693,0.05608158393507969,0.061398700176429566,-0.04525964745116725,-0.4274455155599796,0.11748028411150926,0.7721345229924502,1.17964996568291,11.0,9.0,nearest_listed_proxy,-0.009294122909265734,0.17092887713899665,-0.875730528532086,,,,-2.3157729073968225,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-15,23.0,111.60000000000001,0.37478,0.3657565022631706,-0.009023497736829422,0.05357999137595421,0.0731389180732407,-0.15434891905480136,-0.536493995515573,0.12671890944919492,0.8064516129032258,1.232078853046595,9.0,11.0,nearest_listed_proxy,-0.031186242895842653,0.05265951702566585,-0.7933286868667466,,,,-2.2965692210732302,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-16,22.0,111.89999999999999,0.38425999999999993,0.34843619656933,-0.03582380343066993,0.05134305630607625,0.07877018573925762,-0.2107942973523421,-0.3171205558465582,0.13011324204533387,0.804289544235925,1.2287756925826632,9.0,11.0,nearest_listed_proxy,0.02793052295945775,0.017843116042577073,-0.5544581109069502,,,,-2.2523705368477933,,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-17,21.0,113.35000000000001,0.38234999999999997,0.36540235600002335,-0.016947643999976614,0.06506921946003111,0.06452810328988531,0.004175365344467685,0.10343708620627753,0.12959732274991642,0.7940008822232024,1.2130569033965592,10.0,10.0,nearest_listed_proxy,-0.022662282821697466,0.23617536534446765,-0.3379358777164886,,,,-2.15540761725447,-2.219615772483119,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-18,20.0,112.5,0.36649999999999994,0.31970970647872055,-0.04679029352127939,0.048161975308641976,0.05079358024691357,-0.026593806921675678,0.3249346073442515,0.09895555555555555,0.8,1.2222222222222223,9.0,10.0,nearest_listed_proxy,-0.04979259082096488,0.03686352349407929,0.4950131302384102,0.01690740702035881,-0.13166949703743702,0.481152320229026,-2.1206052885533837,-2.244463544451828,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-21,17.0,107.10000000000001,0.40559999999999985,0.4021557050821295,-0.0034442949178703497,0.05713742628923925,0.09803677975098789,-0.2635705669481302,-0.7926106435708852,0.15517420604022714,0.8403361344537814,1.283846872082166,7.0,13.0,nearest_listed_proxy,0.011474210047334343,-0.21831091949696294,-0.36516512801090556,0.05579350880222561,0.034801946614256785,-0.32319197653418535,-2.064949714346818,-2.24141367405536,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-22,16.0,107.75,0.40549999999999997,0.4133035638228595,0.007803563822859516,0.08149382809093406,0.07358514435215142,0.05099778270509979,-0.4886458806106308,0.1550789724430855,0.8352668213457076,1.2761020881670533,8.0,12.0,nearest_listed_proxy,0.01682706155968894,0.20534670175990116,0.047848114904942174,-0.02022248590041137,0.01649713419666906,0.05277540413846277,-2.0245570813947884,-2.214387606728897,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-23,15.0,111.22,0.37804400000000005,0.388529767407871,0.010485767407870938,0.06339116743095811,0.0676697023933269,-0.03264540337711072,0.11704488379565436,0.131060869824285,0.8092069771623809,1.2362884373314151,9.0,11.0,nearest_listed_proxy,0.04630957083854087,0.17814889397523137,0.43416543964221255,-0.0070888260781275525,0.14190113245399247,-0.4353354413589977,-2.023105740095065,-2.190918574486415,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-24,14.0,109.05,0.37272,0.3750812097131479,0.002361209713147905,0.05036965880174105,0.07075868282159707,-0.1683257918552037,-0.0842526856316822,0.12112834162333813,0.8253094910591472,1.2608895002292526,8.0,12.0,nearest_listed_proxy,0.01930885371312452,-0.17250115719967138,-0.18768977183795973,-0.004605965000712475,0.0019086627829206504,-0.10768480829004426,-2.036622033666862,-2.1669279815280347,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-25,13.0,109.50999999999999,0.3612559999999999,0.33948215136191207,-0.021773848638087845,0.0460049442699771,0.06455910118293225,-0.1678136580201165,-0.34279384439062005,0.11056404545290935,0.8218427540863849,1.2555930965208657,8.0,12.0,nearest_listed_proxy,0.025016444883191546,-0.14121985109844082,-0.6677284517348716,-0.045012868235738523,0.07942347491325888,-0.04294319281602682,-2.014437206794073,-2.1577719852366375,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-28,10.0,102.75,0.39315,0.38342624121329166,-0.009723758786708336,0.08392443805092321,0.06283528986922882,0.143698468786808,-0.7390103846673416,0.14675972792015202,0.8759124087591241,1.338199513381995,6.0,14.0,nearest_listed_proxy,-0.006279463868837987,0.4072690357349382,0.053600258903543585,-0.017095712545935726,0.1966846862446947,-0.5488366341917791,-2.025587536827474,-2.137256339608461,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-02-29,9.0,103.63,0.351062,0.3450081286730466,-0.006053871326953397,0.05617412717066697,0.061177872952255796,-0.04263877715205151,-0.49384927508671944,0.11735200012292277,0.8684743800057899,1.3268358583421789,6.0,14.0,nearest_listed_proxy,-0.013857435149812913,-0.0936365598571513,-0.005203394476088641,0.007457170804563651,0.08119370251049747,-0.483353089230833,-2.0813388409411253,-2.1334519646810817,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-02,7.0,113.35,0.42910000000000004,0.37783749610018946,-0.051262503899810574,0.09374837647775794,0.08837103453693415,0.02952646239554323,0.9030512605742452,0.1821194110146921,0.7940008822232025,1.2130569033965595,10.0,10.0,nearest_listed_proxy,-0.06174827130768151,0.06217186577265395,0.7860063767785909,-0.036218508731154064,0.1634633965198018,0.60790421755125,-2.0155386997449067,-2.113454331893025,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-10,34.0,111.2,0.3862,0.4032287601405725,0.01702876014057253,0.05510703979135776,0.06233454835792812,-0.06154130474958422,-0.2342978528930939,0.11744158814928587,0.8767985611510791,1.169064748201439,6.0,8.0,nearest_listed_proxy,0.014667550427424625,0.10678448710561947,-0.1500451672614117,0.009282626605442656,-0.0701959074246431,0.11983020846329567,-2.0217206137864374,-2.116598260957267,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-15,29.0,105.39999999999999,0.43510000000000004,0.41641271213100695,-0.018687287868993097,0.058970441416409274,0.08313076155483248,-0.17002192545345826,-0.3377295059282777,0.14210120297124176,0.9250474383301709,1.2333965844402277,4.0,10.0,nearest_listed_proxy,0.0030865607690947483,-0.002208267433341765,0.005064338462342333,-0.01515246256716507,0.013689319340618622,-0.8800757093745526,-1.971531703622714,-2.102466445484219,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-16,28.0,105.25,0.44225000000000003,0.43799999999999994,-0.004250000000000087,0.060838873946450635,0.08099101546159507,-0.14208670400331883,0.2285925403350674,0.1418298894080457,0.9263657957244655,1.2351543942992873,4.0,10.0,nearest_listed_proxy,0.005473758786708249,-0.28578517279012683,0.967602925002409,0.001374382055938872,0.07410182058684509,-0.21969247263703903,-1.9783653772265386,-2.0961688839494133,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-17,27.0,105.95,0.4137,0.4614035083930767,0.04770350839307669,0.05232593037351041,0.08053617016636383,-0.21232721504645363,0.42826159172307987,0.13286210053987424,0.9202453987730062,1.2269938650306749,4.0,10.0,nearest_listed_proxy,0.053757379720030085,-0.16968843789440213,0.9221108668097993,0.025540763234063457,-0.005318778965986426,0.17142690037190617,-1.953538620015666,-2.0890009408562027,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-20,24.0,106.1,0.42804,0.4440509422464512,0.01601094224645122,0.055593074719816615,0.08764521804248124,-0.22376797925017686,0.15742071384469603,0.14323829276229785,0.9189443920829407,1.2252591894439209,4.0,10.0,nearest_listed_proxy,0.0672734461462618,-0.25329444164572007,-0.7456305467295492,0.0797652686365789,0.004869434144742307,-0.079916841215696,-2.00156921003031,-2.073146046679519,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-21,23.0,108.5,0.4254,0.41770206651091224,-0.00769793348908776,0.061538418923647815,0.08310719664058899,-0.14911463187325252,0.16374439472064367,0.1446456155642368,0.8986175115207373,1.1981566820276497,5.0,9.0,nearest_listed_proxy,-0.02472669362966029,-0.0875733271236683,0.3980422476137376,-0.013412572310808613,0.08288536812674743,-0.2776285692021224,-1.9599000835369498,-2.04341258706118,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-22,22.0,110.1,0.3942,0.42115493924958103,0.026954939249581034,0.06963057281754428,0.06309522175702785,0.04923949471513271,0.8461168022504706,0.13272579457457212,0.8855585831062671,1.1807447774750228,6.0,8.0,nearest_listed_proxy,0.04564222711857413,0.21926142016859096,1.1838463081787483,0.023952641949895548,0.11269682513088768,1.0161953251446292,-1.9735509226687242,-2.020031280409724,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-23,21.0,108.0,0.3897,0.42430994549602663,0.03460994549602664,0.06049954275262918,0.06537973985890652,-0.038768866528558675,0.2279840727557683,0.1258792826115357,0.9027777777777778,1.2037037037037037,5.0,9.0,nearest_listed_proxy,0.03885994549602673,0.10331783747476014,-0.0006084675792991101,0.04952845046123133,0.006490780922608574,0.6554295883157479,-1.9974119235413261,-2.016578637985539,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-24,20.0,111.75,0.39049999999999996,0.37978061164089183,-0.010719388359108128,0.050345079550971186,0.07394661902116523,-0.18988830099941212,0.6445979759529908,0.12429169857213641,0.87248322147651,1.1633109619686801,6.0,8.0,nearest_listed_proxy,-0.058422896752184816,0.022438914047041514,0.21633638422991097,-0.0016958906222787062,-0.03553938194461076,1.1810919714685637,-2.0107480318257545,-2.0175456435443335,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-27,17.0,111.0,0.40499999999999997,0.39790836275423147,-0.007091637245768501,0.061295993927154485,0.07035751968184399,-0.06882859033752484,0.48702115317378325,0.13165351360899846,0.8783783783783784,1.1711711711711712,6.0,8.0,nearest_listed_proxy,-0.02310257949221972,0.15493938891265202,0.3296004393290872,0.02873216618490143,0.14196570701481726,0.8041417090203414,-2.027615242172749,-2.0169572230107575,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-28,16.0,111.95,0.39890000000000003,0.38404984540436454,-0.01485015459563549,0.05010164825465016,0.07867915516102644,-0.2219081272084805,0.6029420065711054,0.1287808034156766,0.8709245198749441,1.1612326931665922,6.0,8.0,nearest_listed_proxy,-0.007152221106547729,-0.07279349533522797,0.43919761185046174,0.002097489404341124,-0.22608349255294818,0.49950492036482785,-2.050850234083236,-2.0172732412683714,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-29,15.0,114.2,0.3867,0.4146075916754787,0.027907591675478738,0.05592790988454417,0.07015477603532479,-0.11283758786533472,0.88199585306591,0.12608268591986896,0.8537653239929948,1.138353765323993,7.0,7.0,nearest_listed_proxy,0.0009526524258977043,-0.16207708258046744,0.035879050815439406,0.07469788519675813,-0.08624378094365905,0.5570612457216585,-2.061119709262029,-2.005159885586885,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-30,14.0,112.6,0.3894,0.3812171164431462,-0.008182883556853815,0.07181653748924523,0.051356278419295624,0.16611018363939897,0.5753879698623322,0.12317281590854084,0.8658969804618117,1.1545293072824157,7.0,7.0,nearest_listed_proxy,-0.042792829052880454,0.20487905016795765,0.34740389710656394,-0.004738588638983465,0.4296807505875292,1.3679986134332174,-2.065466708568734,-2.016707886541018,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-03-31,13.0,109.25,0.358,0.3239346059502746,-0.03406539404972536,0.04257799393135495,0.06210270938053982,-0.18651685393258427,-0.003927857150648354,0.10468070331189477,0.8924485125858124,1.1899313501144164,5.0,9.0,nearest_listed_proxy,-0.023346005690617233,0.0033714470668278484,-0.6485258331036392,-0.04186895787258488,-0.23751463663768407,0.48471802345998244,-2.099809991476987,-2.0363588710648832,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-03,10.0,106.85,0.37268999999999997,0.3790850584111758,0.006395058411175825,0.041161486381290587,0.07097359205162339,-0.26585887384176765,-0.44790017459818876,0.11213507843291398,0.9124941506785214,1.2166588675713619,4.0,10.0,nearest_listed_proxy,0.013486695656944325,-0.19703028350424281,-0.934921327771972,-0.004090708996695114,-0.23321347046465693,-0.5649450583938431,-2.1319038659917267,-2.044156754484923,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-04,9.0,105.89999999999999,0.37110000000000004,0.3462205864043167,-0.024879413595683353,0.05288765480645683,0.05903527963866036,-0.05492730210016152,-0.3428382823714461,0.1119229344451172,0.9206798866855525,1.2275731822474034,4.0,10.0,nearest_listed_proxy,-0.010029259000047863,0.16698082510831896,-0.9457802889425515,-0.027240623308831258,0.11339848975504216,-0.2585855967397639,-2.1599641083146013,-2.048108759930306,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-18,23.0,93.5,0.5475,0.5908864883497311,0.043386488349731134,0.0848639851197396,0.1369623032574193,-0.23486088379705394,-0.3072615594910783,0.2218262883771589,0.9090909090909091,1.3636363636363635,4.0,14.0,nearest_listed_proxy,0.015478896674252396,-0.12202329593171922,-1.1892574125569884,0.06516033698781898,-0.06704722577693745,0.035532284899541744,-2.0469727759940852,-2.013293777886888,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-19,22.0,94.45,0.4839,0.557058034433317,0.07315803443331703,0.06727826743879112,0.12256082444274594,-0.29120744550575556,0.16230458734945533,0.18983909188153705,0.899947061937533,1.3499205929062996,4.0,14.0,nearest_listed_proxy,0.08134091799017085,-0.4573176291451545,-0.4130833825128769,0.08288179322002537,-0.43490591429256353,0.9013149720167969,-1.960455085622621,-2.0004247737398044,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-20,21.0,95.5,0.44830000000000003,0.47606599498774976,0.02776599498774973,0.07694481537029713,0.08561599580212007,-0.05334114888628359,-0.1737478802069092,0.1625608111724172,0.8900523560209425,1.3350785340314135,5.0,13.0,nearest_listed_proxy,0.06183138903747509,0.13317570504630066,-0.16982002305626084,0.03381986631470313,-0.01070237173423208,0.32010139487981026,-1.8724276140143044,-1.984131064333178,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-21,20.0,96.34,0.40598,0.4526046279373393,0.04662462793733929,0.0600212806358561,0.0787502797531871,-0.13496280552603604,-0.04105915162840016,0.1387715603890432,0.8822918829146772,1.3234378243720157,5.0,13.0,nearest_listed_proxy,0.04022956952616347,0.1308960683157316,0.4068410229697886,0.09788713183714987,-0.16448926792157928,-0.9441104122026454,-1.8298026282708553,-1.99772273661641,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-24,17.0,92.45,0.43470000000000003,0.516253029429977,0.08155302942997694,0.04088378627821996,0.10016841645738991,-0.42030276046304543,-0.38403630119197046,0.14105220273560987,0.9194159004867496,1.3791238507301244,3.0,15.0,nearest_listed_proxy,0.1064324430256603,-0.36537545836288393,-0.041198018820524374,0.06452426928940441,-0.3587614557134612,-0.14973844829887656,-1.7835387272943943,-1.988563288307295,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-25,16.0,92.89,0.39406,0.4063231566163624,0.012263156616362403,0.06272507324838428,0.06087438615570275,0.014973262032085632,-0.2166716624057333,0.12359945940408704,0.9150608246312844,1.3725912369469264,4.0,14.0,nearest_listed_proxy,-0.03112333173336873,0.24983414582913957,0.09058989708534501,0.0309504444853555,0.1849951874855439,0.12105784352254442,-1.9005084111989958,-1.9955379547809584,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-04-28,13.0,91.35,0.37521000000000004,0.4048465465043685,0.029636546504368477,0.04937538769145135,0.06274964091622268,-0.11927981995498883,0.16621698412107286,0.11212502860767402,0.90311986863711,1.3957307060755337,4.0,15.0,nearest_listed_proxy,-0.043521487928948555,0.17192762555076674,0.003912396771617532,0.033886546504368564,0.022806884048329992,-0.06237555621399454,-2.005820861798412,-2.007288644882773,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-02,9.0,94.14,0.34787999999999997,0.4169600467827441,0.06908004678274415,0.04221515050043896,0.06269350264021831,-0.19520174482006553,0.5292555355521327,0.10490865314065727,0.8763543658381134,1.354365838113448,5.0,12.0,nearest_listed_proxy,0.04131405179499442,-0.14186059593378192,0.7030034157590419,0.021376538389667465,0.017125470226388106,0.1009939438290528,-2.093413292386517,-2.0190997324258904,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-03,8.0,94.05,0.35917,0.4288440716395901,0.06967407163959011,0.04332759306317603,0.05583585653677151,-0.12613784135240588,0.15546149221566335,0.09916344959994755,0.8771929824561404,1.3556618819776716,5.0,14.0,nearest_listed_proxy,0.023049443702250816,0.008824964173630157,0.1965206438440635,0.053663129393138886,0.09763013789777097,-0.0019592216290326703,-2.1606252195792406,-2.0374867390036426,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-04,7.0,94.28,0.358992,0.37605397513598054,0.017061975135980567,0.03402386686348073,0.062474858982081,-0.2948328267477204,0.29980466192962446,0.09649872584556174,0.8750530335171829,1.352354688162919,5.0,13.0,nearest_listed_proxy,-0.06449105429399637,0.12546993371532505,0.6838409631215949,0.024759908625068328,-0.14571819487446785,0.1360602672089808,-2.236545269467593,-2.0577245847899563,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-12,27.0,91.35,0.4123499999999999,0.5140996098531564,0.10174960985315651,0.056294608845007615,0.0904763713379475,-0.23289183222958063,-0.9021598857917462,0.14677098018295512,0.90311986863711,1.50519978106185,4.0,19.0,nearest_listed_proxy,0.0894864532367941,-0.24786509426166625,-0.6854882233860129,0.07479467060357547,-0.2821313269447133,-1.7482766880422167,-2.2021798209274897,-2.0526951793456503,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-15,24.0,90.7,0.4192,0.4995673544533308,0.08036735445333076,0.06442728510782444,0.08263700557588959,-0.12382149591451908,-0.477063993848323,0.14706429068371402,0.9095920617420066,1.5159867695700109,4.0,19.0,nearest_listed_proxy,0.050730807948962287,-0.004541675959530242,-0.6432809779693959,0.045757408957304124,-0.0850526293859604,-0.7050480666040913,-2.1479287674797964,-2.044917855867391,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-16,23.0,94.63,0.38861,0.4252130371253278,0.03660303712532781,0.05024124715359623,0.08413415197943494,-0.2522255192878337,0.17042329794873443,0.13437539913303118,0.8718165486632147,1.4530275811053577,5.0,18.0,nearest_listed_proxy,-0.032477009657416345,-0.057023774467768185,-0.3588322376033982,0.04732242548443594,-0.06233721828842159,-0.4741746780042564,-2.098419293930818,-2.041017547952156,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-17,22.0,90.5,0.3835,0.4959762574326176,0.11247625743261758,0.06137841280236201,0.06932924680398811,-0.06082913599380083,0.014704463516001487,0.1307076596063501,0.9116022099447514,1.5193370165745856,4.0,18.0,nearest_listed_proxy,0.04280218579302747,0.06530870535860506,-0.14075702869966186,0.11956789467838608,0.007999454343724004,-0.4723166896577818,-2.0431805482074563,-2.04137806551232,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
2000-05-18,21.0,90.28999999999999,0.409124,0.4623545763819127,0.0532305763819127,0.06667938445794423,0.06556006625361421,0.008464328899637396,-0.2716353766789502,0.13223945071155846,0.9137224498837081,1.5228707498061802,4.0,17.0,nearest_listed_proxy,0.03616860124593213,0.30329715564735776,-0.5714400386085747,0.06808073097754819,0.23037245610811788,-0.8745773832500556,-1.980163649168364,-2.0400529385612383,,,,,,,,,,,0.0,0.0,0.0,0.0,uninformative,uninformative
