regime,asset,beta_kind,observations,first_beta,last_beta,mean_beta,median_beta,early_2007_2017_median_beta,locked_2018_2026_median_beta,subperiod_median_sign_changed,locked_to_early_median_magnitude,min_beta,max_beta,positive_fraction,negative_fraction,zero_fraction,nonzero_sign_switches,median_absolute_beta,p90_absolute_beta,p90_to_median_magnitude,largest_one_month_change
Overheating,GLD,recovery,232,-0.0027914372068659978,1.2665058178289826e-05,0.00016312222095038676,0.0001140500612227121,0.0001804689624320234,2.617586014472864e-05,False,0.14504355647630104,-0.004290484268294228,0.013993804646826808,0.9568965517241379,0.04310344827586207,0.0,3,0.00013148440515894547,0.00040624040945763423,3.089647087550412,0.011501725471250597
Overheating,GLD,stress,232,0.000619044116127281,-2.6317102182866984e-06,0.00033803777263245516,-1.9526674490557016e-08,-2.0259346969162296e-06,-2.4598628769785016e-14,False,1.2141866570145496e-08,-0.0002937946262286457,0.011832449674934985,0.4224137931034483,0.5646551724137931,0.01293103448275862,25,2.0191239258254935e-06,0.001480365228603821,733.1720503478222,0.010189188772977132
Overheating,KODEX200,recovery,232,0.0,0.0,2.4865147990404063e-05,0.0,0.0,0.0,False,,0.0,0.002123355645517507,0.04310344827586207,0.0,0.9568965517241379,0,0.0002765337648052242,0.0013391500259705643,4.842627542838362,0.0017514631989154167
Overheating,KODEX200,stress,232,0.0,0.0,-0.0014166742486696005,-0.0007095471516620623,-0.0008004651418005889,-1.0273631041322217e-06,False,0.00128345764291652,-0.01745257136999726,0.0,0.0,0.7543103448275862,0.24568965517241378,0,0.0007569418842528614,0.004664684094388613,6.16253928000415,0.015383334689039779
Overheating,USO,recovery,232,0.0,6.639336444433304e-05,0.001337365170086787,0.00022410083597235723,0.0003171349442933464,0.00014926421575698495,False,0.47066467585141664,0.0,0.05124333459240605,0.9612068965517241,0.0,0.03879310344827586,0,0.0002449587414190848,0.0033009498916398545,13.475534175742938,0.027326868313527007
Overheating,USO,stress,232,0.0,0.0,-0.0011854986726362272,-1.0756374681709151e-05,-3.5487539053232845e-05,-1.6314379310306467e-06,False,0.045972134855094327,-0.013593654755550095,0.0,0.0,0.8189655172413793,0.1810344827586207,0,2.957101940898811e-05,0.0051603255811040576,174.5061781514227,0.007181255239164951
Slowdown,BOND,recovery,232,1.9956221911246675e-05,5.255487700781021e-07,8.381091158387921e-06,1.3418329638010868e-06,1.667318591967816e-06,1.0790312182259445e-06,False,0.6471655887627581,-1.4095936579321222e-05,0.00016774180218348785,0.8663793103448276,0.125,0.008620689655172414,16,1.745528955856614e-06,2.3996471058477027e-05,13.747392146067735,0.0001507334006353505
Slowdown,BOND,stress,232,0.0004265124302882439,-0.00019163187654891504,-7.026757807870223e-05,-1.0151061600291899e-05,-1.7636843917921818e-07,-0.00010137694432058668,False,574.8020722549554,-0.0010773836027104023,0.0004265124302882439,0.15517241379310345,0.8448275862068966,0.0,13,1.0539742349273478e-05,0.0002776121274010251,26.339555389621204,0.000830813362729862
Slowdown,GLD,recovery,232,-0.00604550186438791,-1.6158369874347798e-05,-0.0004326217778583396,-3.941762735583219e-06,-0.00033346237684295173,-1.890990100221956e-08,False,5.6707749705524994e-05,-0.007674565696903817,3.145944134449675e-06,0.15948275862068967,0.8362068965517241,0.004310344827586207,12,4.1529610390564e-06,0.0009019520004392924,217.1828707172813,0.003092103905975856
Slowdown,GLD,stress,232,0.0010340840629237404,0.0004907873250026726,0.0030464642142614333,0.0007288466004345834,0.0028533096814301385,0.000304370696275233,False,0.10667285722826834,3.7254564916001957e-06,0.047924275267475266,1.0,0.0,0.0,0,0.0007288466004345834,0.009247341867201012,12.687638059486284,0.027088930291874428
Slowdown,KODEX200,recovery,232,0.0,0.0,0.00023109036173086435,2.1591083371862494e-05,8.22032885842726e-05,6.698329228317958e-06,False,0.08148493014912672,0.0,0.0021653559274562974,0.9267241379310345,0.0,0.07327586206896551,0,3.1251412489373377e-05,0.0010308099825936715,32.984428558043085,0.0018680343513177535
Slowdown,KODEX200,stress,232,0.0,0.0,-3.241542380467172e-05,0.0,0.0,0.0,False,,-0.00286131992141498,0.0,0.0,0.1810344827586207,0.8189655172413793,0,1.0765414153615905e-05,0.0003971818280016124,36.89424506424644,0.0024636224847696835
Slowdown,USO,recovery,232,0.0,1.3927809425208728e-07,1.0690442374297708e-05,0.0,0.0,1.557820473858441e-05,False,,0.0,0.00021497454482272946,0.41379310344827586,0.0,0.5862068965517241,0,1.8074234973740772e-05,3.16667107887277e-05,1.752036024469905,0.00010712254702912422
Slowdown,USO,stress,232,0.0,0.0,-2.814953440381284e-07,0.0,0.0,0.0,False,,-6.530536034854473e-05,0.0,0.0,0.008620689655172414,0.9913793103448276,0,3.2653459908422896e-05,5.877498026052036e-05,1.7999617934931138,6.530536034854473e-05
Stagflation,BOND,recovery,232,0.00020377159860878835,1.782363953087363e-09,0.0002829498789213876,0.0002173176637074795,0.0003768284683535689,9.482273757007773e-05,False,0.25163368888867466,-8.527378888199146e-05,0.0019876587616782493,0.7974137931034483,0.2025862068965517,0.0,8,0.0002173176637074795,0.0007621622284535496,3.5071342819121147,0.0019437700146978914
Stagflation,BOND,stress,232,0.001222971910067974,2.383677622353181e-07,7.246290903415093e-06,4.9784088785422085e-06,3.2050238106218204e-06,4.2104881977834186e-05,False,13.137151068361403,-0.0017426428602921866,0.001222971910067974,0.853448275862069,0.14655172413793102,0.0,6,5.972198240889384e-06,7.050548407708137e-05,11.805616832066452,0.0014137650974790892
Stagflation,GLD,recovery,232,-0.003197031366599184,-3.135017027162753e-05,-6.406075445592087e-05,-4.233622014274505e-05,-4.595628140651659e-05,-2.8766097875227798e-05,False,0.6259448544317768,-0.004717443988258494,0.022325655563993595,0.034482758620689655,0.9655172413793104,0.0,2,4.3388293755779486e-05,0.0003216212734451719,7.41262782204545,0.018689011028092818
Stagflation,GLD,stress,232,0.00035895272710489957,0.0022392492646776743,0.009508805445387316,0.007844241849820879,0.009037889690207225,0.004597492863243455,False,0.508690968891217,-0.00028073145402407977,0.09099568379143062,0.978448275862069,0.021551724137931036,0.0,6,0.007844241849820879,0.019411489643030463,2.474616414774835,0.06339282461189855
Stagflation,KODEX200,recovery,232,0.0,0.0,0.0001171562049341637,3.971658674935471e-05,4.019803868095153e-05,2.932406783245491e-05,False,0.7294900148038959,0.0,0.0030505879616798334,0.7586206896551724,0.0,0.2413793103448276,0,7.265331158770515e-05,0.0004195323002402848,5.774441537105112,0.002935975603665777
Stagflation,KODEX200,stress,232,0.0,0.0,-0.0002092884934066431,-9.44162690089084e-08,-1.6032162891603201e-06,0.0,False,0.0,-0.007169474894583626,0.0,0.0,0.6508620689655172,0.34913793103448276,0,1.6201541639003323e-06,0.00048190182739649926,297.4419583852297,0.00642497436586079
Stagflation,USO,recovery,232,0.0,0.0,0.00028703415562626077,0.0,0.0,0.0,False,,0.0,0.02277717743077135,0.1336206896551724,0.0,0.8663793103448276,0,2.6858232202329055e-08,0.006511342417515526,242433.76736280078,0.016265835013255823
Stagflation,USO,stress,232,0.0,-1.2551811980527485e-08,-0.002400816554140566,-0.000477471261780742,-0.0008316117833629281,-0.0004543878031804682,False,0.5463941375902395,-0.027903381385536392,0.0,0.0,0.9094827586206896,0.09051724137931035,0,0.0005277743168035191,0.01018165826322835,19.291689532931173,0.02078664903332438
