Candidate,Period,Metric,Mean,P05,P50,P95,ProbabilityPositive,Replications,BlockMonths
Stage47_E_GuardedDirectSortino_LW,common_2010_2026,delta_CAGR,-0.0022063903289272933,-0.004270953931637988,-0.002101727524168706,-0.0005509530267410634,0.0075,2000,12
Stage47_E_GuardedDirectSortino_LW,common_2010_2026,delta_Sharpe,-0.002311141924910973,-0.012257253522123323,-0.002885981133323723,0.009171434262653875,0.3485,2000,12
Stage47_E_GuardedDirectSortino_LW,common_2010_2026,delta_MDD,0.0018403013216163125,-0.0002648607554190274,0.001982326266379175,0.004502157184778236,0.867,2000,12
Stage47_B_GuardedStage36Objective_LW,locked_2018_2026,delta_CAGR,0.0006478352526181794,-0.00025158517915802037,0.000571710482196286,0.0018027058357973024,0.856,2000,12
Stage47_B_GuardedStage36Objective_LW,locked_2018_2026,delta_Sharpe,-0.0031683365052775567,-0.009920799398834935,-0.0028387419785858015,0.002248326765510094,0.2005,2000,12
Stage47_B_GuardedStage36Objective_LW,locked_2018_2026,delta_MDD,-0.0007499370386608995,-0.002146381124045982,-0.0006373034192899696,2.4241553354126223e-05,0.059,2000,12
Stage47_C_GuardedExAnteSharpe_LW,locked_2018_2026,delta_CAGR,-0.0040422872381998915,-0.008204246566712137,-0.0037366968397289924,-0.001066579582337457,0.001,2000,12
Stage47_C_GuardedExAnteSharpe_LW,locked_2018_2026,delta_Sharpe,-0.0068655631573513965,-0.016992221058528427,-0.007471586720003809,0.0053723782436339235,0.151,2000,12
Stage47_C_GuardedExAnteSharpe_LW,locked_2018_2026,delta_MDD,0.0009890779212016572,-0.0006033594129193076,0.0009753400979023996,0.002708844463267024,0.8345,2000,12
Stage47_D_GuardedDownsidePenalty_LW,locked_2018_2026,delta_CAGR,0.000846220425908863,-0.00021947673330808827,0.0007347052456213587,0.0022453890076301274,0.873,2000,12
Stage47_D_GuardedDownsidePenalty_LW,locked_2018_2026,delta_Sharpe,-0.0036531210304135034,-0.010563529023834662,-0.0032143152867764174,0.0017301948596306674,0.1625,2000,12
Stage47_D_GuardedDownsidePenalty_LW,locked_2018_2026,delta_MDD,-0.000844070213626642,-0.0022304610504245924,-0.0006700899505240887,-3.883916149816091e-05,0.0175,2000,12
Stage47_E_GuardedDirectSortino_LW,locked_2018_2026,delta_CAGR,-0.003689749707781863,-0.007390260887724686,-0.0034532058588881975,-0.0009811160574215605,0.0025,2000,12
Stage47_E_GuardedDirectSortino_LW,locked_2018_2026,delta_Sharpe,-0.008699467702360665,-0.019517608290903776,-0.009405020757383753,0.004350597963070135,0.123,2000,12
Stage47_E_GuardedDirectSortino_LW,locked_2018_2026,delta_MDD,0.001096275690874382,-0.000743138059750792,0.0011555379819605527,0.0029432629244647733,0.8195,2000,12
