signal_month,Model,p_h1,p_h3,p_h6,p_current
2012-02,TVTP-HMM,0.07042253521126761,0.07042253521126761,0.8704225352112677,0.99
2012-03,TVTP-HMM,0.07222222222222223,0.07222222222222223,0.07222222222222223,0.01
2012-04,TVTP-HMM,0.07397260273972603,0.07397260273972603,0.8739726027397261,0.99
2012-05,TVTP-HMM,0.07567567813846561,0.07567567813846561,0.8756756732128858,0.99
2012-06,TVTP-HMM,0.6318327117958502,0.535546177079411,0.3881850400113412,0.09275995530819876
2012-07,TVTP-HMM,0.8733913145815866,0.8285652125996987,0.2010927027097037,0.01
2012-08,TVTP-HMM,0.10034298877105165,0.12419833154591714,0.8012620075149699,0.99
2012-09,TVTP-HMM,0.3740030641033742,0.12687676345935245,0.0909591700160293,0.99
2012-10,TVTP-HMM,0.8676380915609152,0.856563759141983,0.8410974024684534,0.99
2012-11,TVTP-HMM,0.4668279798337743,0.43327333900290504,0.4314172362327394,0.25437892081283553
2012-12,TVTP-HMM,0.4355421614449596,0.44883595292512235,0.44884917631167076,0.99
2013-01,TVTP-HMM,0.39658851024471103,0.1263511633380016,0.07671669152651123,0.99
2013-02,TVTP-HMM,0.6090555316528937,0.646954347751357,0.6535717274679839,0.8726484598531137
2013-03,TVTP-HMM,0.5195741194728815,0.5247747598866277,0.5299708127761784,0.5862108790784293
2013-04,TVTP-HMM,0.07529411764705883,0.07529411764705883,0.07529411764705883,0.01
2013-05,TVTP-HMM,0.8322504488349858,0.7015492541379466,0.4562215889181948,0.0674150824328949
2013-06,TVTP-HMM,0.5171271392444328,0.6058563970195632,0.6302021364190714,0.99
2013-07,TVTP-HMM,0.8749999999996168,0.8749999999996168,0.07500000000038348,0.01
2013-08,TVTP-HMM,0.8258088096794853,0.6615273368937478,0.578510767632925,0.10991697049230786
2013-09,TVTP-HMM,0.873333321531263,0.873333321531263,0.07333334513540359,0.01
2013-10,TVTP-HMM,0.07252747252747253,0.07252759202599872,0.07252759202599872,0.99
2013-11,TVTP-HMM,0.07173913043478261,0.07173913043478261,0.07173913043478261,0.01
2013-12,TVTP-HMM,0.8731182795698925,0.8731182795698925,0.07311827956989247,0.01
2014-01,TVTP-HMM,0.8744680851063831,0.8744680851063831,0.8744680851063831,0.99
2014-02,TVTP-HMM,0.8736842105263158,0.8736842105263158,0.07368421052631578,0.01
2014-03,TVTP-HMM,0.07291666666666667,0.07291666666666667,0.07291666666666667,0.99
2014-04,TVTP-HMM,0.07422680412371134,0.07422680412371134,0.07422680412371134,0.01
2014-05,TVTP-HMM,0.07346938775510205,0.07346938775510205,0.07346938775510205,0.01
2014-06,TVTP-HMM,0.07474747474747476,0.07474747474747476,0.07474747474747476,0.01
2014-07,TVTP-HMM,0.074,0.074,0.074,0.01
2014-08,TVTP-HMM,0.07524752475247526,0.07524752475247526,0.07524752475247526,0.01
2014-09,TVTP-HMM,0.07647058823529412,0.07647058823529412,0.07647058823529412,0.99
2014-10,TVTP-HMM,0.8776699029126214,0.8776699029126214,0.07766990291262137,0.01
2014-11,TVTP-HMM,0.8769230767327272,0.8769230767327272,0.07692307711342662,0.01
2014-12,TVTP-HMM,0.0780952380952381,0.0780952380952381,0.8780952380952382,0.99
2015-01,TVTP-HMM,0.8773584905660378,0.8773584905660378,0.07735849056603775,0.01
2015-02,TVTP-HMM,0.07663551401869159,0.07663551401869159,0.8766355140186917,0.99
2015-03,TVTP-HMM,0.875925925925926,0.875925925925926,0.07592592592592594,0.01
2015-04,TVTP-HMM,0.07523390694680168,0.07523390692093339,0.07523390692093339,0.01
2015-05,TVTP-HMM,0.07636363636363637,0.07636363636363637,0.07636363636363637,0.01
2015-06,TVTP-HMM,0.8774774774774775,0.8774774774774775,0.8774774774774775,0.01
2015-07,TVTP-HMM,0.8785714285714286,0.8785714285714286,0.8785714285714286,0.99
2015-08,TVTP-HMM,0.8796460176991151,0.8796460176991151,0.8796460176991151,0.99
2015-09,TVTP-HMM,0.8789473684210527,0.8789473684210527,0.8789473684210527,0.99
2015-10,TVTP-HMM,0.8782608695652174,0.8782608695652174,0.8782608695652174,0.99
