name,target_vol,fast_window,slow_window,trend_cut,vix_threshold,vix_cut,dd_floor,dd_strength,rebalance_band,fallback,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgExposure,MDD9Pass,MDD10Pass,ReturnRetention
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.09_ds1.00_rb0.05_defensive,0.18,20,60,0.0,25.0,0.75,-0.09,1.0,0.05,defensive,129.0,0.07023718350169639,0.1001340883868703,0.7287840837878377,1.3451555434576241,-0.09694687288117598,0.7244914808936991,2.07448540509939,0.5891472868217055,0.5240401154894798,0.4397080206154381,False,True,0.4608149919566098
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.10_ds0.75_rb0.05_bond,0.18,20,60,0.0,25.0,0.75,-0.1,0.75,0.05,bond,129.0,0.06911781480708146,0.09741558065243631,0.7355403570982975,1.3720597408344994,-0.11337532620842217,0.6096371857843175,2.0512794898970284,0.6046511627906976,0.5002291852011506,0.5246515194044107,False,False,0.45347099195135615
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.10_ds0.75_rb0.05_defensive,0.18,20,60,0.0,25.0,0.75,-0.1,0.75,0.05,defensive,129.0,0.08381805250055252,0.11124876673279313,0.78015025354364,1.5001378790122337,-0.10889434901053618,0.769719028233895,2.3756425240453334,0.5891472868217055,0.4905069667258871,0.5124560432623495,False,False,0.5499169138513069
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.10_ds1.00_rb0.05_bond,0.18,20,60,0.0,25.0,0.75,-0.1,1.0,0.05,bond,129.0,0.06301593724998367,0.09059143079666863,0.7204525642110751,1.3844917657019151,-0.08682070498018679,0.7258169265541489,1.9288683591368794,0.5968992248062015,0.509501478611679,0.47501199592892773,True,True,0.41343754360947715
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.10_ds1.00_rb0.05_defensive,0.18,20,60,0.0,25.0,0.75,-0.1,1.0,0.05,defensive,129.0,0.07036756492829888,0.10283713542143974,0.7134337805622368,1.3058823296714024,-0.09965593865026567,0.7061050839654229,2.0772037995923758,0.5736434108527132,0.508255392094526,0.4556047535062284,False,True,0.461670403763515
tv0.18_f20_s60_tc0.00_vx35_vc0.50_fl0.08_ds0.75_rb0.05_bond,0.18,20,60,0.0,35.0,0.5,-0.08,0.75,0.05,bond,129.0,0.07473406689490458,0.10102009879747832,0.7649199608460614,1.4297230069427367,-0.10638197755166112,0.7025068401140813,2.1701308210721697,0.6046511627906976,0.3563161806570401,0.5172380501257721,False,False,0.4903183288126641
tv0.18_f20_s60_tc0.00_vx35_vc0.50_fl0.08_ds0.75_rb0.05_defensive,0.18,20,60,0.0,35.0,0.5,-0.08,0.75,0.05,defensive,129.0,0.0874806220182085,0.1158816937881865,0.7827889540665766,1.4579692566274638,-0.12228785396921471,0.7153664013126869,2.463380019682514,0.6046511627906976,0.3484997395610027,0.49081005705822206,False,False,0.5739464500410433
tv0.18_f20_s60_tc0.00_vx35_vc0.50_fl0.08_ds1.00_rb0.05_bond,0.18,20,60,0.0,35.0,0.5,-0.08,1.0,0.05,bond,129.0,0.05573736646466476,0.08272630917437243,0.6974986290449592,1.3143632176771176,-0.07838553342293975,0.711067004723005,1.7915372851283324,0.6201550387596899,0.4167909361400902,0.40345410730243714,True,True,0.36568399811300467
tv0.18_f20_s60_tc0.00_vx35_vc0.50_fl0.08_ds1.00_rb0.05_defensive,0.18,20,60,0.0,35.0,0.5,-0.08,1.0,0.05,defensive,129.0,0.06662669509356278,0.09599931390940393,0.7207209722898178,1.2963370552351083,-0.09644147693817362,0.6908510446835608,2.0004782083831296,0.6046511627906976,0.44996153501991115,0.35265471485281175,False,True,0.4371271516445999
tv0.18_f20_s60_tc0.00_vx35_vc0.50_fl0.09_ds0.75_rb0.05_bond,0.18,20,60,0.0,35.0,0.5,-0.09,0.75,0.05,bond,129.0,0.07670274533686472,0.1040312849322213,0.7633875229488892,1.4158427669445948,-0.1075975920545722,0.7128667461067532,2.213247943346341,0.6046511627906976,0.33411340834118,0.5286658871783536,False,False,0.5032345150144514
