month,code,expiry,entry_date,entry_dte,strike,entry_close,entry_iv,entry_volume,entry_forward,entry_abs_delta,entry_signal_score,entry_signal_date,exit_date,exit_dte,exit_close,exit_iv,exit_volume,exit_forward,exit_abs_delta,exit_recovery_score,exit_signal_date,exit_reason,entry_vk_percentile,entry_vk_shock5,entry_stress_multiplier,exit_vk_percentile,exit_vk_shock5,exit_stress_multiplier
2013-05,301H6237,2013-06-13,2013-05-10,34.0,237.5,0.64,0.1648008289493199,68074,252.75,0.10339620691219065,0.33411571200110574,2013-04-30,2013-05-31,13.0,0.05,0.23609380431247012,9560,262.3,0.01218033453273334,0.0,2013-05-30,month_end_roll,0.05928853754940711,-0.6201646182894919,1.0,0.11462450592885376,-0.2788049301677051,1.0
2013-08,301H9230,2013-09-12,2013-08-12,31.0,230.0,0.59,0.16648398410824972,50802,244.29999999999998,0.10249726803526565,0.488759611684331,2013-08-09,2013-08-16,27.0,0.24,0.17900988749819657,62892,249.25,0.046943573158788734,0.3838864357480185,2013-08-14,vix6_recovery,0.13043478260869565,-0.4153691232938942,1.0,0.039525691699604744,-1.243900188250703,1.0
2013-10,301HB252,2013-11-14,2013-10-11,34.0,252.5,0.62,0.15497195458340807,50018,267.9,0.10109596799911719,0.7822615367124526,2013-10-01,2013-10-17,28.0,0.32,0.16464988141650888,38727,270.85,0.05924285596183172,0.40068392526119817,2013-10-16,vix6_recovery,0.4980237154150198,-0.019253124080903652,1.0,0.20948616600790515,-0.6766478233737876,1.0
2014-05,301J6242,2014-06-12,2014-05-09,34.0,242.5,0.47,0.12326361987280446,49977,254.20000000000002,0.10181098782720299,0.2678748302835786,2014-04-29,2014-05-30,13.0,0.04,0.17389591742449656,15849,260.68,0.013236270655408933,0.222824940983553,2014-05-29,month_end_roll,0.007905138339920948,-0.8357477927448642,1.0,0.011857707509881422,-0.8646272161233204,1.0
2015-01,301K2232,2015-02-12,2015-01-09,34.0,232.5,0.5,0.1496421790274733,52565,246.70000000000002,0.0932745867862198,0.39255999066104785,2014-12-30,2015-01-27,16.0,0.06,0.18545064603621175,57014,252.29999999999998,0.01682178271089971,0.36181191747947394,2015-01-26,vix6_recovery,0.6600790513833992,0.2658911855452169,1.0,0.7549407114624506,-0.24220384029743183,1.0
2015-07,301K8230,2015-08-13,2015-07-10,34.0,230.0,0.59,0.18226279425367709,50844,247.4,0.0903178498572299,0.2020798240666634,2015-06-30,2015-07-22,22.0,0.14,0.16472326282564537,37685,247.3,0.03487510897393636,0.5021426809973849,2015-07-21,vix6_recovery,0.9367588932806324,1.258790916500665,1.5,0.6363636363636364,-0.7111787866433804,1.0
2015-12,301L1222,2016-01-14,2015-12-11,34.0,222.5,0.65,0.17472832740127509,33312,237.55,0.10492271664810965,0.23128778455790133,2015-12-01,2015-12-30,15.0,0.06,0.1806292507204611,25147,239.99,0.018542917455750763,0.2042159354478101,2015-12-29,month_end_roll,0.8458498023715415,0.5138905252768885,1.25,0.5849802371541502,-0.7770789065546624,1.0
2016-03,301L4227,2016-04-14,2016-03-11,34.0,227.5,0.49,0.16181598756186139,31432,243.01,0.08689796816446227,0.3549928167060233,2016-02-29,2016-03-21,24.0,0.2,0.16545176114383092,30721,244.13,0.046078372731159944,0.41131768927624285,2016-03-18,vix6_recovery,0.35968379446640314,-0.29553838695037676,1.0,0.233201581027668,-0.2587122873362583,1.0
2016-06,301L7227,2016-07-14,2016-06-13,31.0,227.5,0.6,0.18678045173563118,35582,244.01,0.09437698903069286,0.323996242591367,2016-06-10,2016-06-27,17.0,1.07,0.2404752579840816,78915,239.23,0.15994483921186642,0.38749018172715355,2016-06-24,vix6_recovery,0.03557312252964427,0.3068683776894618,1.0,0.9644268774703557,1.9889455918538124,1.5
2016-09,301LA235,2016-10-13,2016-09-13,30.0,235.0,0.73,0.19433484647140015,40403,251.52,0.10615406896211327,0.5168913864712184,2016-09-12,2016-09-30,13.0,0.05,0.2215298110163476,23287,257.65999999999997,0.013115517389675441,0.10005142529387265,2016-09-29,month_end_roll,0.7272727272727273,2.246902695928093,1.0,0.20553359683794467,0.0557164040205501,1.0
2016-12,301M1245,2017-01-12,2016-12-12,31.0,245.0,0.54,0.13337698190158048,39108,256.76,0.1101752405906814,0.25146381026987,2016-12-09,2016-12-29,14.0,0.1,0.1584935319544588,13433,259.43,0.03149960311499226,0.3,2016-12-28,month_end_roll,0.1067193675889328,-0.7106683575434739,1.0,0.043478260869565216,0.08757005725266669,1.0
2017-08,301M9275,2017-09-14,2017-08-11,34.0,275.0,1.15,0.25452320880054613,49867,302.88,0.09993372278549595,0.9162018005765922,2017-08-01,2017-08-24,21.0,0.07,0.23112706933304178,17027,311.41999999999996,0.011569917240719074,0.4755126625360191,2017-08-23,vix6_recovery,0.9723320158102767,1.571191558798525,2.0,0.5810276679841897,-0.7114067317343815,1.0
2017-11,301MC320,2017-12-14,2017-11-10,34.0,320.0,0.6,0.12668614298435482,82375,336.26,0.09659587081401877,0.2859716526255556,2017-10-31,2017-11-21,23.0,0.36,0.12270109205136076,62100,334.22,0.07679145328336369,0.35148948018872844,2017-11-20,vix6_recovery,0.4150197628458498,-0.5470153243982757,1.0,0.383399209486166,-0.013302753648447551,1.0
2018-11,301NC252,2018-12-13,2018-11-09,34.0,252.5,0.68,0.18427653369303415,80157,271.54999999999995,0.09318975885443759,0.5518841576856375,2018-10-30,2018-11-14,29.0,1.18,0.21608712976251482,51334,269.33,0.13789169351698183,0.3979092957576931,2018-11-13,vix6_recovery,0.8102766798418972,-1.0959127880967319,1.25,0.9090909090909091,-0.4125878905592909,1.5
2019-05,301P6250,2019-06-13,2019-05-14,30.0,250.0,0.83,0.2062296601620035,99695,268.65000000000003,0.1062966116757651,0.23699681194887282,2019-05-13,2019-05-30,14.0,0.33,0.19699483766672632,140708,264.32,0.07173387031939388,0.548032393755725,2019-05-29,vix6_recovery,0.8695652173913043,0.8249723027418586,1.25,0.782608695652174,0.1982181520798706,1.0
2020-01,301Q2282,2020-02-13,2020-01-10,34.0,282.5,0.66,0.1380684809684643,79724,297.38000000000005,0.10763114416692143,0.7263960508718473,2019-12-30,2020-01-15,29.0,0.39,0.1459212059078296,48948,299.9,0.07027651472638603,0.7010437009771064,2020-01-14,vix6_recovery,0.22529644268774704,-1.6398920672338757,1.0,0.19367588932806323,-1.5245325769594174,1.0
2020-07,301Q8255,2020-08-13,2020-07-10,34.0,255.0,1.32,0.2959848786675139,22726,284.60999999999996,0.10360963242632848,0.5,2020-06-30,2020-07-13,31.0,0.74,0.29906988767803555,15550,289.9,0.064847823518591,0.8,2020-07-10,vix6_recovery,0.6324110671936759,-0.921253550812978,1.0,0.6600790513833992,0.011688962397643268,1.0
2020-10,301QB292,2020-11-12,2020-10-12,31.0,292.5,1.08,0.2407854694524746,20573,319.36,0.09903509196799515,0.22325675376876783,2020-09-29,2020-10-15,28.0,1.57,0.242017255024021,37034,313.59,0.14182457176363333,0.4833559176405159,2020-10-14,vix6_recovery,0.39920948616600793,-1.532945644240075,1.0,0.391304347826087,-0.5466266913135763,1.0
2020-12,301R1335,2021-01-14,2020-12-15,30.0,335.0,1.29,0.24511425086754046,40544,365.3,0.10251972842780732,0.36694080448712724,2020-12-14,2020-12-17,28.0,0.87,0.23543931429647763,31390,366.61,0.0784833708150653,0.48371254678256875,2020-12-16,vix6_recovery,0.33201581027667987,-0.020525568346288794,1.0,0.26877470355731226,0.10737575807622383,1.0
2021-12,301S1362,2022-01-13,2021-12-10,34.0,362.5,1.17,0.20628947568776396,15918,392.49,0.0978399366514221,0.9784614539138621,2021-11-30,2021-12-30,14.0,0.18,0.2219227203663086,16830,393.76,0.027121273045461275,0.5362134457448842,2021-12-29,vix6_recovery,0.35177865612648224,-1.769149353283962,1.0,0.34782608695652173,-0.37916995046077406,1.0
2022-03,301S4317,2022-04-14,2022-03-11,34.0,317.5,1.63,0.2938140375454271,27374,354.09,0.10362362135188391,0.29326577709848817,2022-02-28,2022-03-17,28.0,0.62,0.2902208685883192,18040,361.32,0.04961691959393567,0.3582215716308247,2022-03-16,vix6_recovery,0.9486166007905138,0.20020840730557504,1.5,0.8932806324110671,-1.2489876498312664,1.25
2022-12,301T1285,2023-01-12,2022-12-12,31.0,285.0,0.92,0.2020350267194881,31418,306.38,0.10419446374012936,0.261998363744839,2022-12-09,2022-12-21,22.0,0.9,0.1839846118960421,52431,299.56,0.1301544160886725,0.5310807003944716,2022-12-20,vix6_recovery,0.22924901185770752,-0.42752138603996526,1.0,0.2964426877470356,-0.532962974615036,1.0
2023-06,301T7330,2023-07-13,2023-06-13,30.0,330.0,0.75,0.14209435632492928,48381,346.74,0.10840657437509771,0.2960797660313317,2023-06-12,2023-06-30,13.0,0.51,0.12294423537042362,130978,338.7,0.1285805959348641,0.1194771590294973,2023-06-29,month_end_roll,0.011857707509881422,-0.39966147003056124,1.0,0.003952569169960474,-0.47140164078145647,1.0
2023-11,301TC302,2023-12-14,2023-11-10,34.0,302.5,0.92,0.18648202526526497,20507,324.63,0.10222429185360188,0.2986237009704869,2023-10-31,2023-11-27,17.0,0.07,0.20958476783517604,6143,334.17,0.013076161241061608,0.040996776578384034,2023-11-24,month_end_roll,0.5573122529644269,-0.31749784392994673,1.0,0.383399209486166,-0.835889699668801,1.0
2024-05,301V6347,2024-06-13,2024-05-13,31.0,347.5,0.85,0.17759788379634772,13443,371.65,0.09274978738269152,0.3180921316946483,2024-05-10,2024-05-14,30.0,0.83,0.1807012128885287,8980,371.9,0.09080560078465072,0.5923024638111825,2024-05-13,vix6_recovery,0.5296442687747036,-1.3880480134144875,1.0,0.549407114624506,-0.7970320090961079,1.0
2024-08,301V9320,2024-09-12,2024-08-12,31.0,320.0,1.48,0.2930913643793409,13370,355.83,0.099353391623905,0.3367083135733508,2024-08-09,2024-08-13,30.0,1.22,0.29080054113103726,11115,357.33,0.08610003533528665,0.4394083065709691,2024-08-12,vix6_recovery,0.9841897233201581,0.7825618506383649,2.0,0.9802371541501976,-2.4710740751224924,2.0
2024-10,301VB315,2024-11-14,2024-10-11,34.0,315.0,1.27,0.24903455880287156,13134,346.39,0.09890874175264791,1.0,2024-09-30,2024-10-15,30.0,0.69,0.2538685367084761,8316,351.65,0.06073506363279335,0.4513349482918619,2024-10-14,vix6_recovery,0.9169960474308301,-0.3207334766839647,1.5,0.8932806324110671,-0.6087908621163379,1.25
2025-01,301W2307,2025-02-13,2025-01-10,34.0,307.5,1.07,0.22153404771978935,12855,334.89,0.09752415015012905,0.3182744967759897,2024-12-30,2025-01-13,31.0,1.43,0.2221364276128776,11788,330.08000000000004,0.12988252368680575,0.39595725549202454,2025-01-10,vix6_recovery,0.6640316205533597,-0.3658842723032777,1.0,0.6679841897233202,-0.18564135239051285,1.0
2025-10,301WB457,2025-11-13,2025-10-10,34.0,457.5,1.96,0.2686545131655613,4004,507.24999999999994,0.09681045269795441,0.5,2025-09-30,2025-10-15,29.0,2.29,0.3189411456399285,1604,511.0,0.10113420801799794,0.8,2025-10-14,vix6_recovery,0.7272727272727273,0.8692916490465566,1.0,0.9841897233201581,3.7847436550274467,2.0
