Stage,Name,tail_threshold,breadth_threshold,early_scale,confirmed_scale,recovery_relief,right_tail_relief,panic_relief,max_risk_transfer,rebalance_band,oil_cut_deflation,oil_cut_inflation,bond_share_deflation,bond_share_inflation,financing_rate,Cal_CAGR,Cal_CAGRDelta,Cal_Sharpe,Cal_SharpeDelta,Cal_MDD,Cal_MDDDelta,Cal_Calmar,Cal_CalmarDelta,Validation_CAGR,Validation_CAGRDelta,Validation_Sharpe,Validation_SharpeDelta,Validation_MDD,Validation_MDDDelta,Validation_Calmar,Validation_CalmarDelta,MultiObjectiveScore,StrictAllThree,RetentionGate,Selected
allocation,tt1.50_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.15_od1.00_oi0.25_bd0.75_bi0.25,1.5,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.15,1.0,0.25,0.75,0.25,0.04,0.19203098197689705,-0.003908048963103372,1.1086086892066607,-0.01577233097541275,-0.12960226860587565,-1.4270910337121911e-05,1.481694603362762,-0.030320663671078663,0.02833882961837042,-0.0021795879682435793,0.38572355713797535,-0.027580758163289698,-0.10672785761170689,-9.640532250287936e-05,0.2655242056996182,-0.020680445286869964,-1.1509377671386258,False,False,False
allocation,tt1.50_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.20_od1.00_oi0.25_bd0.75_bi0.25,1.5,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.2,1.0,0.25,0.75,0.25,0.04,0.19517932317354902,-0.0007597077664514007,1.1201685308627929,-0.004212489319280532,-0.12960226860587554,-1.427091033701089e-05,1.5059869342804122,-0.006028332753428511,0.02833882961837042,-0.0021795879682435793,0.38572355713797535,-0.027580758163289698,-0.10672785761170689,-9.640532250287936e-05,0.2655242056996182,-0.020680445286869964,-1.0144300289416628,False,False,False
allocation,tt1.50_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.25_od1.00_oi0.25_bd0.75_bi0.25,1.5,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.25,1.0,0.25,0.75,0.25,0.04,0.19402197308768,-0.0019170578523204362,1.1178367692389006,-0.006544250943172791,-0.12960226860587565,-1.4270910337121911e-05,1.4970569201817492,-0.01495834685209152,0.02833882961837042,-0.0021795879682435793,0.38572355713797535,-0.027580758163289698,-0.10672785761170689,-9.640532250287936e-05,0.2655242056996182,-0.020680445286869964,-1.0550225892078526,False,False,False
allocation,tt1.50_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.15_od1.00_oi0.25_bd0.75_bi0.25,1.5,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.15,1.0,0.25,0.75,0.25,0.04,0.19204817837255606,-0.0038908525674443695,1.1162007876785323,-0.008180232503541163,-0.12959010175732155,-2.1040617830259123e-06,1.481966413856186,-0.0300488531776546,0.028345251869700938,-0.0021731657169130614,0.38627790906327125,-0.027026406237993794,-0.10665881582265768,-2.7363533453672595e-05,0.26575629638370235,-0.020448354602785823,-1.0889513904940773,False,False,False
allocation,tt1.50_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.20_od1.00_oi0.25_bd0.75_bi0.25,1.5,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.2,1.0,0.25,0.75,0.25,0.04,0.19515330243760665,-0.0007857285023937788,1.122553955578429,-0.001827064603644457,-0.12959010175732133,-2.1040617828038677e-06,1.5059275345200602,-0.006087732513780475,0.028345251869700938,-0.0021731657169130614,0.38627790906327125,-0.027026406237993794,-0.10665881582265768,-2.7363533453672595e-05,0.26575629638370235,-0.020448354602785823,-0.9795574493683235,False,False,False
allocation,tt1.50_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.25_od1.00_oi0.25_bd0.75_bi0.25,1.5,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.25,1.0,0.25,0.75,0.25,0.04,0.19599776761459675,5.873667459632692e-05,1.124120559430233,-0.00026046075184038564,-0.12959010175732144,-2.10406178291489e-06,1.5124439672223924,0.00042870018855167835,0.028345251869700938,-0.0021731657169130614,0.38627790906327125,-0.027026406237993794,-0.10665881582265768,-2.7363533453672595e-05,0.26575629638370235,-0.020448354602785823,-0.9506128006845532,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.15_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.15,1.0,1.0,0.0,0.0,0.04,0.1949101722501374,-0.0010288586898630214,1.1192507428865996,-0.005130277295473773,-0.12960424667639614,-1.6248980857613837e-05,1.5038872355533313,-0.008128031480509446,0.028602323617481717,-0.001916093969132282,0.38944159575004783,-0.023862719551217215,-0.10672823422665967,-9.678193745565888e-05,0.26799209997926804,-0.018212551007220135,-0.8999565553493077,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.2,1.0,1.0,0.0,0.0,0.04,0.19511755182822865,-0.0008214791117717724,1.1208760966883577,-0.0035049234937156726,-0.12960424667639625,-1.624898085772486e-05,1.5054873341875132,-0.006527932846327467,0.028602323617481717,-0.001916093969132282,0.38944159575004783,-0.023862719551217215,-0.10672823422665967,-9.678193745565888e-05,0.26799209997926804,-0.018212551007220135,-0.8866452968882388,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.25_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.25,1.0,1.0,0.0,0.0,0.04,0.19450756709035377,-0.0014314638496466525,1.1192085400198595,-0.005172480162213944,-0.12960424667639636,-1.6248980857835882e-05,1.500780816048504,-0.011234450985336597,0.028602323617481717,-0.001916093969132282,0.38944159575004783,-0.023862719551217215,-0.10672823422665967,-9.678193745565888e-05,0.26799209997926804,-0.018212551007220135,-0.9102326986776049,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.15_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.15,1.0,1.0,0.0,0.0,0.04,0.1959672554649139,2.8224524913467164e-05,1.1287342836447314,0.004353263462657964,-0.12958799769553853,0.0,1.5122330690326014,0.0002178019987606472,0.029761502600779144,-0.0007569149858348556,0.40440963030003835,-0.008894685001226699,-0.10663172814915278,-2.75859948772883e-07,0.27910550750101115,-0.007099143485477022,-0.29454405031749453,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.25_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.25,1.0,1.0,0.0,0.0,0.04,0.19660394662097702,0.0006649156809765966,1.1272548394307214,0.0028738192486479353,-0.12958799769553853,0.0,1.5171462644471876,0.005130997413346883,0.02870933893534744,-0.0018090786512665602,0.391560341147283,-0.02174397415398205,-0.10663172814915278,-2.75859948772883e-07,0.269238241128286,-0.01696640985820219,-0.7387766794838133,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.15_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.15,1.0,1.0,0.0,0.0,0.04,0.1948333316955302,-0.0011056992444702374,1.1276226408735286,0.0032416206914551715,-0.12957293408836457,1.5063607173959603e-05,1.5036576354955435,-0.008357631538297161,0.029262859126581997,-0.0012555584600320024,0.3988491554272736,-0.01445515987399143,-0.10653522827436301,9.622401484099541e-05,0.27467777185609044,-0.011526879130397738,-0.5173535899737927,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.2,1.0,1.0,0.0,0.0,0.04,0.19545247192342874,-0.000486559016571686,1.12613595534731,0.0017549351652366152,-0.12957293408836468,1.5063607173848581e-05,1.508435949981161,-0.0035793170526796647,0.03007313887561458,-0.0004452787109994194,0.4089734040703203,-0.004330911230944756,-0.10653522827436301,9.622401484099541e-05,0.2822835165675566,-0.003921134418931549,-0.15491732720218476,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.25_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.25,1.0,1.0,0.0,0.0,0.04,0.1969943037661579,0.0010552728261574718,1.1295369873457906,0.0051559671637171345,-0.12957293408836468,1.5063607173848581e-05,1.5203352856995116,0.008320018665670892,0.029762388647209148,-0.0007560289394048514,0.40511065264780716,-0.00819366265345789,-0.10653522827436301,9.622401484099541e-05,0.2793666388977107,-0.00683801208877749,-0.23477893525506055,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.15_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.15,0.0,0.0,0.0,0.0,0.04,0.1956113718675001,-0.0003276590725003192,1.1214554069196399,-0.0029256132624335685,-0.1296391679754061,-5.117027986756284e-05,1.5088909850502097,-0.0031242819836310165,0.027950736727072156,-0.0025676808595418432,0.38001860585248437,-0.033285709448780676,-0.10672823422665967,-9.678193745565888e-05,0.26188699672209453,-0.02431765426439364,-1.1892993859655696,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.20_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.04,0.19532575675804642,-0.0006132741819540044,1.1207436700027924,-0.003637350179281018,-0.12963916797540598,-5.117027986745182e-05,1.5066878306030314,-0.005327436430809351,0.027950736727072156,-0.0025676808595418432,0.38001860585248437,-0.033285709448780676,-0.10672823422665967,-9.678193745565888e-05,0.26188699672209453,-0.02431765426439364,-1.199998448286146,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.25_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.04,0.19463022584190837,-0.0013088050980920585,1.1192093900278126,-0.005171630154260809,-0.12963916797540598,-5.117027986745182e-05,1.501322701167227,-0.010692565866613712,0.027950736727072156,-0.0025676808595418432,0.38001860585248437,-0.033285709448780676,-0.10672823422665967,-9.678193745565888e-05,0.26188699672209453,-0.02431765426439364,-1.2250581210644964,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.15_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.15,0.0,0.0,0.0,0.0,0.04,0.19594407403037906,5.043090378631376e-06,1.1250925647700323,0.0007115445879588567,-0.12963689421598734,-4.889652044881565e-05,1.5114838658809402,-0.0005314011529005125,0.02780810307619186,-0.0027103145104221404,0.3785614624947025,-0.03474285280656253,-0.10663172814915278,-2.75859948772883e-07,0.2607863865555554,-0.025418264430932758,-1.2049337292723878,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.20_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.2,0.0,0.0,0.0,0.0,0.04,0.19694927856907407,0.0010102476290736462,1.1276224101944616,0.0032413900123882122,-0.12963689421598734,-4.889652044881565e-05,1.5192378663510553,0.007222599317214584,0.02780810307619186,-0.0027103145104221404,0.3785614624947025,-0.03474285280656253,-0.10663172814915278,-2.75859948772883e-07,0.2607863865555554,-0.025418264430932758,-1.1671543886828655,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.25_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.25,0.0,0.0,0.0,0.0,0.04,0.19647733837067083,0.0005383074306704039,1.1268792278566107,0.002498207674537234,-0.12963689421598734,-4.889652044881565e-05,1.5155973888368612,0.0035821218030205326,0.02780810307619186,-0.0027103145104221404,0.3785614624947025,-0.03474285280656253,-0.10663172814915278,-2.75859948772883e-07,0.2607863865555554,-0.025418264430932758,-1.1826688053322014,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.15_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.15,0.0,0.0,0.0,0.0,0.04,0.19522302301735794,-0.0007160079226424809,1.1276934123201172,0.003312392138043796,-0.12963571847706,-4.772078152148751e-05,1.505935442105056,-0.006079824928784783,0.02765955858036029,-0.002858859006253711,0.3770110948244107,-0.03629322047685435,-0.10653522827436301,9.622401484099541e-05,0.2596282847315809,-0.02657636625490728,-1.2551911427618285,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.20_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.2,0.0,0.0,0.0,0.0,0.04,0.19787593564149897,0.001936904701498543,1.1331292121065624,0.008748191924488946,-0.12963571847706,-4.772078152148751e-05,1.5263998068288145,0.014384539794973783,0.02765955858036029,-0.002858859006253711,0.3770110948244107,-0.03629322047685435,-0.10653522827436301,9.622401484099541e-05,0.2596282847315809,-0.02657636625490728,-1.161689328226077,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.25_od0.00_oi0.00_bd0.00_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.25,0.0,0.0,0.0,0.0,0.04,0.19853094044755282,0.0025919095075523924,1.134263715156569,0.009882694974495676,-0.12963571847706,-4.772078152148751e-05,1.5314524637180478,0.01943719668420707,0.02765955858036029,-0.002858859006253711,0.3770110948244107,-0.03629322047685435,-0.10653522827436301,9.622401484099541e-05,0.2596282847315809,-0.02657636625490728,-1.1396416928246973,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.15_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.15,1.0,0.25,0.5,0.0,0.04,0.19488732164410227,-0.001051709295898151,1.1184123211273667,-0.005968699054706761,-0.12962188398354169,-3.388628800315985e-05,1.503506318954965,-0.008508948078875811,0.02830711283518217,-0.0022113047514318307,0.38491627811192747,-0.028388037189337578,-0.10677351993739947,-0.00014206764819546525,0.265113605431182,-0.021091045555306165,-1.060855864557918,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.20_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.2,1.0,0.25,0.5,0.0,0.04,0.19436233951305204,-0.0015766914269483845,1.1171394536860295,-0.007241566496043905,-0.12962188398354157,-3.3886288003048826e-05,1.4994562147988122,-0.012559052235028512,0.02830711283518217,-0.0022113047514318307,0.38491627811192747,-0.028388037189337578,-0.10677351993739947,-0.00014206764819546525,0.265113605431182,-0.021091045555306165,-1.0803447550408567,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.25_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.25,1.0,0.25,0.5,0.0,0.04,0.19388589210088347,-0.0020531388391169525,1.1160299678408836,-0.008351052341189824,-0.12962188398354169,-3.388628800315985e-05,1.4957805437043448,-0.016234723329495937,0.02830711283518217,-0.0022113047514318307,0.38491627811192747,-0.028388037189337578,-0.10677351993739947,-0.00014206764819546525,0.265113605431182,-0.021091045555306165,-1.0978033695708034,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.15_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.15,1.0,0.25,0.5,0.0,0.04,0.19252648037409426,-0.0034125505659061695,1.1110087461243803,-0.013372274057693145,-0.12961269578369927,-2.4698088160746146e-05,1.4853983185056732,-0.02661694852816754,0.028305607109942788,-0.002212810476671212,0.3854062510954049,-0.027898064205860162,-0.10669512418416416,-6.367189496014891e-05,0.26529428899754676,-0.020910361988941417,-1.1348044882405628,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.20_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.2,1.0,0.25,0.5,0.0,0.04,0.1959293918427676,-9.639097232838623e-06,1.1233492752120415,-0.0010317449700318893,-0.12961269578369938,-2.4698088160857168e-05,1.5116527795219923,-0.00036248751184841943,0.028305607109942788,-0.002212810476671212,0.3854062510954049,-0.027898064205860162,-0.10669512418416416,-6.367189496014891e-05,0.26529428899754676,-0.020910361988941417,-0.988029056085426,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.25_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.25,1.0,0.25,0.5,0.0,0.04,0.19503647862853146,-0.0009025523114689626,1.1216116576853448,-0.0027693624967286556,-0.12961269578369927,-2.4698088160746146e-05,1.5047636919304028,-0.0072515751034378795,0.028305607109942788,-0.002212810476671212,0.3854062510954049,-0.027898064205860162,-0.10669512418416416,-6.367189496014891e-05,0.26529428899754676,-0.020910361988941417,-1.0190399740748102,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.15_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.15,1.0,0.25,0.5,0.0,0.04,0.1929523987351418,-0.002986632204858619,1.1193570120819756,-0.005024008100097843,-0.12960350713769686,-1.5509442158334608e-05,1.4887899486403566,-0.023225318393484073,0.028298579613644126,-0.0022198379729698736,0.38581191224459865,-0.027492403056666392,-0.10661673236847924,1.4719920724770574e-05,0.2654234376255417,-0.02078121336094646,-1.0631234146232107,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.20_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.2,1.0,0.25,0.5,0.0,0.04,0.1959477131245988,8.68218459837422e-06,1.1262799045923777,0.0018988844103042801,-0.12960350713769686,-1.5509442158334608e-05,1.5119013169637048,-0.0001139500701359264,0.028298579613644126,-0.0022198379729698736,0.38581191224459865,-0.027492403056666392,-0.10661673236847924,1.4719920724770574e-05,0.2654234376255417,-0.02078121336094646,-0.9536260923347752,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.25_od1.00_oi0.25_bd0.50_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.25,1.0,0.25,0.5,0.0,0.04,0.19696290909214298,0.0010238781521425544,1.1281887994473194,0.003807779265246003,-0.12960350713769686,-1.5509442158334608e-05,1.5197344072092147,0.007719140175374006,0.028298579613644126,-0.0022198379729698736,0.38581191224459865,-0.027492403056666392,-0.10661673236847924,1.4719920724770574e-05,0.2654234376255417,-0.02078121336094646,-0.9187017188714621,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.15_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.15,1.0,0.0,0.75,0.0,0.04,0.19457495587568951,-0.00136407506431091,1.1168390985054786,-0.007541921676594843,-0.12962840723559066,-4.040954005213315e-05,1.5010209569424315,-0.010994310091409165,0.028231138246051612,-0.002287279340562387,0.3836823959740622,-0.029621919327202872,-0.10679616312391382,-0.00016471083470981362,0.26434599727422314,-0.02185865371226503,-1.1198684785811472,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.20_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.2,1.0,0.0,0.75,0.0,0.04,0.1939134472160362,-0.0020255837239642194,1.1152724517929098,-0.00910856838916363,-0.12962840723559044,-4.040954005191111e-05,1.495917842017547,-0.016097425016293743,0.028231138246051612,-0.002287279340562387,0.3836823959740622,-0.029621919327202872,-0.10679616312391382,-0.00016471083470981362,0.26434599727422314,-0.02185865371226503,-1.1442394286353184,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.25_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.25,1.0,0.0,0.75,0.0,0.04,0.19356915880546577,-0.0023698721345346563,1.1144481062961151,-0.009932913885958294,-0.12962840723559044,-4.040954005191111e-05,1.4932618778048206,-0.018753389229020145,0.028231138246051612,-0.002287279340562387,0.3836823959740622,-0.029621919327202872,-0.10679616312391382,-0.00016471083470981362,0.26434599727422314,-0.02185865371226503,-1.1569683663835526,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.15_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.15,1.0,0.0,0.75,0.0,0.04,0.19450678534508326,-0.0014322455949171697,1.1185688051413063,-0.005812215040767121,-0.1296218289789065,-3.3831283367979914e-05,1.5005712145655308,-0.011444052468309929,0.02820791745278317,-0.0023105001338308284,0.3837948729682376,-0.029509442333027436,-0.10672682285134172,-9.537056213770878e-05,0.26430017027747166,-0.021904480709016516,-1.1041828924827173,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.20_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.2,1.0,0.0,0.75,0.0,0.04,0.19549216320715868,-0.0004468677328417492,1.1211604775974957,-0.0032205425845777125,-0.1296218289789065,-3.3831283367979914e-05,1.508173158388093,-0.0038421086457476328,0.02820791745278317,-0.0023105001338308284,0.3837948729682376,-0.029509442333027436,-0.10672682285134172,-9.537056213770878e-05,0.26430017027747166,-0.021904480709016516,-1.066590083649885,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.35_rb0.25_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.35,0.25,1.0,0.0,0.75,0.0,0.04,0.19442092162112923,-0.001518109318871197,1.1190271826702596,-0.0053538375118138415,-0.1296218289789065,-3.3831283367979914e-05,1.4999087974045449,-0.012106469629295846,0.02820791745278317,-0.0023105001338308284,0.3837948729682376,-0.029509442333027436,-0.10672682285134172,-9.537056213770878e-05,0.26430017027747166,-0.021904480709016516,-1.1040375979368018,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.15_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.15,1.0,0.0,0.75,0.0,0.04,0.19267228983973328,-0.0032667411002671454,1.118139190273046,-0.006241829909027441,-0.1296152506429763,-2.7252947437772512e-05,1.4864939803298831,-0.02552128670395759,0.02817451864709075,-0.002343898939523248,0.3837751241454056,-0.029529191155859447,-0.10665748549052056,-2.60332013165554e-05,0.26415884940016543,-0.022045801586322744,-1.1480302972392218,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.20_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.2,1.0,0.0,0.75,0.0,0.04,0.1954971651861097,-0.00044186575389071336,1.1237086673085552,-0.0006723528735181894,-0.1296152506429763,-2.7252947437772512e-05,1.5082882933629806,-0.0037269736708600565,0.02817451864709075,-0.002343898939523248,0.3837751241454056,-0.029529191155859447,-0.10665748549052056,-2.60332013165554e-05,0.26415884940016543,-0.022045801586322744,-1.0495610284022647,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.45_rb0.25_od1.00_oi0.00_bd0.75_bi0.00,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.45,0.25,1.0,0.0,0.75,0.0,0.04,0.19640053583918116,0.00046150489918073134,1.125390950876618,0.0010099306945445807,-0.1296152506429762,-2.725294743766149e-05,1.5152579257834737,0.0032426587496330317,0.02817451864709075,-0.002343898939523248,0.3837751241454056,-0.029529191155859447,-0.10665748549052056,-2.60332013165554e-05,0.26415884940016543,-0.022045801586322744,-1.0185653442351619,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.15_od1.00_oi0.25_bd0.75_bi0.25,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.15,1.0,0.25,0.75,0.25,0.04,0.19435119359841968,-0.0015878373415807445,1.1161226475417498,-0.008258372640323586,-0.12961443544868134,-2.6437753142816156e-05,1.499456390992574,-0.012558876041266709,0.028324646081689053,-0.002193771504924946,0.38506091408481596,-0.028243401216449082,-0.10679690227958694,-0.00016544999038292652,0.26521973462804266,-0.020984916358445516,-1.082636457894418,False,False,False
allocation,tt1.00_bt0.25_ew0.00_cw0.00_rr0.75_ur0.75_pr0.25_rt0.25_rb0.20_od1.00_oi0.25_bd0.75_bi0.25,1.0,0.25,0.0,0.0,0.75,0.75,0.25,0.25,0.2,1.0,0.25,0.75,0.25,0.04,0.19363477676269314,-0.0023042541773072855,1.1144329801555959,-0.009948040026477534,-0.12961443544868123,-2.6437753142705134e-05,1.4939290989649046,-0.018086168068936148,0.028324646081689053,-0.002193771504924946,0.38506091408481596,-0.028243401216449082,-0.10679690227958694,-0.00016544999038292652,0.26521973462804266,-0.020984916358445516,-1.1089952157183487,False,False,False
