Strategy,source,vkospi_weight,max_shift,target_vol,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover
Blend_loss3_domestic_raw_w0.75_s0.250_v0.155,loss3_domestic_raw,0.75,0.25,0.155,129.0,0.12801758275561737,0.14073674671271816,0.9288968419072364,1.7532571668749308,-0.13932957265263568,0.9188112783118887,3.6508634834153013,0.5891472868217055,0.11392150019330628
VKOSPI_loss3_domestic_derived_s0.100_v0.145,loss3_domestic_derived,1.0,0.1,0.145,129.0,0.1213890637681927,0.13560025709479462,0.915179613329976,1.7138803602053938,-0.12982263823850393,0.9350377208109307,3.42673405781797,0.5813953488372093,0.09961801020145943
VKOSPI_loss3_domestic_derived_s0.100_v0.150,loss3_domestic_derived,1.0,0.1,0.15,129.0,0.12351955482318955,0.1385598201999419,0.9122889199400691,1.7100380785452942,-0.12982263823850382,0.951448503120584,3.4973720407214235,0.5813953488372093,0.10023862553710025
VKOSPI_loss3_domestic_derived_s0.100_v0.155,loss3_domestic_derived,1.0,0.1,0.155,129.0,0.12538763801720143,0.1414845750429287,0.9080798018538574,1.7027182956730798,-0.1304326951286391,0.9613206097868179,3.5603935692251683,0.5813953488372093,0.10098257287632664
VKOSPI_loss3_domestic_derived_s0.150_v0.145,loss3_domestic_derived,1.0,0.15,0.145,129.0,0.1209034635470716,0.1357539759532485,0.9110623838628831,1.7063644009272965,-0.12982263823850393,0.931297231265271,3.410815826900263,0.5813953488372093,0.10259228100108597
VKOSPI_loss3_domestic_derived_s0.150_v0.150,loss3_domestic_derived,1.0,0.15,0.15,129.0,0.12301091443702372,0.1387208563580196,0.9080804170606369,1.702283265250537,-0.130080175741774,0.9456545836870357,3.480388735401082,0.5813953488372093,0.10328554900836456
VKOSPI_loss3_domestic_derived_s0.150_v0.155,loss3_domestic_derived,1.0,0.15,0.155,129.0,0.12479886422498354,0.1416484935283293,0.9034464859541845,1.694041773866332,-0.1313248995793319,0.9503061843165084,3.540420471676013,0.5813953488372093,0.10390818014463962
VKOSPI_loss3_domestic_derived_s0.200_v0.145,loss3_domestic_derived,1.0,0.2,0.145,129.0,0.12036913983768094,0.13581549099718357,0.9071647394728433,1.6980749680270124,-0.12982263823850393,0.9271814336151798,3.3933779359623744,0.5813953488372093,0.10558803320615348
VKOSPI_loss3_domestic_derived_s0.200_v0.150,loss3_domestic_derived,1.0,0.2,0.15,129.0,0.12240621970950238,0.13878064287443528,0.9038279516463729,1.693189641103194,-0.13008017574177433,0.9410059527632733,3.460295554178395,0.5813953488372093,0.10598630404843383
VKOSPI_loss3_domestic_derived_s0.200_v0.155,loss3_domestic_derived,1.0,0.2,0.155,129.0,0.12416341146186305,0.1417108926519815,0.899081628820664,1.6846655753339985,-0.13132489957933202,0.9454674007716047,3.5189779461705735,0.5813953488372093,0.10674168905898515
VKOSPI_loss3_domestic_derived_s0.250_v0.145,loss3_domestic_derived,1.0,0.25,0.145,129.0,0.12003144631234797,0.13581082946962356,0.9049479774305182,1.6941417338783453,-0.12982263823850393,0.9245802422519865,3.3823988992446603,0.5813953488372093,0.10835272434176653
VKOSPI_loss3_domestic_derived_s0.250_v0.150,loss3_domestic_derived,1.0,0.25,0.15,129.0,0.12219354913127134,0.13873183070472447,0.9027150398627595,1.6921856122686052,-0.13008017574177388,0.9393710335527334,3.4532538482568356,0.5813953488372093,0.109099022550944
VKOSPI_loss3_domestic_derived_s0.250_v0.155,loss3_domestic_derived,1.0,0.25,0.155,129.0,0.12420847979030425,0.14158349624026048,0.9000450260424215,1.689112262822026,-0.1313248995793319,0.9458105826707394,3.5204948285087903,0.5813953488372093,0.10998892799282133
Blend_loss3_domestic_derived_w0.25_s0.150_v0.145,loss3_domestic_derived,0.25,0.15,0.145,129.0,0.1236453993684532,0.1358498325847016,0.928689227065987,1.738012015943432,-0.12982263823850393,0.9524178605991491,3.5015855234219995,0.5968992248062015,0.10045780792467436
Blend_loss3_domestic_derived_w0.25_s0.150_v0.150,loss3_domestic_derived,0.25,0.15,0.15,129.0,0.12582384345472164,0.13884201099135207,0.9256203886185199,1.733707987256145,-0.12982263823850382,0.9691980163241192,3.5752569016173834,0.5968992248062015,0.10087912079326751
Blend_loss3_domestic_derived_w0.25_s0.150_v0.155,loss3_domestic_derived,0.25,0.15,0.155,129.0,0.1277474779951817,0.14179689793737948,0.9213134774478269,1.726047167476387,-0.12982263823850382,0.9840154207965661,3.6414767707598537,0.5968992248062015,0.10145764873066537
Blend_loss3_domestic_derived_w0.25_s0.200_v0.145,loss3_domestic_derived,0.25,0.2,0.145,129.0,0.12391260265602799,0.13560706594054003,0.9318756752283346,1.7471470819284114,-0.12982263823850393,0.954476078574075,3.510547199589146,0.5968992248062015,0.10261168891180356
Blend_loss3_domestic_derived_w0.25_s0.200_v0.150,loss3_domestic_derived,0.25,0.2,0.15,129.0,0.1260936926374605,0.13859200071045435,0.9287823145999193,1.7428258600084237,-0.12982263823850382,0.9712766151447895,3.5844799377528,0.5968992248062015,0.10312487505213479
Blend_loss3_domestic_derived_w0.25_s0.200_v0.155,loss3_domestic_derived,0.25,0.2,0.155,129.0,0.1280204275177832,0.14153986600020702,0.9244518553574463,1.7351397041119199,-0.12982263823850382,0.9861179009672436,3.6509624616016194,0.5968992248062015,0.10370596258312127
Blend_loss3_domestic_derived_w0.25_s0.250_v0.145,loss3_domestic_derived,0.25,0.25,0.145,129.0,0.12412851629675448,0.13543579397960984,0.934313379790787,1.7536154172876504,-0.12982263823850393,0.956139221795135,3.5178038731665815,0.5891472868217055,0.10479982547468283
Blend_loss3_domestic_derived_w0.25_s0.250_v0.150,loss3_domestic_derived,0.25,0.25,0.15,129.0,0.12631514053727666,0.1384161164124348,0.9312195472703431,1.749296041054174,-0.12982263823850382,0.9729823877497902,3.592064806062604,0.5891472868217055,0.10530291552201416
Blend_loss3_domestic_derived_w0.25_s0.250_v0.155,loss3_domestic_derived,0.25,0.25,0.155,129.0,0.128240114063791,0.14136014300877967,0.9268369185603298,1.741516697580081,-0.12982263823850382,0.9878101061865228,3.658613399857839,0.5891472868217055,0.10594187193648294
Blend_loss3_domestic_derived_w0.50_s0.150_v0.145,loss3_domestic_derived,0.5,0.15,0.145,129.0,0.12276327684756394,0.13566983985616482,0.9238875904549017,1.7314287443626406,-0.12982263823850393,0.9456230324177293,3.472147316422115,0.5891472868217055,0.10022258858307875
Blend_loss3_domestic_derived_w0.50_s0.150_v0.150,loss3_domestic_derived,0.5,0.15,0.15,129.0,0.12492706077852112,0.13864603273113688,0.920919328668507,1.727363636534705,-0.12982263823850382,0.9622902636519466,3.544760635302658,0.5891472868217055,0.10073629625805847
Blend_loss3_domestic_derived_w0.50_s0.150_v0.155,loss3_domestic_derived,0.5,0.15,0.155,129.0,0.12682619394839878,0.14158680738145446,0.9166307267211814,1.719805247265438,-0.12982263823850382,0.9769189385552302,3.6096246178168303,0.5891472868217055,0.10141678564030779
Blend_loss3_domestic_derived_w0.50_s0.200_v0.145,loss3_domestic_derived,0.5,0.2,0.145,129.0,0.12292378825130656,0.13551558152248325,0.9258525452849797,1.7353166458469265,-0.12982263823850393,0.946859422356499,3.477487141082616,0.5891472868217055,0.10257827948643622
