name,stage,mode,level_threshold,momentum_window,spike_threshold,max_risk_transfer,bond_share,rebalance_band,financing_rate,Full_CAGR,Full_Sharpe,Full_MDD,Full_Calmar,Validation_CAGR,Validation_Sharpe,Validation_MDD,Validation_Calmar,AvgTurnover,TotalCost
max_lt0.80_mw21_st0.05_rt0.75_bs0.50_rb0.10,coarse,max,0.8,21,0.05,0.75,0.5,0.1,0.04,0.10888653862924591,0.8302637237951266,-0.1619036765494113,0.6725390117747875,0.002132584055761999,0.06599977037273715,-0.13587789383598547,0.015694856577157308,0.57563201664287,0.23476960659355442
max_lt0.80_mw21_st0.05_rt1.00_bs0.50_rb0.05,coarse,max,0.8,21,0.05,1.0,0.5,0.05,0.04,0.09566348446271888,0.7317397930198732,-0.23296157228837444,0.41064061992293144,-0.016079121841303667,-0.16322075986624723,-0.18653127542671044,-0.08620067495126991,0.8885260681731347,0.3637768748824714
max_lt0.80_mw21_st0.05_rt1.00_bs0.50_rb0.10,coarse,max,0.8,21,0.05,1.0,0.5,0.1,0.04,0.09587610181558626,0.7336627666402497,-0.2297285608662285,0.4173451548822227,-0.016116020931389863,-0.16358732331416903,-0.18525637454854293,-0.08699307093029052,0.8088037426201266,0.3309185023914056
max_lt0.80_mw21_st0.10_rt0.25_bs0.50_rb0.05,coarse,max,0.8,21,0.1,0.25,0.5,0.05,0.04,0.12446945178497826,0.9302729010048383,-0.1346778915973389,0.9242010719704321,0.01664793056269387,0.2661002861619098,-0.11410931827959037,0.14589457560252136,0.21514631297417383,0.08671930997204605
max_lt0.80_mw21_st0.10_rt0.25_bs0.50_rb0.10,coarse,max,0.8,21,0.1,0.25,0.5,0.1,0.04,0.12560639364558135,0.935628670427543,-0.1303233958087493,0.9638054078172564,0.020175313818179497,0.31671933268570773,-0.10572051355882583,0.19083632058742686,0.16983136983267458,0.06797825642155521
max_lt0.80_mw21_st0.10_rt0.50_bs0.50_rb0.05,coarse,max,0.8,21,0.1,0.5,0.5,0.05,0.04,0.11595075402753996,0.8740393189455717,-0.14928593246641708,0.7767024803467258,0.008404841024694631,0.1505202297574811,-0.12155815133441872,0.06914255385121865,0.39324718267132724,0.15999348822483508
max_lt0.80_mw21_st0.10_rt0.50_bs0.50_rb0.10,coarse,max,0.8,21,0.1,0.5,0.5,0.1,0.04,0.11953723334731703,0.8965493709948014,-0.14310477488716333,0.8353126822048456,0.010346187269972384,0.17749256001850733,-0.12213817128270421,0.0847088765233338,0.319756978512588,0.12955757876613885
max_lt0.80_mw21_st0.10_rt0.75_bs0.50_rb0.05,coarse,max,0.8,21,0.1,0.75,0.5,0.05,0.04,0.10849378465932213,0.8183276907935997,-0.17356842729566024,0.6250778805209283,5.6700240238960475e-05,0.03826357266374551,-0.13841366160575963,0.00040964338043782437,0.5741825511099884,0.23437026333152608
max_lt0.80_mw21_st0.10_rt0.75_bs0.50_rb0.10,coarse,max,0.8,21,0.1,0.75,0.5,0.1,0.04,0.11178685219391138,0.8421440046443439,-0.16095912642239818,0.6945045905663896,0.004724646950489797,0.09988175684795089,-0.12844125282953334,0.03678449755360396,0.5040675047748809,0.20530873601538382
max_lt0.80_mw21_st0.10_rt1.00_bs0.50_rb0.05,coarse,max,0.8,21,0.1,1.0,0.5,0.05,0.04,0.1008490393821817,0.7604663160480932,-0.21814472418847952,0.46230336194171257,-0.00847208885190498,-0.06817127126826625,-0.1616075255801781,-0.05242385106442172,0.7569218079330835,0.30954010723288433
max_lt0.80_mw21_st0.10_rt1.00_bs0.50_rb0.10,coarse,max,0.8,21,0.1,1.0,0.5,0.1,0.04,0.10333583341815245,0.7768875295100178,-0.19946168350728122,0.5180736049206175,-0.0064294627942549365,-0.04339740299784039,-0.15091695692713203,-0.04260265330793348,0.6842783675003885,0.2796480262702943
max_lt0.80_mw21_st0.15_rt0.25_bs0.50_rb0.05,coarse,max,0.8,21,0.15,0.25,0.5,0.05,0.04,0.124994102249115,0.9345036374100554,-0.13221731200743403,0.9453686537061584,0.0193402301997867,0.30398751710847854,-0.10841616455861947,0.1783888064895493,0.20026774581943274,0.08054041354787823
max_lt0.80_mw21_st0.15_rt0.25_bs0.50_rb0.10,coarse,max,0.8,21,0.15,0.25,0.5,0.1,0.04,0.12576848724120437,0.9364227494585282,-0.1307763036581261,0.9617070044278581,0.02055318941935913,0.32161401980282267,-0.10572051355882583,0.19441060894887505,0.1603376716749389,0.06406649975998549
max_lt0.80_mw21_st0.15_rt0.50_bs0.50_rb0.05,coarse,max,0.8,21,0.15,0.5,0.5,0.05,0.04,0.11800757692018737,0.8865062329206016,-0.14681041902454983,0.8038092780080819,0.01067562429994906,0.181356279260181,-0.11889544568797994,0.08979001876964529,0.35522142357575415,0.14427722595738612
max_lt0.80_mw21_st0.15_rt0.50_bs0.50_rb0.10,coarse,max,0.8,21,0.15,0.5,0.5,0.1,0.04,0.12010175272519663,0.9011364400855917,-0.13901680035370068,0.8639369660330373,0.01463455503093658,0.23809573476079385,-0.11164571232453924,0.13108031402402517,0.2998497089412096,0.12129812234670079
max_lt0.80_mw21_st0.15_rt0.75_bs0.50_rb0.05,coarse,max,0.8,21,0.15,0.75,0.5,0.05,0.04,0.11102729902218655,0.8336215308130378,-0.1700916038711877,0.652750027016435,0.0023800980886232725,0.06911773824025011,-0.13294883814907166,0.017902360951470204,0.5219287397039917,0.2128252166741176
max_lt0.80_mw21_st0.15_rt0.75_bs0.50_rb0.10,coarse,max,0.8,21,0.15,0.75,0.5,0.1,0.04,0.1131111510734304,0.8509910590546647,-0.16383825011643793,0.690383051534325,0.006754101273777069,0.12678824379040968,-0.13056491723078822,0.05172983230892287,0.45389803991969613,0.1846694002164692
max_lt0.80_mw21_st0.15_rt1.00_bs0.50_rb0.05,coarse,max,0.8,21,0.15,1.0,0.5,0.05,0.04,0.10248791301305138,0.7691511560425316,-0.20515567207815355,0.49956168393925204,-0.005507340100460167,-0.03228046352095134,-0.15241057388188228,-0.03613489510726689,0.6766389460217155,0.27639241406068515
max_lt0.80_mw21_st0.15_rt1.00_bs0.50_rb0.10,coarse,max,0.8,21,0.15,1.0,0.5,0.1,0.04,0.10617051434971025,0.7949931797265058,-0.19680441692701078,0.5394722131113852,-0.0035271831090658567,-0.006982420067820396,-0.14999327338715185,-0.023515608596405155,0.6135543026010039,0.2504236277529918
max_lt0.90_mw5_st0.05_rt0.25_bs0.50_rb0.05,coarse,max,0.9,5,0.05,0.25,0.5,0.05,0.04,0.12436326314438162,0.9281711478130232,-0.13391318313875245,0.9286857367547167,0.013065068111982159,0.21732573564923605,-0.11421074390433872,0.11439438764995062,0.22656652315667558,0.09147285501328764
max_lt0.90_mw5_st0.05_rt0.25_bs0.50_rb0.10,coarse,max,0.9,5,0.05,0.25,0.5,0.1,0.04,0.12257889122335563,0.9146678732923587,-0.1278350095559364,0.9588835769572116,0.014917013213948671,0.24503937759660255,-0.1107455942825587,0.13469622255029923,0.17938240056554283,0.07197726985539661
max_lt0.90_mw5_st0.05_rt0.50_bs0.50_rb0.05,coarse,max,0.9,5,0.05,0.5,0.5,0.05,0.04,0.11487831884543631,0.8665787802341856,-0.14662254619151704,0.7834969575237309,0.002359744329265334,0.06856551050593979,-0.12044900421626814,0.019591231530884014,0.437706711408789,0.17816459000819285
max_lt0.90_mw5_st0.05_rt0.50_bs0.50_rb0.10,coarse,max,0.9,5,0.05,0.5,0.5,0.1,0.04,0.1180403722326071,0.882642745900882,-0.15071025739479593,0.7832271955013135,0.00230815852310573,0.06786323118443771,-0.1242285999840349,0.0185799286428597,0.35120723800504206,0.14261443046741074
max_lt0.90_mw5_st0.05_rt0.75_bs0.50_rb0.05,coarse,max,0.9,5,0.05,0.75,0.5,0.05,0.04,0.10598850761199374,0.7990645522496971,-0.17986514685693156,0.5892665114064549,-0.010529783698501105,-0.10261837679097431,-0.14692670235497696,-0.07166691642653901,0.6517450605199525,0.2662835637822345
max_lt0.90_mw5_st0.05_rt0.75_bs0.50_rb0.10,coarse,max,0.9,5,0.05,0.75,0.5,0.1,0.04,0.10808196707679785,0.8183262386294456,-0.16780128702452124,0.6441069016413655,-0.0067874924842870055,-0.05291940665534868,-0.1360376031029048,-0.04989423754513411,0.5744983507063375,0.23438481411119075
max_lt0.90_mw5_st0.05_rt1.00_bs0.50_rb0.05,coarse,max,0.9,5,0.05,1.0,0.5,0.05,0.04,0.09812285051459324,0.744722372471513,-0.22276021518275735,0.44048642363759216,-0.023034304569321096,-0.25806449415667654,-0.1834150081843806,-0.12558571295411947,0.8690422341606024,0.35580222326048444
max_lt0.90_mw5_st0.05_rt1.00_bs0.50_rb0.10,coarse,max,0.9,5,0.05,1.0,0.5,0.1,0.04,0.10064456864771842,0.7648655698173433,-0.20087075198506843,0.5010414291434512,-0.017856274814319284,-0.1939479606005271,-0.16751115917464487,-0.1065975240234746,0.7865390162338307,0.3215804377380032
max_lt0.90_mw5_st0.10_rt0.25_bs0.50_rb0.05,coarse,max,0.9,5,0.1,0.25,0.5,0.05,0.04,0.12697223764525845,0.9400619393053813,-0.13169814370871857,0.9641156212959798,0.017235032183757992,0.2743256692100604,-0.11137046443613385,0.15475406582004098,0.19974771239095668,0.08039610911166663
max_lt0.90_mw5_st0.10_rt0.25_bs0.50_rb0.10,coarse,max,0.9,5,0.1,0.25,0.5,0.1,0.04,0.12554406258063056,0.9291417131629354,-0.13001562033708958,0.9656075343495983,0.018951708672243273,0.3013503232114047,-0.10572051355882583,0.17926235916076982,0.16716130030341994,0.06696265384869832
max_lt0.90_mw5_st0.10_rt0.50_bs0.50_rb0.05,coarse,max,0.9,5,0.1,0.5,0.5,0.05,0.04,0.12235550068897272,0.9087236583939133,-0.13978737496633797,0.8752972199273146,0.009562675327565495,0.16789539430938025,-0.11723071893355896,0.08157141246387122,0.34574947771347336,0.14042270078624114
max_lt0.90_mw5_st0.10_rt0.50_bs0.50_rb0.10,coarse,max,0.9,5,0.1,0.5,0.5,0.1,0.04,0.12265196626340069,0.90782299768287,-0.13939468022559554,0.8798898642681448,0.010460021783132767,0.17967265414318434,-0.11905532632525528,0.08785849491988562,0.2907726854556334,0.11765880305259245
max_lt0.90_mw5_st0.10_rt0.75_bs0.50_rb0.05,coarse,max,0.9,5,0.1,0.75,0.5,0.05,0.04,0.11654765895812425,0.8611318780774574,-0.15375919672562421,0.7579882142991281,0.0011486112091898537,0.05215266036224209,-0.12568422905914678,0.009138865057200766,0.4916893522396945,0.20035131993313918
max_lt0.90_mw5_st0.10_rt0.75_bs0.50_rb0.10,coarse,max,0.9,5,0.1,0.75,0.5,0.1,0.04,0.11755993876477477,0.8718381770098332,-0.15093931699759378,0.7788556428054386,0.0038989389282668707,0.08946290314173402,-0.12329449254721281,0.03162297721265904,0.4369265806590276,0.17771554200284986
max_lt0.90_mw5_st0.10_rt1.00_bs0.50_rb0.05,coarse,max,0.9,5,0.1,1.0,0.5,0.05,0.04,0.1121755814839529,0.8303786328038149,-0.18274047290175233,0.6138518725638978,-0.007554164841201416,-0.06296148158145776,-0.148307536879837,-0.05093581216524428,0.6382253945938069,0.2606259565328872
max_lt0.90_mw5_st0.10_rt1.00_bs0.50_rb0.10,coarse,max,0.9,5,0.1,1.0,0.5,0.1,0.04,0.11426577467362264,0.8418738845397086,-0.16746672119522588,0.6823192922038299,-0.0031452133445488695,-0.004342910034549394,-0.1384193331170277,-0.02272235585682041,0.5856217524846303,0.23898800698948813
max_lt0.90_mw5_st0.15_rt0.25_bs0.50_rb0.05,coarse,max,0.9,5,0.15,0.25,0.5,0.05,0.04,0.1260136791941413,0.9353801910163526,-0.13169814370871846,0.956837170559141,0.016740269695298737,0.26942112106332383,-0.10939336985017256,0.1530281928258226,0.1811847542116828,0.07270177073170754
max_lt0.90_mw5_st0.15_rt0.25_bs0.50_rb0.10,coarse,max,0.9,5,0.15,0.25,0.5,0.1,0.04,0.1270139473888272,0.9378116598862695,-0.13001562033708947,0.9769129821441465,0.01930385205393259,0.3072140620211803,-0.10572051355882583,0.18259324897425314,0.1474479888383563,0.058751582672432356
max_lt0.90_mw5_st0.15_rt0.50_bs0.50_rb0.05,coarse,max,0.9,5,0.15,0.5,0.5,0.05,0.04,0.123149304219067,0.9152513173635892,-0.13524816036212883,0.9105432849462279,0.012029247066905002,0.20253614382918356,-0.11272941861198205,0.10670903136926504,0.28826475762970105,0.11661046851239805
max_lt0.90_mw5_st0.15_rt0.50_bs0.50_rb0.10,coarse,max,0.9,5,0.15,0.5,0.5,0.1,0.04,0.12197536211181625,0.905828355558346,-0.13506913561495715,0.903058730304846,0.01061852578702327,0.18605731137144177,-0.10965710543129825,0.09683390552084131,0.25291931795190065,0.10204189350020804
max_lt0.90_mw5_st0.15_rt0.75_bs0.50_rb0.05,coarse,max,0.9,5,0.15,0.75,0.5,0.05,0.04,0.12163904521081847,0.8937776934181282,-0.13922703851334906,0.8736740112385264,0.006799186261018386,0.12936812110641213,-0.119690974152874,0.05680617364124883,0.39753424045330693,0.16155441537976492
max_lt0.90_mw5_st0.15_rt0.75_bs0.50_rb0.10,coarse,max,0.9,5,0.15,0.75,0.5,0.1,0.04,0.12033294297583019,0.8915524590487609,-0.13891483808004423,0.8662353470584118,0.0067196747471083285,0.1285900112261341,-0.12035127060449768,0.05583384964161073,0.3629497550596093,0.1471547120425573
max_lt0.90_mw5_st0.15_rt1.00_bs0.50_rb0.05,coarse,max,0.9,5,0.15,1.0,0.5,0.05,0.04,0.11996562198387695,0.8798731609987215,-0.15643961187091637,0.7668493967043631,0.0010045375559459835,0.05032271914007977,-0.1361528367236957,0.007378014150263798,0.504129292646733,0.20537492676058217
max_lt0.90_mw5_st0.15_rt1.00_bs0.50_rb0.10,coarse,max,0.9,5,0.15,1.0,0.5,0.1,0.04,0.11753272098634682,0.8656168050265027,-0.1518619561929322,0.7739444686003387,0.002321767239335859,0.06804531151941318,-0.13146509305112608,0.017660712706702577,0.4761342068264579,0.19367976243588572
max_lt0.90_mw10_st0.05_rt0.25_bs0.50_rb0.05,coarse,max,0.9,10,0.05,0.25,0.5,0.05,0.04,0.12623786079285093,0.9379492029172368,-0.13147738127283803,0.9601488831823156,0.01731898939406329,0.27517746968724055,-0.11518564741197423,0.15035718236769555,0.23126044847124363,0.09330855971332915
max_lt0.90_mw10_st0.05_rt0.25_bs0.50_rb0.10,coarse,max,0.9,10,0.05,0.25,0.5,0.1,0.04,0.12839936254467288,0.9537679994941953,-0.1283688403873796,1.0002377692063056,0.021087153221069466,0.32977970811881036,-0.10961348917923996,0.1923773559163668,0.18566914239650728,0.07445734808498287
max_lt0.90_mw10_st0.05_rt0.50_bs0.50_rb0.05,coarse,max,0.9,10,0.05,0.5,0.5,0.05,0.04,0.12027321053958984,0.8984829470486806,-0.15200270922587777,0.7912570187210444,0.010914605630783836,0.18379593491280105,-0.1283110669885289,0.08506363392457494,0.42261657367529176,0.17207975372172346
max_lt0.90_mw10_st0.05_rt0.50_bs0.50_rb0.10,coarse,max,0.9,10,0.05,0.5,0.5,0.1,0.04,0.12192055626289977,0.9060251118847633,-0.14276739518087156,0.8539803931313519,0.012187851943902928,0.20273672386621375,-0.1254791318381987,0.09713050899665747,0.36083702589638544,0.14641414389213298
max_lt0.90_mw10_st0.05_rt0.75_bs0.50_rb0.05,coarse,max,0.9,10,0.05,0.75,0.5,0.05,0.04,0.11354920655010892,0.8430412304509143,-0.17736157460400792,0.6402131172077619,0.0017351639586016265,0.06101869572837227,-0.15155656435226295,0.011448952844883608,0.6291521706076973,0.2569346723262696
max_lt0.90_mw10_st0.05_rt0.75_bs0.50_rb0.10,coarse,max,0.9,10,0.05,0.75,0.5,0.1,0.04,0.11778556830076492,0.8742702609510071,-0.17423142209851805,0.6760294261626575,0.006392921618803893,0.12124512420544634,-0.14753550932452342,0.04333140982854396,0.5464424427291525,0.222750740891762
max_lt0.90_mw10_st0.05_rt1.00_bs0.50_rb0.05,coarse,max,0.9,10,0.05,1.0,0.5,0.05,0.04,0.10818013670766824,0.8027242103317871,-0.2147403397721669,0.5037718428798433,-0.0059188453796198415,-0.032851455289863905,-0.18216787945411805,-0.032491158141359375,0.8346052038736677,0.3414030794034805
max_lt0.90_mw10_st0.05_rt1.00_bs0.50_rb0.10,coarse,max,0.9,10,0.05,1.0,0.5,0.1,0.04,0.10957077098581136,0.8159303667689233,-0.20553360879055427,0.5331039124480498,-0.0011636324870496484,0.0249427325854398,-0.17589823840424923,-0.00661537317034062,0.7543911569745388,0.30839205526431146
max_lt0.90_mw10_st0.10_rt0.25_bs0.50_rb0.05,coarse,max,0.9,10,0.1,0.25,0.5,0.05,0.04,0.1274537799304083,0.9428392072231152,-0.13116749196113475,0.9716872528764456,0.01945700966725994,0.30405177758187996,-0.11293787399944477,0.17228064402341764,0.20367667099655595,0.08202251894430221
max_lt0.90_mw10_st0.10_rt0.25_bs0.50_rb0.10,coarse,max,0.9,10,0.1,0.25,0.5,0.1,0.04,0.12949906261422028,0.9556281347618245,-0.13001562033708947,0.996026956441619,0.022143094435820743,0.34485679604464214,-0.10944848930986828,0.20231521307826986,0.16410645678651659,0.0658051423116517
max_lt0.90_mw10_st0.10_rt0.50_bs0.50_rb0.05,coarse,max,0.9,10,0.1,0.5,0.5,0.05,0.04,0.12293163612465641,0.9105407800316129,-0.1444509644752644,0.8510267589504885,0.01417478645806547,0.22655808525400692,-0.12637054986971707,0.11216843222316514,0.3535752799719135,0.14358268941678068
max_lt0.90_mw10_st0.10_rt0.50_bs0.50_rb0.10,coarse,max,0.9,10,0.1,0.5,0.5,0.1,0.04,0.12287343549645446,0.9091321451771572,-0.14258248923790706,0.8617708678899068,0.015095363551731023,0.24047239160732703,-0.12671849131855129,0.11912518366229237,0.3006569335477113,0.12168677218881459
max_lt0.90_mw10_st0.10_rt0.75_bs0.50_rb0.05,coarse,max,0.9,10,0.1,0.75,0.5,0.05,0.04,0.11943489768666948,0.8749186710866687,-0.15814806286263883,0.7552093621937432,0.009364161919301228,0.1600106735971344,-0.1376326723121314,0.06803734725185483,0.5108618503131971,0.20823615330108358
max_lt0.90_mw10_st0.10_rt0.75_bs0.50_rb0.10,coarse,max,0.9,10,0.1,0.75,0.5,0.1,0.04,0.12043719446971246,0.8908486782142239,-0.15320278002343102,0.7861293016438256,0.011473155714883054,0.18898986646492044,-0.13417675059102974,0.0855077773485005,0.453093759185587,0.18431292488222137
max_lt0.90_mw10_st0.10_rt1.00_bs0.50_rb0.05,coarse,max,0.9,10,0.1,1.0,0.5,0.05,0.04,0.11698292862690196,0.8540217810952717,-0.18180335529682323,0.6434585788359544,0.004045252523091625,0.09055699054280983,-0.16046015730138052,0.02521032380327114,0.6628447805823404,0.2707433841750028
max_lt0.90_mw10_st0.10_rt1.00_bs0.50_rb0.10,coarse,max,0.9,10,0.1,1.0,0.5,0.1,0.04,0.1163648505460082,0.8498335868463853,-0.17574230705414118,0.6621333957460768,0.005115922059377054,0.10403006071829053,-0.15556986473902856,0.03288504536504619,0.6022164003180109,0.24566750776931257
max_lt0.90_mw10_st0.15_rt0.25_bs0.50_rb0.05,coarse,max,0.9,10,0.15,0.25,0.5,0.05,0.04,0.1274823141782777,0.9445489338313141,-0.13169814370871846,0.9679886943603013,0.01984843531156688,0.31132650553764746,-0.1112638667356114,0.17839066620551072,0.1850810064352363,0.07444584264041472
max_lt0.90_mw10_st0.15_rt0.25_bs0.50_rb0.10,coarse,max,0.9,10,0.15,0.25,0.5,0.1,0.04,0.12914841861105053,0.950371096083392,-0.13001562033708958,0.9933300189331815,0.0221049633470074,0.3432710320780297,-0.10728249169071247,0.20604446260191628,0.15147257611678702,0.06063753166812365
max_lt0.90_mw10_st0.15_rt0.50_bs0.50_rb0.05,coarse,max,0.9,10,0.15,0.5,0.5,0.05,0.04,0.1249415689911455,0.9242884725590014,-0.13750862317243473,0.9086089738130078,0.017628033354023298,0.2741785972473895,-0.12143931614793568,0.14515919484056608,0.30448370170973227,0.12344403284908666
max_lt0.90_mw10_st0.15_rt0.50_bs0.50_rb0.10,coarse,max,0.9,10,0.15,0.5,0.5,0.1,0.04,0.12457223453767519,0.9202360697584974,-0.13506913561495715,0.9222849762864732,0.01601797971629093,0.25772897344433465,-0.1174753632732185,0.13635182109662508,0.2645592581092855,0.10705889462774072
max_lt0.90_mw10_st0.15_rt0.75_bs0.50_rb0.05,coarse,max,0.9,10,0.15,0.75,0.5,0.05,0.04,0.12234192217235895,0.8951273605816331,-0.14826724424731075,0.825144641983713,0.014611435979169585,0.23085829345122844,-0.13007423235392335,0.11233151804742417,0.42673851255842954,0.17376895544071477
max_lt0.90_mw10_st0.15_rt0.75_bs0.50_rb0.10,coarse,max,0.9,10,0.15,0.75,0.5,0.1,0.04,0.12450295339961004,0.9160885020305392,-0.14190060723884468,0.8773954940872719,0.01749615356452794,0.270881723622119,-0.12517500698688766,0.13977353775071646,0.38540120151429397,0.15657378005860034
max_lt0.90_mw10_st0.15_rt1.00_bs0.50_rb0.05,coarse,max,0.9,10,0.15,1.0,0.5,0.05,0.04,0.120935411758061,0.8821651077244127,-0.16900335252544063,0.715579957148224,0.011301756197305446,0.18423272123181497,-0.15040061483001366,0.07514434837968555,0.5478152587465148,0.2235868758527641
max_lt0.90_mw10_st0.15_rt1.00_bs0.50_rb0.10,coarse,max,0.9,10,0.15,1.0,0.5,0.1,0.04,0.120458114665416,0.8787051675381442,-0.16641352121905229,0.7238481211322692,0.012596246212416284,0.20093368138553458,-0.14828987316936781,0.08494340134764028,0.5067986603321065,0.206577203908785
max_lt0.90_mw21_st0.05_rt0.25_bs0.50_rb0.05,coarse,max,0.9,21,0.05,0.25,0.5,0.05,0.04,0.12503791306898848,0.9362630342770808,-0.1345691283811663,0.9291723486149014,0.018330766972869394,0.28816226965514363,-0.11245862792319461,0.16300009444707683,0.23626424640487556,0.09545260088603173
max_lt0.90_mw21_st0.05_rt0.25_bs0.50_rb0.10,coarse,max,0.9,21,0.05,0.25,0.5,0.1,0.04,0.12644060151174896,0.9442154107278621,-0.1278958512838011,0.9886216029883336,0.019385561105123017,0.30561649851134753,-0.10702187664615781,0.18113643408830074,0.1822504743705641,0.07314974001804007
max_lt0.90_mw21_st0.05_rt0.50_bs0.50_rb0.05,coarse,max,0.9,21,0.05,0.5,0.5,0.05,0.04,0.11489906047894594,0.8725153799021078,-0.15537692965904126,0.7394859760138145,0.0064171109766042456,0.12297628143001964,-0.12833846411175265,0.05000146309228424,0.44430919222996973,0.18104419366025196
max_lt0.90_mw21_st0.05_rt0.50_bs0.50_rb0.10,coarse,max,0.9,21,0.05,0.5,0.5,0.1,0.04,0.11935223761145619,0.8982313304877754,-0.1488718705080272,0.8017111439801564,0.011484701956380405,0.1905484779110523,-0.12351712484727739,0.09298064515815642,0.37157529960101454,0.1509754584601649
max_lt0.90_mw21_st0.05_rt0.75_bs0.50_rb0.05,coarse,max,0.9,21,0.05,0.75,0.5,0.05,0.04,0.10657938591122162,0.8104254048739273,-0.18929635331448424,0.5630292609713289,-0.00308214413928809,-0.0019007362962265176,-0.15393945963416267,-0.020021793935179517,0.656155690487277,0.2682865799250234
max_lt0.90_mw21_st0.05_rt0.75_bs0.50_rb0.10,coarse,max,0.9,21,0.05,0.75,0.5,0.1,0.04,0.11062476035825042,0.8393167422453308,-0.16905215964638198,0.6543824142184982,0.0020940555800461613,0.06558501004928738,-0.14324799229970941,0.014618393922512303,0.572166138180953,0.23343838084428792
max_lt0.90_mw21_st0.05_rt1.00_bs0.50_rb0.05,coarse,max,0.9,21,0.05,1.0,0.5,0.05,0.04,0.09901630535309036,0.7533737061780228,-0.2208756171396754,0.4482898865675847,-0.012601349382272642,-0.1174186849278242,-0.18158259989632386,-0.06939733977521795,0.871984776922783,0.3571342198261086
max_lt0.90_mw21_st0.05_rt1.00_bs0.50_rb0.10,coarse,max,0.9,21,0.05,1.0,0.5,0.1,0.04,0.09953756578034234,0.7558697967794888,-0.22688528407000064,0.43871318577732055,-0.012974302835896512,-0.12105156409668572,-0.18620350941615227,-0.06967807898238815,0.7932274395686353,0.32462922395918964
max_lt0.90_mw21_st0.10_rt0.25_bs0.50_rb0.05,coarse,max,0.9,21,0.1,0.25,0.5,0.05,0.04,0.12525265325049761,0.9334173025804736,-0.13467801606549334,0.9300155801937844,0.016634212331334552,0.26492167077042056,-0.11410931827959037,0.1457743555226353,0.21620523161688987,0.0872027129865699
max_lt0.90_mw21_st0.10_rt0.25_bs0.50_rb0.10,coarse,max,0.9,21,0.1,0.25,0.5,0.1,0.04,0.12601218191834085,0.9364293592918691,-0.12956231613468094,0.9725990216734802,0.019048126320488912,0.30348926821371625,-0.10572051355882583,0.18017436426744185,0.16847963639907043,0.0674565195972044
max_lt0.90_mw21_st0.10_rt0.50_bs0.50_rb0.05,coarse,max,0.9,21,0.1,0.5,0.5,0.05,0.04,0.11816150815483906,0.8864085512398048,-0.1492861771980012,0.7915100404648926,0.010234650017084235,0.17431291479637764,-0.12155815133441872,0.08419550564673925,0.3794601890363003,0.1543708124087868
max_lt0.90_mw21_st0.10_rt0.50_bs0.50_rb0.10,coarse,max,0.9,21,0.1,0.5,0.5,0.1,0.04,0.11999223268234993,0.8953247708939314,-0.1431050213969297,0.838490721786261,0.009539345421578416,0.16546718445096384,-0.12213817128270421,0.07810290035781195,0.3199887165584692,0.12970991229569148
max_lt0.90_mw21_st0.10_rt0.75_bs0.50_rb0.05,coarse,max,0.9,21,0.1,0.75,0.5,0.05,0.04,0.11216595580776412,0.8388921198484967,-0.17083712293992193,0.6565666400692628,0.0029903793465908546,0.07711286971236106,-0.1355657999466816,0.02205850847165715,0.5462739220326651,0.22301653199615074
max_lt0.90_mw21_st0.10_rt0.75_bs0.50_rb0.10,coarse,max,0.9,21,0.1,0.75,0.5,0.1,0.04,0.11546898020801222,0.8610044174010845,-0.16392923372494872,0.7043830900945568,0.006057931325415211,0.11675783709897677,-0.13152609487260047,0.04605877891594879,0.4865960930628083,0.1982573064267696
max_lt0.90_mw21_st0.10_rt1.00_bs0.50_rb0.05,coarse,max,0.9,21,0.1,1.0,0.5,0.05,0.04,0.10591196742970288,0.7889006721990058,-0.2045198976762791,0.5178565441947555,-0.004980318915345783,-0.022382014927807184,-0.16006036442128602,-0.031115254131481054,0.7143771160994854,0.2922364343147543
max_lt0.90_mw21_st0.10_rt1.00_bs0.50_rb0.10,coarse,max,0.9,21,0.1,1.0,0.5,0.1,0.04,0.1082416496382328,0.8033072606452328,-0.1924986873814888,0.5622981180319551,-0.002541726864191074,0.007848035156852763,-0.15438420403311282,-0.016463645876918318,0.6512117853928988,0.26620135768441006
max_lt0.90_mw21_st0.15_rt0.25_bs0.50_rb0.05,coarse,max,0.9,21,0.15,0.25,0.5,0.05,0.04,0.1258058093538288,0.9366854043953009,-0.13174318035547905,0.9549322326542473,0.018736629039680652,0.29516486800392505,-0.10841616455861947,0.1728213603198438,0.19740938854222406,0.07941621292772055
max_lt0.90_mw21_st0.15_rt0.25_bs0.50_rb0.10,coarse,max,0.9,21,0.15,0.25,0.5,0.1,0.04,0.12742860732812056,0.9437419060400368,-0.13001562033708947,0.9801022907688969,0.020809359457347743,0.3254162385827843,-0.10572051355882583,0.19683369628893105,0.15853774206840937,0.06338252572721881
max_lt0.90_mw21_st0.15_rt0.50_bs0.50_rb0.05,coarse,max,0.9,21,0.15,0.5,0.5,0.05,0.04,0.11905193303815942,0.891136253212157,-0.1468106644682845,0.8109215598835342,0.011148259472670619,0.1869693549801227,-0.11889544568797994,0.09376523556610615,0.3411232302677317,0.13859782679563593
