candidate,jump_penalty,keep_features,sjm_weight,is_deployed,growth_switches,inflation_switches,cal_mean_auc,cal_mean_brier,cal_quadrant_accuracy,cal_Soft_CAGR,cal_Soft_Sharpe,cal_Soft_MDD,cal_Soft_Calmar,cal_Soft_AvgTurnover,cal_Proposed_CAGR,cal_Proposed_Sharpe,cal_Proposed_MDD,val_mean_auc,val_mean_brier,val_quadrant_accuracy,val_Soft_CAGR,val_Soft_Sharpe,val_Soft_MDD,val_Soft_Calmar,val_Soft_AvgTurnover,val_Proposed_CAGR,val_Proposed_Sharpe,val_Proposed_MDD,locked_mean_auc,locked_mean_brier,locked_quadrant_accuracy,locked_Soft_CAGR,locked_Soft_Sharpe,locked_Soft_MDD,locked_Soft_Calmar,locked_Soft_AvgTurnover,locked_Proposed_CAGR,locked_Proposed_Sharpe,locked_Proposed_MDD,cal_prediction_score,cal_soft_score,cal_prediction_rank,cal_soft_rank,locked_prediction_score,locked_soft_score,locked_prediction_rank,locked_soft_rank,locked_boot_probability_brier_better_than_deployed,locked_boot_probability_sharpe_better_than_deployed,locked_boot_sharpe_delta_p05,locked_boot_sharpe_delta_median,locked_boot_sharpe_delta_p95,invalid_reason,first_bad_month,reason
sjm_j3_k4_w0.3,3.0,4,0.3,False,11.0,7.0,0.9366791912685632,0.1065712227561442,0.7209302325581395,0.06377287055001002,0.6458452709645728,-0.2074587008528439,0.3074003176914033,0.05367178432173212,0.07554261997861644,1.1085110136529535,-0.08940926261098636,0.937493423129538,0.09110505113553999,0.7333333333333333,0.01133713614382903,0.21947678731563722,-0.09219400885041606,0.1229704216704952,0.043235540890638566,0.02495879342023266,0.5611660433632287,-0.07437131247446271,0.9284831069313828,0.11069699001465212,0.6568627450980392,0.13471110538486197,1.0726241899486078,-0.14431259499098636,0.9334674176794888,0.05462063662609362,0.08949427891481121,1.1730301549882538,-0.08039053957576248,0.07657657657657659,0.06306306306306307,35.0,36.0,0.06756756756756757,0.4594594594594595,36.0,24.0,0.001,0.387,-0.09750937969449806,-0.016102683592361944,0.07658251084115206,,,
sjm_j3_k6_w0.3,3.0,6,0.3,False,11.0,7.0,0.9361882716049383,0.10667678898730337,0.7209302325581395,0.0636834645445572,0.6451948038048143,-0.2075950814442643,0.306767694598078,0.053694650384959776,,,,0.9369278122698095,0.09122291148856329,0.7333333333333333,0.011326592120248558,0.2192985700383525,-0.09220842693914788,0.12283684361867966,0.043309361318313616,,,,0.9282846942329701,0.11072081332601172,0.6568627450980392,0.13477265221605128,1.0728719844073908,-0.1443098295452604,0.9339117968660761,0.05459616677849411,,,,0.058558558558558564,0.02702702702702703,36.0,37.0,0.04954954954954955,0.4954954954954955,37.0,23.0,0.001,0.389,-0.09718793876677476,-0.015866126693755367,0.07656984443847824,,,
sjm_j3_k2_w0.3,3.0,2,0.3,False,6.0,7.0,0.9344303542673108,0.10671875936274974,0.7054263565891473,0.06452721594830635,0.6483955102880836,-0.20750189163983024,0.31097169976796624,0.05500265181228249,,,,0.9414526991476376,0.08876806848686053,0.7333333333333333,0.012723765851275326,0.24351146364246332,-0.09095369058801572,0.1398927934536374,0.043125739589723065,,,,0.9336070060207992,0.11395258642706421,0.6666666666666666,0.14067617340055194,1.0997387854278202,-0.1447843159365323,0.9716257765255375,0.052795817949822514,,,,0.02702702702702703,0.10810810810810811,37.0,35.0,0.07657657657657659,0.7387387387387387,34.0,6.0,0.001,0.545,-0.08634812209009926,0.008041420616121009,0.11408203244408728,,,
sjm_j6_k2_w0.05,6.0,2,0.05,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.,2007-09,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.
sjm_j6_k2_w0.1,6.0,2,0.1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.,2007-09,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.
sjm_j6_k2_w0.2,6.0,2,0.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.,2007-09,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.
sjm_j6_k2_w0.3,6.0,2,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.,2007-09,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-09.
sjm_j6_k4_w0.05,6.0,4,0.05,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.,2007-06,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.
sjm_j6_k4_w0.1,6.0,4,0.1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.,2007-06,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.
sjm_j6_k4_w0.2,6.0,4,0.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.,2007-06,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.
sjm_j6_k4_w0.3,6.0,4,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.,2007-06,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-06.
sjm_j6_k6_w0.05,6.0,6,0.05,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.,2007-05,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.
sjm_j6_k6_w0.1,6.0,6,0.1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.,2007-05,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.
sjm_j6_k6_w0.2,6.0,6,0.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.,2007-05,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.
sjm_j6_k6_w0.3,6.0,6,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.,2007-05,SparseJump2 produced a non-finite state probability; recursive macro smoothing became non-finite from 2007-05.
