Strategy,max_shift,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths
oap_liquidity_domestic,0.2,129.0,0.12408027981974401,0.1378709720899959,0.919801576837193,1.7309688252123339,-0.13994884146395348,0.8866116969728776,3.5161815070907014,0.6046511627906976
oap_all_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
oap_all_domestic,0.025,129.0,0.12214591806074249,0.1375779395219847,0.9089583673202783,1.682945591991716,-0.13994884146395348,0.872789776485599,3.451678525009076,0.5968992248062015
oap_all_domestic,0.05,129.0,0.12291182732370776,0.1377533224615068,0.9129488259363717,1.6961745533117227,-0.13994884146395348,0.8782625567884109,3.477088973383827,0.5968992248062015
oap_all_domestic,0.075,129.0,0.12366060471013673,0.1379839023312659,0.9164983488269015,1.7086256166929894,-0.13994884146395348,0.8836129218117744,3.502094934937764,0.6046511627906976
oap_all_domestic,0.1,129.0,0.12439591571505382,0.13826955429053853,0.9196295550053977,1.7205192314189814,-0.13994884146395348,0.8888670632339203,3.526809796761751,0.6046511627906976
oap_all_domestic,0.15,129.0,0.1246283682003313,0.13825206704525186,0.9212129114794427,1.7289585015327973,-0.13994884146395348,0.8905280450816146,3.5346557041562146,0.6046511627906976
oap_all_domestic,0.2,129.0,0.12476838956117131,0.13792605580147244,0.9239730736616717,1.7380122068742458,-0.13994884146395348,0.8915285632665121,3.5393894447659626,0.6046511627906976
structure_plus_oap_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
structure_plus_oap_domestic,0.025,129.0,0.1223681586640748,0.13754505266535708,0.9105953946627201,1.6870203590414987,-0.13994884146395348,0.8743777896553225,3.4590343641908943,0.5968992248062015
structure_plus_oap_domestic,0.05,129.0,0.12334289447933688,0.13768796576195846,0.9161293441751519,1.704262386661543,-0.13994884146395348,0.8813427334523968,3.4914649198684495,0.5968992248062015
structure_plus_oap_domestic,0.075,129.0,0.12429749006878077,0.13788555410222608,0.921200128463888,1.7208514638301609,-0.13994884146395348,0.8881637659058148,3.5234924246046386,0.6046511627906976
structure_plus_oap_domestic,0.1,129.0,0.1252394784123838,0.13813714574172667,0.9258567218941661,1.73705202330928,-0.13994884146395348,0.8948947136846549,3.555357920483011,0.6046511627906976
structure_plus_oap_domestic,0.15,129.0,0.1254950599609117,0.13808515636330237,0.9277870601749224,1.7476779133241873,-0.13994884146395348,0.8967209635189112,3.564048670710211,0.6046511627906976
structure_plus_oap_domestic,0.2,129.0,0.12522291830103538,0.13784174670575133,0.9274066985776768,1.7500114758871557,-0.13994884146395348,0.8947763839351893,3.554795476952357,0.6124031007751938
structure_indexvolume_plus_oap_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
structure_indexvolume_plus_oap_domestic,0.025,129.0,0.12253065825392073,0.13756015671233557,0.9115736831513863,1.6888927813322592,-0.13994884146395348,0.8755389253113672,3.46442185851861,0.5968992248062015
structure_indexvolume_plus_oap_domestic,0.05,129.0,0.12367385165422995,0.13771490472604037,0.9181382480249182,1.708064600746941,-0.13994884146395348,0.8837075774298891,3.502538790725646,0.5968992248062015
structure_indexvolume_plus_oap_domestic,0.075,129.0,0.12479616887045841,0.13792072224652047,0.9242493880175503,1.7265742850643377,-0.13994884146395348,0.8917270594383739,3.54032927074708,0.6046511627906976
structure_indexvolume_plus_oap_domestic,0.1,129.0,0.12590552897972596,0.13817655631289175,0.9299601018449539,1.744680183245367,-0.13994884146395348,0.8996539568507635,3.5780465148901697,0.6124031007751938
structure_indexvolume_plus_oap_domestic,0.15,129.0,0.12649324911913573,0.1381223601310672,0.9340615261738732,1.759126821302333,-0.13994884146395348,0.9038534924329225,3.598175807351081,0.6124031007751938
structure_indexvolume_plus_oap_domestic,0.2,129.0,0.12655690710917766,0.13786155323763555,0.9359803638222882,1.765395060233671,-0.13994884146395348,0.9043083585781225,3.6003622335221213,0.6124031007751938
