month,p_tail_raw,tail_event,risk_percentile,risk_severity,p_up,score,prediction_mode,bridge_train_observations,bridge_train_positive,bridge_train_negative,bridge_latest_training_month
2011-06,0.1138976007440496,1.0,0.0769230769230769,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2011-07,0.1390115176728948,0.0,0.1428571428571428,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2011-08,0.7175251828187873,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2011-09,0.929060828859235,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2011-10,0.9629301540241276,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2011-11,0.8531142654665416,0.0,0.8888888888888888,0.444444444444444,0.4333333333333334,-0.444444444444444,standard_16_feature_expanding,,,,
2011-12,0.8027504825019437,1.0,0.8421052631578947,0.2105263157894732,0.468421052631579,-0.2105263157894732,standard_16_feature_expanding,,,,
2012-01,0.6968118534670558,0.0,0.75,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-02,0.6163726473633723,0.0,0.7142857142857143,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-03,0.4574714667905156,0.0,0.6818181818181818,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-04,0.3420576966394112,0.0,0.5652173913043478,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-05,0.353059501577773,0.0,0.625,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-06,0.3092725488646545,0.0,0.48,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-07,0.315015040408958,0.0,0.5,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-08,0.2921915877998819,0.0,0.4074074074074074,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-09,0.2413733315452798,0.0,0.25,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-10,0.1980984888698576,0.0,0.1724137931034483,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-11,0.2205095038971142,0.0,0.2333333333333333,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2012-12,0.2063586153755207,0.0,0.2258064516129032,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-01,0.1960417283042089,0.0,0.15625,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-02,0.1915248531584084,0.0,0.1515151515151515,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-03,0.20940965297025,0.0,0.2941176470588235,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-04,0.2113451011913829,0.0,0.3142857142857143,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-05,0.2534234384662281,1.0,0.4444444444444444,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-06,0.1915714898811413,1.0,0.1621621621621621,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-07,0.1812339789369111,0.0,0.131578947368421,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-08,0.2205507016361006,0.0,0.3846153846153846,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-09,0.333085372674439,0.0,0.675,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-10,0.2513198242398641,0.0,0.4634146341463415,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-11,0.190017836237732,0.0,0.1428571428571428,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2013-12,0.269797868216914,0.0,0.5116279069767442,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-01,0.2552192966458468,0.0,0.5,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-02,0.4239969531717093,0.0,0.8222222222222222,0.1111111111111107,0.4833333333333334,-0.1111111111111107,standard_16_feature_expanding,,,,
2014-03,0.2212918424428166,0.0,0.3695652173913043,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-04,0.2495986866345971,0.0,0.4468085106382978,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-05,0.2604871662497078,0.0,0.5208333333333334,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-06,0.2036350767563393,0.0,0.2448979591836734,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-07,0.1616619747134113,0.0,0.08,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-08,0.2599712737455194,0.0,0.5294117647058824,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-09,0.3402285315837408,0.0,0.75,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2014-10,0.3822262325612038,0.0,0.8301886792452831,0.150943396226415,0.4773584905660377,-0.150943396226415,standard_16_feature_expanding,,,,
2014-11,0.4684678453954153,0.0,0.8703703703703703,0.3518518518518515,0.4472222222222223,-0.3518518518518515,standard_16_feature_expanding,,,,
2014-12,0.3920846409024308,0.0,0.8181818181818182,0.0909090909090909,0.4863636363636363,-0.0909090909090909,standard_16_feature_expanding,,,,
2015-01,0.5143378825317194,0.0,0.875,0.3749999999999998,0.44375,-0.3749999999999998,standard_16_feature_expanding,,,,
2015-02,0.4198556975397144,0.0,0.8070175438596491,0.0350877192982451,0.4947368421052632,-0.0350877192982451,standard_16_feature_expanding,,,,
2015-03,0.655629615992055,0.0,0.896551724137931,0.482758620689655,0.4275862068965517,-0.482758620689655,standard_16_feature_expanding,,,,
2015-04,0.4324224404075332,0.0,0.8135593220338984,0.0677966101694915,0.4898305084745762,-0.0677966101694915,standard_16_feature_expanding,,,,
2015-05,0.3811517020584714,0.0,0.7333333333333333,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2015-06,0.5697575228218805,0.0,0.8688524590163934,0.3442622950819668,0.448360655737705,-0.3442622950819668,standard_16_feature_expanding,,,,
2015-07,0.7241162778224963,0.0,0.9344262295081968,0.6721311475409836,0.3991803278688525,-0.6721311475409836,standard_16_feature_expanding,,,,
2015-08,0.7768633033378776,0.0,0.9344262295081968,0.6721311475409836,0.3991803278688525,-0.6721311475409836,standard_16_feature_expanding,,,,
2015-09,0.6945101555904806,0.0,0.8688524590163934,0.3442622950819668,0.448360655737705,-0.3442622950819668,standard_16_feature_expanding,,,,
2015-10,0.6053253695704026,0.0,0.819672131147541,0.0983606557377048,0.4852459016393443,-0.0983606557377048,standard_16_feature_expanding,,,,
2015-11,0.4106369462703497,0.0,0.6885245901639344,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2015-12,0.4599180645146448,0.0,0.7540983606557377,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-01,0.4229478746270462,0.0,0.6885245901639344,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-02,0.5585029266235012,0.0,0.7868852459016393,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-03,0.4321478995827062,0.0,0.6885245901639344,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-04,0.6260087335007787,0.0,0.8360655737704918,0.180327868852459,0.4729508196721311,-0.180327868852459,standard_16_feature_expanding,,,,
2016-05,0.3244731986554989,0.0,0.4754098360655737,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-06,0.7145997640999161,0.0,0.8852459016393442,0.426229508196721,0.4360655737704918,-0.426229508196721,standard_16_feature_expanding,,,,
2016-07,0.2672031167066792,0.0,0.3770491803278688,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-08,0.5680457553342378,0.0,0.7540983606557377,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-09,0.196389097409204,0.0,0.1147540983606557,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-10,0.1986286719848876,0.0,0.1475409836065573,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-11,0.3859914445858078,0.0,0.5901639344262295,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2016-12,0.5450611961710332,0.0,0.7868852459016393,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-01,0.4219685611767818,0.0,0.6557377049180327,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-02,0.5424870737807125,0.0,0.8032786885245902,0.0163934426229506,0.4975409836065574,-0.0163934426229506,standard_16_feature_expanding,,,,
2017-03,0.4408900457362504,0.0,0.7377049180327869,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-04,0.3446947445015462,0.0,0.5409836065573771,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-05,0.1878044846546988,0.0,0.0491803278688524,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-06,0.1164104265385466,0.0,0.0163934426229508,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-07,0.1533672510176827,0.0,0.0327868852459016,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-08,0.1628333623112379,0.0,0.0655737704918032,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-09,0.211851847588448,0.0,0.2950819672131147,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-10,0.232953492670984,0.0,0.360655737704918,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-11,0.2420297983986958,0.0,0.360655737704918,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2017-12,0.3328296490331394,0.0,0.5081967213114754,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-01,0.4493428358503618,0.0,0.7540983606557377,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-02,0.4418242518269089,0.0,0.7377049180327869,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-03,0.2991114252402256,0.0,0.4426229508196721,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-04,0.5344348659155614,0.0,0.8032786885245902,0.0163934426229506,0.4975409836065574,-0.0163934426229506,standard_16_feature_expanding,,,,
2018-05,0.4006245233726983,0.0,0.5737704918032787,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-06,0.4426387416205986,0.0,0.7213114754098361,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-07,0.6411250040445242,0.0,0.918032786885246,0.5901639344262294,0.4114754098360655,-0.5901639344262294,standard_16_feature_expanding,,,,
2018-08,0.6189115655444286,0.0,0.8852459016393442,0.426229508196721,0.4360655737704918,-0.426229508196721,standard_16_feature_expanding,,,,
2018-09,0.5749155274631625,0.0,0.8524590163934426,0.2622950819672126,0.4606557377049181,-0.2622950819672126,standard_16_feature_expanding,,,,
2018-10,0.4540860597281298,0.0,0.6885245901639344,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2018-11,0.6957392921442919,0.0,0.9508196721311476,0.7540983606557372,0.3868852459016394,-0.7540983606557372,standard_16_feature_expanding,,,,
2018-12,0.3468093628339236,0.0,0.3934426229508196,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-01,0.4907232676114439,0.0,0.7049180327868853,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-02,0.1963685442818384,0.0,0.0983606557377049,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-03,0.2037263238813113,0.0,0.1639344262295081,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-04,0.2656596471364897,0.0,0.2786885245901639,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-05,0.2400853914414916,0.0,0.2131147540983606,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-06,0.255315170524844,0.0,0.2459016393442623,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-07,0.2075922489155067,0.0,0.1639344262295081,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-08,0.290007127177015,0.0,0.2950819672131147,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-09,0.2365997317944636,0.0,0.1967213114754098,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-10,0.2235533017565628,0.0,0.180327868852459,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-11,0.3200430967654959,0.0,0.3442622950819672,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2019-12,0.383673812901637,0.0,0.4426229508196721,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-01,0.2617331995617217,0.0,0.2786885245901639,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-02,0.2962115666737913,1.0,0.3442622950819672,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-03,0.4457198539593331,1.0,0.6557377049180327,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-04,0.3159484462868633,0.0,0.3770491803278688,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-05,0.1937274239461958,0.0,0.081967213114754,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-06,0.2826168506799039,0.0,0.3442622950819672,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-07,0.4716512222731824,0.0,0.7377049180327869,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-08,0.2336496019072257,0.0,0.2295081967213114,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-09,0.3509416609551926,0.0,0.5245901639344263,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-10,0.4745427779206014,0.0,0.7868852459016393,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-11,0.3905963386055553,0.0,0.5737704918032787,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2020-12,0.1646555063624181,0.0,0.0655737704918032,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2021-01,0.3539377318010079,0.0,0.5573770491803278,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2021-02,0.6605233862027197,0.0,0.9672131147540984,0.8360655737704914,0.3745901639344263,-0.8360655737704914,standard_16_feature_expanding,,,,
2021-03,0.2213106665195748,0.0,0.2131147540983606,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2021-04,0.8097079609732659,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2021-05,0.7337530352992157,0.0,0.9836065573770492,0.9180327868852456,0.3622950819672131,-0.9180327868852456,standard_16_feature_expanding,,,,
2021-06,0.6982064218019362,0.0,0.9508196721311476,0.7540983606557372,0.3868852459016394,-0.7540983606557372,standard_16_feature_expanding,,,,
2021-07,0.4967303497111451,0.0,0.8032786885245902,0.0163934426229506,0.4975409836065574,-0.0163934426229506,standard_16_feature_expanding,,,,
2021-08,0.6975640865708151,0.0,0.9508196721311476,0.7540983606557372,0.3868852459016394,-0.7540983606557372,standard_16_feature_expanding,,,,
2021-09,0.4784002305627228,0.0,0.7704918032786885,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2021-10,0.4723243009300821,0.0,0.7377049180327869,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2021-11,0.601740661673769,1.0,0.8688524590163934,0.3442622950819668,0.448360655737705,-0.3442622950819668,standard_16_feature_expanding,,,,
2021-12,0.8128897515105935,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2022-01,0.2384572262427713,0.0,0.2622950819672131,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2022-02,0.7981226141155374,0.0,0.9672131147540984,0.8360655737704914,0.3745901639344263,-0.8360655737704914,standard_16_feature_expanding,,,,
2022-03,0.8430300141003911,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2022-04,0.8831462234587977,0.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2022-05,0.7730654826510296,0.0,0.918032786885246,0.5901639344262294,0.4114754098360655,-0.5901639344262294,standard_16_feature_expanding,,,,
2022-06,0.950133366956246,1.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
2022-07,0.9395231979307748,1.0,0.9836065573770492,0.9180327868852456,0.3622950819672131,-0.9180327868852456,standard_16_feature_expanding,,,,
2022-08,0.5788850157495271,0.0,0.7377049180327869,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2022-09,0.6194712152886387,0.0,0.7704918032786885,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2022-10,0.7664066051856889,0.0,0.8688524590163934,0.3442622950819668,0.448360655737705,-0.3442622950819668,standard_16_feature_expanding,,,,
2022-11,0.5824230552376514,0.0,0.7049180327868853,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2022-12,0.5244360975409675,0.0,0.639344262295082,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-01,0.6772198665313809,0.0,0.7868852459016393,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-02,0.3632949562780798,0.0,0.3934426229508196,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-03,0.5180234373618309,0.0,0.6065573770491803,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-04,0.2598661401216626,0.0,0.2131147540983606,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-05,0.3870523336528139,0.0,0.4262295081967213,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-06,0.2537126978920978,0.0,0.1967213114754098,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-07,0.2720791467393387,0.0,0.2786885245901639,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-08,0.2929634381036685,0.0,0.3278688524590163,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-09,0.3601509217429711,0.0,0.4426229508196721,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-10,0.3224130048460323,0.0,0.3934426229508196,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-11,0.4451275325355834,0.0,0.5409836065573771,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2023-12,0.204569015870287,0.0,0.081967213114754,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-01,0.1912080507501087,0.0,0.0327868852459016,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-02,0.3241898341990458,0.0,0.4426229508196721,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-03,0.1948841769546151,0.0,0.0655737704918032,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-04,0.3417982513652886,0.0,0.4426229508196721,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-05,0.4253813448448783,0.0,0.5573770491803278,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-06,0.3163364239135369,0.0,0.360655737704918,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-07,0.1897433532194026,0.0,0.0327868852459016,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-08,0.5432375038672548,1.0,0.7049180327868853,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-09,0.4275364259503054,0.0,0.5409836065573771,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-10,0.3756752261410065,0.0,0.4590163934426229,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-11,0.3408510299529431,0.0,0.360655737704918,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2024-12,0.5022256496555927,0.0,0.6557377049180327,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-01,0.3963869295618046,0.0,0.4918032786885246,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-02,0.2470390228079987,0.0,0.1639344262295081,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-03,0.1107755045125791,0.0,0.0163934426229508,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-04,0.2764923796110718,0.0,0.2459016393442623,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-05,0.2128746813742024,0.0,0.1311475409836065,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-06,0.1823716721772991,0.0,0.0491803278688524,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-07,0.1119944613822496,0.0,0.0327868852459016,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-08,0.3847177898905996,0.0,0.4754098360655737,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-09,0.2808825091835313,0.0,0.2786885245901639,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-10,0.4436000549293758,0.0,0.5573770491803278,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-11,0.257786647231283,0.0,0.2295081967213114,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2025-12,0.1791665638160296,0.0,0.0655737704918032,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2026-01,0.1412527452288699,0.0,0.0491803278688524,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2026-02,0.0312312008828255,0.0,0.0163934426229508,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2026-03,0.0856912265611649,0.0,0.0327868852459016,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2026-04,0.2824753093106652,0.0,0.3442622950819672,0.0,0.5,-0.0,standard_16_feature_expanding,,,,
2026-05,0.9391511145753564,1.0,0.9672131147540984,0.8360655737704914,0.3745901639344263,-0.8360655737704914,standard_16_feature_expanding,,,,
2026-06,0.9786306156550918,1.0,1.0,0.9999999999999998,0.35,-0.9999999999999998,standard_16_feature_expanding,,,,
