month,risk_severity,p_up,score,factor_name
2015-01,0.2812500000000001,0.45781249999999996,-0.2812500000000001,blend_0.25
2015-02,0.22368421052631593,0.4664473684210526,-0.22368421052631593,blend_0.25
2015-03,0.4267241379310349,0.43599137931034476,-0.4267241379310349,blend_0.25
2015-04,0.17796610169491495,0.47330508474576277,-0.17796610169491495,blend_0.25
2015-05,0.06250000000000006,0.490625,-0.06250000000000006,blend_0.25
2015-06,0.3811475409836066,0.442827868852459,-0.3811475409836066,blend_0.25
2015-07,0.7540983606557372,0.3868852459016394,-0.7540983606557372,blend_0.25
2015-08,0.5655737704918029,0.41516393442622956,-0.5655737704918029,blend_0.25
2015-09,0.44262295081967246,0.4336065573770491,-0.44262295081967246,blend_0.25
2015-10,0.19672131147540964,0.47049180327868856,-0.19672131147540964,blend_0.25
2015-11,0.0,0.5,-0.0,blend_0.25
2015-12,0.0,0.5,-0.0,blend_0.25
2016-01,0.0,0.5,-0.0,blend_0.25
2016-02,0.0,0.5,-0.0,blend_0.25
2016-03,0.0,0.5,-0.0,blend_0.25
2016-04,0.6721311475409839,0.39918032786885244,-0.6721311475409839,blend_0.25
2016-05,0.0,0.5,-0.0,blend_0.25
2016-06,0.0,0.5,-0.0,blend_0.25
2016-07,0.0,0.5,-0.0,blend_0.25
2016-08,0.0,0.5,-0.0,blend_0.25
2016-09,0.0,0.5,-0.0,blend_0.25
2016-10,0.0,0.5,-0.0,blend_0.25
2016-11,0.20901639344262296,0.46864754098360656,-0.20901639344262296,blend_0.25
2016-12,0.26229508196721296,0.4606557377049181,-0.26229508196721296,blend_0.25
2017-01,0.2295081967213114,0.46557377049180326,-0.2295081967213114,blend_0.25
2017-02,0.3647540983606556,0.44528688524590165,-0.3647540983606556,blend_0.25
2017-03,0.25,0.4625,-0.25,blend_0.25
2017-04,0.1475409836065574,0.4778688524590164,-0.1475409836065574,blend_0.25
2017-05,0.16803278688524595,0.4747950819672131,-0.16803278688524595,blend_0.25
2017-06,0.06557377049180321,0.4901639344262295,-0.06557377049180321,blend_0.25
2017-07,0.0245901639344262,0.49631147540983606,-0.0245901639344262,blend_0.25
2017-08,0.25,0.4625,-0.25,blend_0.25
2017-09,0.0,0.5,-0.0,blend_0.25
2017-10,0.12704918032786885,0.4809426229508197,-0.12704918032786885,blend_0.25
2017-11,0.12704918032786885,0.4809426229508197,-0.12704918032786885,blend_0.25
2017-12,0.10655737704918031,0.4840163934426229,-0.10655737704918031,blend_0.25
2018-01,0.0,0.5,-0.0,blend_0.25
2018-02,0.20901639344262296,0.46864754098360656,-0.20901639344262296,blend_0.25
2018-03,0.0,0.5,-0.0,blend_0.25
2018-04,0.0,0.5,-0.0,blend_0.25
2018-05,0.0,0.5,-0.0,blend_0.25
2018-06,0.4877049180327869,0.426844262295082,-0.4877049180327869,blend_0.25
2018-07,0.6311475409836067,0.405327868852459,-0.6311475409836067,blend_0.25
2018-08,0.4467213114754097,0.4329918032786885,-0.4467213114754097,blend_0.25
2018-09,0.25819672131147553,0.46127049180327867,-0.25819672131147553,blend_0.25
2018-10,0.0,0.5,-0.0,blend_0.25
2018-11,0.6270491803278692,0.4059426229508196,-0.6270491803278692,blend_0.25
2018-12,0.0,0.5,-0.0,blend_0.25
2019-01,0.6885245901639345,0.39672131147540984,-0.6885245901639345,blend_0.25
2019-02,0.0,0.5,-0.0,blend_0.25
2019-03,0.0,0.5,-0.0,blend_0.25
2019-04,0.0,0.5,-0.0,blend_0.25
2019-05,0.0,0.5,-0.0,blend_0.25
2019-06,0.0,0.5,-0.0,blend_0.25
2019-07,0.0,0.5,-0.0,blend_0.25
2019-08,0.0,0.5,-0.0,blend_0.25
2019-09,0.0,0.5,-0.0,blend_0.25
2019-10,0.0,0.5,-0.0,blend_0.25
2019-11,0.0,0.5,-0.0,blend_0.25
2019-12,0.0,0.5,-0.0,blend_0.25
2020-01,0.0,0.5,-0.0,blend_0.25
2020-02,0.0,0.5,-0.0,blend_0.25
2020-03,0.0,0.5,-0.0,blend_0.25
2020-04,0.0,0.5,-0.0,blend_0.25
2020-05,0.0,0.5,-0.0,blend_0.25
2020-06,0.0,0.5,-0.0,blend_0.25
2020-07,0.0,0.5,-0.0,blend_0.25
2020-08,0.0,0.5,-0.0,blend_0.25
2020-09,0.0,0.5,-0.0,blend_0.25
2020-10,0.0,0.5,-0.0,blend_0.25
2020-11,0.10655737704918031,0.4840163934426229,-0.10655737704918031,blend_0.25
2020-12,0.0,0.5,-0.0,blend_0.25
2021-01,0.0,0.5,-0.0,blend_0.25
2021-02,0.0245901639344262,0.49631147540983606,-0.0245901639344262,blend_0.25
2021-03,0.20901639344262296,0.46864754098360656,-0.20901639344262296,blend_0.25
2021-04,0.4467213114754096,0.4329918032786886,-0.4467213114754096,blend_0.25
2021-05,0.6926229508196724,0.39610655737704914,-0.6926229508196724,blend_0.25
2021-06,0.5491803278688525,0.41762295081967216,-0.5491803278688525,blend_0.25
2021-07,0.1475409836065574,0.4778688524590164,-0.1475409836065574,blend_0.25
2021-08,0.7540983606557372,0.3868852459016394,-0.7540983606557372,blend_0.25
2021-09,0.25819672131147553,0.46127049180327867,-0.25819672131147553,blend_0.25
2021-10,0.16803278688524595,0.4747950819672131,-0.16803278688524595,blend_0.25
2021-11,0.5491803278688525,0.41762295081967216,-0.5491803278688525,blend_0.25
2021-12,0.9795081967213114,0.35307377049180333,-0.9795081967213114,blend_0.25
2022-01,0.0,0.5,-0.0,blend_0.25
2022-02,0.6516393442622954,0.4022540983606557,-0.6516393442622954,blend_0.25
2022-03,0.4877049180327872,0.42684426229508193,-0.4877049180327872,blend_0.25
2022-04,0.836065573770492,0.37459016393442623,-0.836065573770492,blend_0.25
2022-05,0.44262295081967246,0.4336065573770491,-0.44262295081967246,blend_0.25
2022-06,0.7950819672131147,0.3807377049180328,-0.7950819672131147,blend_0.25
2022-07,0.75,0.3875,-0.75,blend_0.25
2022-08,0.0,0.5,-0.0,blend_0.25
2022-09,0.6270491803278692,0.4059426229508196,-0.6270491803278692,blend_0.25
2022-10,0.6885245901639345,0.39672131147540984,-0.6885245901639345,blend_0.25
2022-11,0.3811475409836066,0.442827868852459,-0.3811475409836066,blend_0.25
2022-12,0.19672131147540964,0.47049180327868856,-0.19672131147540964,blend_0.25
2023-01,0.5655737704918029,0.41516393442622956,-0.5655737704918029,blend_0.25
2023-02,0.0,0.5,-0.0,blend_0.25
2023-03,0.19672131147540964,0.47049180327868856,-0.19672131147540964,blend_0.25
2023-04,0.0,0.5,-0.0,blend_0.25
2023-05,0.0,0.5,-0.0,blend_0.25
2023-06,0.0,0.5,-0.0,blend_0.25
2023-07,0.0,0.5,-0.0,blend_0.25
2023-08,0.0,0.5,-0.0,blend_0.25
2023-09,0.0,0.5,-0.0,blend_0.25
2023-10,0.0,0.5,-0.0,blend_0.25
2023-11,0.0,0.5,-0.0,blend_0.25
2023-12,0.0,0.5,-0.0,blend_0.25
2024-01,0.0,0.5,-0.0,blend_0.25
2024-02,0.0,0.5,-0.0,blend_0.25
2024-03,0.0,0.5,-0.0,blend_0.25
2024-04,0.0,0.5,-0.0,blend_0.25
2024-05,0.0,0.5,-0.0,blend_0.25
2024-06,0.0,0.5,-0.0,blend_0.25
2024-07,0.0,0.5,-0.0,blend_0.25
2024-08,0.0,0.5,-0.0,blend_0.25
2024-09,0.0,0.5,-0.0,blend_0.25
2024-10,0.0,0.5,-0.0,blend_0.25
2024-11,0.0,0.5,-0.0,blend_0.25
2024-12,0.0,0.5,-0.0,blend_0.25
2025-01,0.0,0.5,-0.0,blend_0.25
2025-02,0.0,0.5,-0.0,blend_0.25
2025-03,0.0,0.5,-0.0,blend_0.25
2025-04,0.0,0.5,-0.0,blend_0.25
2025-05,0.0,0.5,-0.0,blend_0.25
2025-06,0.0,0.5,-0.0,blend_0.25
2025-07,0.0,0.5,-0.0,blend_0.25
2025-08,0.0,0.5,-0.0,blend_0.25
2025-09,0.0,0.5,-0.0,blend_0.25
2025-10,0.0,0.5,-0.0,blend_0.25
2025-11,0.0,0.5,-0.0,blend_0.25
2025-12,0.0,0.5,-0.0,blend_0.25
2026-01,0.0,0.5,-0.0,blend_0.25
2026-02,0.0,0.5,-0.0,blend_0.25
2026-03,0.1475409836065574,0.4778688524590164,-0.1475409836065574,blend_0.25
2026-04,0.16803278688524595,0.4747950819672131,-0.16803278688524595,blend_0.25
2026-05,0.5081967213114755,0.4237704918032787,-0.5081967213114755,blend_0.25
2026-06,0.9795081967213114,0.35307377049180333,-0.9795081967213114,blend_0.25
2026-07,0.0,0.5,-0.0,blend_0.25
