name,max_exposure,target_vol,vix_threshold,vix_multiplier,dd_floor,dd_strength,rebalance_band,financing_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgExposure,MDD9Pass,CAGRRetention
mx1.25_tv0.18_vx25_vm0.75_fl0.08_ds0.75_rb0.05_rf0.04,1.25,0.18,25.0,0.75,-0.08,0.75,0.05,0.04,129.0,0.08116856873874734,0.10955608294135742,0.7680248427883346,1.4595081570726678,-0.11467902401050678,0.7077891483564662,2.3139510877048908,0.5968992248062015,0.3903128575172079,0.5602540392918042,False,0.5325340722065257
mx1.25_tv0.18_vx25_vm0.75_fl0.08_ds0.75_rb0.10_rf0.04,1.25,0.18,25.0,0.75,-0.08,0.75,0.1,0.04,129.0,0.08138110236984275,0.10998864827750986,0.7671340462318961,1.46740691919018,-0.11367666238728913,0.7158998220108058,2.318845641656984,0.6124031007751938,0.314948115218791,0.5637719318234264,False,0.5339284715634045
mx1.25_tv0.18_vx25_vm0.75_fl0.08_ds1.00_rb0.05_rf0.04,1.25,0.18,25.0,0.75,-0.08,1.0,0.05,0.04,129.0,0.059378610933453535,0.08673485957351294,0.7086475570858585,1.4379449838851113,-0.08416839417415778,0.7054739669927617,1.8590899455698726,0.6124031007751938,0.4401046883893138,0.39183273092772836,True,0.38957362404819645
mx1.25_tv0.18_vx25_vm0.75_fl0.08_ds1.00_rb0.10_rf0.04,1.25,0.18,25.0,0.75,-0.08,1.0,0.1,0.04,129.0,0.05562069025984062,0.08611795519202281,0.6718108474300534,1.2979086719669688,-0.0844097684705436,0.6589366523289366,1.7894099948997846,0.6201550387596899,0.36291043358524694,0.39935836927187823,True,0.3649185040868061
mx1.25_tv0.18_vx25_vm0.75_fl0.09_ds0.75_rb0.05_rf0.04,1.25,0.18,25.0,0.75,-0.09,0.75,0.05,0.04,129.0,0.08085607208567236,0.11270535883716137,0.7470416637976699,1.396731211862212,-0.12246486210731644,0.6602389509475614,2.3067714465317435,0.5968992248062015,0.37181809361493134,0.5755931230807916,False,0.5304838313583896
mx1.25_tv0.18_vx25_vm0.75_fl0.09_ds0.75_rb0.10_rf0.04,1.25,0.18,25.0,0.75,-0.09,0.75,0.1,0.04,129.0,0.08727307180324595,0.11319901373506833,0.7967764562086782,1.5294907227426533,-0.11711585753359044,0.7451857813380637,2.4583306461104666,0.6124031007751938,0.29412050839646264,0.5838612085885658,False,0.5725847460849578
mx1.25_tv0.18_vx25_vm0.75_fl0.09_ds1.00_rb0.05_rf0.04,1.25,0.18,25.0,0.75,-0.09,1.0,0.05,0.04,129.0,0.05881777581844583,0.09209238403011583,0.6668542220751761,1.2727469954847745,-0.08951682126281235,0.6570583605260376,1.848537033722385,0.6124031007751938,0.41355883827326145,0.41450764573501847,True,0.38589407404168147
mx1.25_tv0.18_vx25_vm0.75_fl0.09_ds1.00_rb0.10_rf0.04,1.25,0.18,25.0,0.75,-0.09,1.0,0.1,0.04,129.0,0.06157515726001184,0.09556056804335382,0.6732211538804664,1.2934618640884998,-0.08748684040048993,0.7038219345691105,1.9009492701569914,0.6511627906976745,0.3286243295825298,0.42187118362756504,True,0.403984815205667
mx1.25_tv0.18_vx25_vm0.75_fl0.10_ds0.75_rb0.05_rf0.04,1.25,0.18,25.0,0.75,-0.1,0.75,0.05,0.04,129.0,0.08582607762981875,0.115225219778554,0.773252619413006,1.4386529869910276,-0.12323709777056657,0.6964305325463214,2.42338757600762,0.6046511627906976,0.3477577105545398,0.5909668858523588,False,0.5630912474116658
mx1.25_tv0.18_vx25_vm0.75_fl0.10_ds0.75_rb0.10_rf0.04,1.25,0.18,25.0,0.75,-0.1,0.75,0.1,0.04,129.0,0.09018164946130347,0.11662482551880389,0.7997677946129876,1.5256387569303143,-0.12302036900506697,0.7330627455489835,2.5299551677142214,0.6046511627906976,0.2783496115955803,0.5960598168380238,False,0.5916674615823777
mx1.25_tv0.18_vx25_vm0.75_fl0.10_ds1.00_rb0.05_rf0.04,1.25,0.18,25.0,0.75,-0.1,1.0,0.05,0.04,129.0,0.06522875523272287,0.09986526470866083,0.6829788008155988,1.295398241027829,-0.09605477786718974,0.6790787161354065,1.9724725843966013,0.6124031007751938,0.4016324381102511,0.44981386321402145,False,0.4279554905156594
mx1.25_tv0.18_vx25_vm0.75_fl0.10_ds1.00_rb0.10_rf0.04,1.25,0.18,25.0,0.75,-0.1,1.0,0.1,0.04,129.0,0.06833302007680908,0.10078338501169642,0.7064800891597333,1.3972093593222843,-0.0979340354846876,0.6977453725726767,2.035150386593306,0.6201550387596899,0.3128345144119461,0.44095422268137935,False,0.44832207852276856
mx1.25_tv0.18_vx35_vm0.50_fl0.08_ds0.75_rb0.05_rf0.04,1.25,0.18,35.0,0.5,-0.08,0.75,0.05,0.04,129.0,0.08087451855847827,0.10958210989218996,0.7653780263830698,1.4509120176514694,-0.114679024010506,0.7052250335777986,2.3071946942581523,0.5968992248062015,0.3901221992368032,0.5600758571646131,False,0.5306048557331423
mx1.25_tv0.18_vx35_vm0.50_fl0.08_ds0.75_rb0.10_rf0.04,1.25,0.18,35.0,0.5,-0.08,0.75,0.1,0.04,129.0,0.08135574706688087,0.1099853222516678,0.7669398102973675,1.4668315547872466,-0.11367666238728924,0.715676774443878,2.3182612275493724,0.6124031007751938,0.314990319920422,0.563747490316228,False,0.533762119452629
mx1.25_tv0.18_vx35_vm0.50_fl0.08_ds1.00_rb0.05_rf0.04,1.25,0.18,35.0,0.5,-0.08,1.0,0.05,0.04,129.0,0.059414583056218495,0.08674741250442185,0.7089504678110387,1.4387678314328867,-0.084168394174158,0.7059013497783994,1.8597686733500014,0.6124031007751938,0.4403251589466671,0.3918377932685756,True,0.3898096314254313
mx1.25_tv0.18_vx35_vm0.50_fl0.08_ds1.00_rb0.10_rf0.04,1.25,0.18,35.0,0.5,-0.08,1.0,0.1,0.04,129.0,0.05562069025984062,0.08611795519202281,0.6718108474300534,1.2979086719669688,-0.0844097684705436,0.6589366523289366,1.7894099948997846,0.6201550387596899,0.36291043358524694,0.39935836927187823,True,0.3649185040868061
mx1.25_tv0.18_vx35_vm0.50_fl0.09_ds0.75_rb0.05_rf0.04,1.25,0.18,35.0,0.5,-0.09,0.75,0.05,0.04,129.0,0.08043707103268583,0.11268771613105905,0.7436930554163785,1.3857557578526951,-0.12246486210731788,0.656817552794838,2.297176563375114,0.5968992248062015,0.3717399730905023,0.5753932734830202,False,0.5277348320785831
mx1.25_tv0.18_vx35_vm0.50_fl0.09_ds0.75_rb0.10_rf0.04,1.25,0.18,35.0,0.5,-0.09,0.75,0.1,0.04,129.0,0.08747734038682542,0.11342617572041706,0.7970695961306984,1.5299091026376177,-0.11711585753358977,0.746929939540734,2.4633001095668465,0.6124031007751938,0.2920041714543761,0.5839510690343209,False,0.5739249197793783
mx1.25_tv0.18_vx35_vm0.50_fl0.09_ds1.00_rb0.05_rf0.04,1.25,0.18,35.0,0.5,-0.09,1.0,0.05,0.04,129.0,0.05885429711065826,0.09210591498576393,0.6671455686524237,1.2734901387202053,-0.08951682126281124,0.6574663429778043,1.8492225765002657,0.6124031007751938,0.413778634357944,0.41451292943758694,True,0.38613368443233315
mx1.25_tv0.18_vx35_vm0.50_fl0.09_ds1.00_rb0.10_rf0.04,1.25,0.18,35.0,0.5,-0.09,1.0,0.1,0.04,129.0,0.06157515726001184,0.09556056804335382,0.6732211538804664,1.2934618640884998,-0.08748684040048993,0.7038219345691105,1.9009492701569914,0.6511627906976745,0.3286243295825298,0.42187118362756504,True,0.403984815205667
mx1.25_tv0.18_vx35_vm0.50_fl0.10_ds0.75_rb0.05_rf0.04,1.25,0.18,35.0,0.5,-0.1,0.75,0.05,0.04,129.0,0.08574056911203165,0.11542049990807166,0.7714524113722523,1.4333117149374852,-0.12323709777056568,0.6957366788339784,2.421336821236785,0.6046511627906976,0.34709833951142516,0.5912958574449488,False,0.5625302396238845
mx1.25_tv0.18_vx35_vm0.50_fl0.10_ds0.75_rb0.10_rf0.04,1.25,0.18,35.0,0.5,-0.1,0.75,0.1,0.04,129.0,0.09010865870615237,0.1167191005288718,0.798642570405594,1.5212077646361621,-0.12302036900506697,0.7324694230305956,2.528134844398311,0.6046511627906976,0.27708405516298407,0.5962003453893874,False,0.5911885808446977
mx1.25_tv0.18_vx35_vm0.50_fl0.10_ds1.00_rb0.05_rf0.04,1.25,0.18,35.0,0.5,-0.1,1.0,0.05,0.04,129.0,0.06526557407824773,0.09988056151151496,0.683236898550275,1.296035915651309,-0.09605477786718952,0.6794620270580127,1.9732056112849918,0.6124031007751938,0.40179371805764913,0.4498386274547558,False,0.4281970531062776
mx1.25_tv0.18_vx35_vm0.50_fl0.10_ds1.00_rb0.10_rf0.04,1.25,0.18,35.0,0.5,-0.1,1.0,0.1,0.04,129.0,0.06833302007680908,0.10078338501169642,0.7064800891597333,1.3972093593222843,-0.0979340354846876,0.6977453725726767,2.035150386593306,0.6201550387596899,0.3128345144119461,0.44095422268137935,False,0.44832207852276856
mx1.25_tv0.18_vx35_vm0.75_fl0.08_ds0.75_rb0.05_rf0.04,1.25,0.18,35.0,0.75,-0.08,0.75,0.05,0.04,129.0,0.08087451855847827,0.10958210989218996,0.7653780263830698,1.4509120176514694,-0.114679024010506,0.7052250335777986,2.3071946942581523,0.5968992248062015,0.3901221992368032,0.5600758571646131,False,0.5306048557331423
mx1.25_tv0.18_vx35_vm0.75_fl0.08_ds0.75_rb0.10_rf0.04,1.25,0.18,35.0,0.75,-0.08,0.75,0.1,0.04,129.0,0.08135574706688087,0.1099853222516678,0.7669398102973675,1.4668315547872466,-0.11367666238728924,0.715676774443878,2.3182612275493724,0.6124031007751938,0.314990319920422,0.563747490316228,False,0.533762119452629
mx1.25_tv0.18_vx35_vm0.75_fl0.08_ds1.00_rb0.05_rf0.04,1.25,0.18,35.0,0.75,-0.08,1.0,0.05,0.04,129.0,0.059414583056218495,0.08674741250442185,0.7089504678110387,1.4387678314328867,-0.084168394174158,0.7059013497783994,1.8597686733500014,0.6124031007751938,0.4403251589466671,0.3918377932685756,True,0.3898096314254313
mx1.25_tv0.18_vx35_vm0.75_fl0.08_ds1.00_rb0.10_rf0.04,1.25,0.18,35.0,0.75,-0.08,1.0,0.1,0.04,129.0,0.05562069025984062,0.08611795519202281,0.6718108474300534,1.2979086719669688,-0.0844097684705436,0.6589366523289366,1.7894099948997846,0.6201550387596899,0.36291043358524694,0.39935836927187823,True,0.3649185040868061
mx1.25_tv0.18_vx35_vm0.75_fl0.09_ds0.75_rb0.05_rf0.04,1.25,0.18,35.0,0.75,-0.09,0.75,0.05,0.04,129.0,0.08043705590833072,0.11268738815812536,0.7436947473908853,1.385772375665988,-0.12246486210731744,0.6568174292952925,2.297176217690377,0.5968992248062015,0.3717932545790569,0.5753835317860451,False,0.5277347328500943
mx1.25_tv0.18_vx35_vm0.75_fl0.09_ds0.75_rb0.10_rf0.04,1.25,0.18,35.0,0.75,-0.09,0.75,0.1,0.04,129.0,0.08747734038682542,0.11342617572041706,0.7970695961306984,1.5299091026376177,-0.11711585753358977,0.746929939540734,2.4633001095668465,0.6124031007751938,0.2920041714543761,0.5839510690343209,False,0.5739249197793783
mx1.25_tv0.18_vx35_vm0.75_fl0.09_ds1.00_rb0.05_rf0.04,1.25,0.18,35.0,0.75,-0.09,1.0,0.05,0.04,129.0,0.05885429711065826,0.09210591498576393,0.6671455686524237,1.2734901387202053,-0.08951682126281124,0.6574663429778043,1.8492225765002657,0.6124031007751938,0.413778634357944,0.41451292943758694,True,0.38613368443233315
mx1.25_tv0.18_vx35_vm0.75_fl0.09_ds1.00_rb0.10_rf0.04,1.25,0.18,35.0,0.75,-0.09,1.0,0.1,0.04,129.0,0.06157515726001184,0.09556056804335382,0.6732211538804664,1.2934618640884998,-0.08748684040048993,0.7038219345691105,1.9009492701569914,0.6511627906976745,0.3286243295825298,0.42187118362756504,True,0.403984815205667
mx1.25_tv0.18_vx35_vm0.75_fl0.10_ds0.75_rb0.05_rf0.04,1.25,0.18,35.0,0.75,-0.1,0.75,0.05,0.04,129.0,0.08574056911203165,0.11542049990807166,0.7714524113722523,1.4333117149374852,-0.12323709777056568,0.6957366788339784,2.421336821236785,0.6046511627906976,0.34709833951142516,0.5912958574449488,False,0.5625302396238845
mx1.25_tv0.18_vx35_vm0.75_fl0.10_ds0.75_rb0.10_rf0.04,1.25,0.18,35.0,0.75,-0.1,0.75,0.1,0.04,129.0,0.09010865870615237,0.1167191005288718,0.798642570405594,1.5212077646361621,-0.12302036900506697,0.7324694230305956,2.528134844398311,0.6046511627906976,0.27708405516298407,0.5962003453893874,False,0.5911885808446977
mx1.25_tv0.18_vx35_vm0.75_fl0.10_ds1.00_rb0.05_rf0.04,1.25,0.18,35.0,0.75,-0.1,1.0,0.05,0.04,129.0,0.06526557272775313,0.09987829472433027,0.6832501249999996,1.2960819440354363,-0.09605477786718952,0.6794620129983832,1.9732055843934446,0.6124031007751938,0.4018518472904257,0.4498191560995053,False,0.4281970442458972
mx1.25_tv0.18_vx35_vm0.75_fl0.10_ds1.00_rb0.10_rf0.04,1.25,0.18,35.0,0.75,-0.1,1.0,0.1,0.04,129.0,0.06833302007680908,0.10078338501169642,0.7064800891597333,1.3972093593222843,-0.0979340354846876,0.6977453725726767,2.035150386593306,0.6201550387596899,0.3128345144119461,0.44095422268137935,False,0.44832207852276856
mx1.25_tv0.18_vx99_vm0.50_fl0.08_ds0.75_rb0.05_rf0.04,1.25,0.18,99.0,0.5,-0.08,0.75,0.05,0.04,129.0,0.08087451855847827,0.10958210989218996,0.7653780263830698,1.4509120176514694,-0.114679024010506,0.7052250335777986,2.3071946942581523,0.5968992248062015,0.3901221992368032,0.5600758571646131,False,0.5306048557331423
mx1.25_tv0.18_vx99_vm0.50_fl0.08_ds0.75_rb0.10_rf0.04,1.25,0.18,99.0,0.5,-0.08,0.75,0.1,0.04,129.0,0.08135574706688087,0.1099853222516678,0.7669398102973675,1.4668315547872466,-0.11367666238728924,0.715676774443878,2.3182612275493724,0.6124031007751938,0.314990319920422,0.563747490316228,False,0.533762119452629
mx1.25_tv0.18_vx99_vm0.50_fl0.08_ds1.00_rb0.05_rf0.04,1.25,0.18,99.0,0.5,-0.08,1.0,0.05,0.04,129.0,0.059414583056218495,0.08674741250442185,0.7089504678110387,1.4387678314328867,-0.084168394174158,0.7059013497783994,1.8597686733500014,0.6124031007751938,0.4403251589466671,0.3918377932685756,True,0.3898096314254313
mx1.25_tv0.18_vx99_vm0.50_fl0.08_ds1.00_rb0.10_rf0.04,1.25,0.18,99.0,0.5,-0.08,1.0,0.1,0.04,129.0,0.05562069025984062,0.08611795519202281,0.6718108474300534,1.2979086719669688,-0.0844097684705436,0.6589366523289366,1.7894099948997846,0.6201550387596899,0.36291043358524694,0.39935836927187823,True,0.3649185040868061
mx1.25_tv0.18_vx99_vm0.50_fl0.09_ds0.75_rb0.05_rf0.04,1.25,0.18,99.0,0.5,-0.09,0.75,0.05,0.04,129.0,0.08043705590833072,0.11268738815812536,0.7436947473908853,1.385772375665988,-0.12246486210731744,0.6568174292952925,2.297176217690377,0.5968992248062015,0.3717932545790569,0.5753835317860451,False,0.5277347328500943
mx1.25_tv0.18_vx99_vm0.50_fl0.09_ds0.75_rb0.10_rf0.04,1.25,0.18,99.0,0.5,-0.09,0.75,0.1,0.04,129.0,0.08747734038682542,0.11342617572041706,0.7970695961306984,1.5299091026376177,-0.11711585753358977,0.746929939540734,2.4633001095668465,0.6124031007751938,0.2920041714543761,0.5839510690343209,False,0.5739249197793783
mx1.25_tv0.18_vx99_vm0.50_fl0.09_ds1.00_rb0.05_rf0.04,1.25,0.18,99.0,0.5,-0.09,1.0,0.05,0.04,129.0,0.05885429711065826,0.09210591498576393,0.6671455686524237,1.2734901387202053,-0.08951682126281124,0.6574663429778043,1.8492225765002657,0.6124031007751938,0.413778634357944,0.41451292943758694,True,0.38613368443233315
mx1.25_tv0.18_vx99_vm0.50_fl0.09_ds1.00_rb0.10_rf0.04,1.25,0.18,99.0,0.5,-0.09,1.0,0.1,0.04,129.0,0.06157515726001184,0.09556056804335382,0.6732211538804664,1.2934618640884998,-0.08748684040048993,0.7038219345691105,1.9009492701569914,0.6511627906976745,0.3286243295825298,0.42187118362756504,True,0.403984815205667
mx1.25_tv0.18_vx99_vm0.50_fl0.10_ds0.75_rb0.05_rf0.04,1.25,0.18,99.0,0.5,-0.1,0.75,0.05,0.04,129.0,0.08574056911203165,0.11542049990807166,0.7714524113722523,1.4333117149374852,-0.12323709777056568,0.6957366788339784,2.421336821236785,0.6046511627906976,0.34709833951142516,0.5912958574449488,False,0.5625302396238845
mx1.25_tv0.18_vx99_vm0.50_fl0.10_ds0.75_rb0.10_rf0.04,1.25,0.18,99.0,0.5,-0.1,0.75,0.1,0.04,129.0,0.09010865870615237,0.1167191005288718,0.798642570405594,1.5212077646361621,-0.12302036900506697,0.7324694230305956,2.528134844398311,0.6046511627906976,0.27708405516298407,0.5962003453893874,False,0.5911885808446977
mx1.25_tv0.18_vx99_vm0.50_fl0.10_ds1.00_rb0.05_rf0.04,1.25,0.18,99.0,0.5,-0.1,1.0,0.05,0.04,129.0,0.06526557272775313,0.09987829472433027,0.6832501249999996,1.2960819440354363,-0.09605477786718952,0.6794620129983832,1.9732055843934446,0.6124031007751938,0.4018518472904257,0.4498191560995053,False,0.4281970442458972
mx1.25_tv0.18_vx99_vm0.50_fl0.10_ds1.00_rb0.10_rf0.04,1.25,0.18,99.0,0.5,-0.1,1.0,0.1,0.04,129.0,0.06833302007680908,0.10078338501169642,0.7064800891597333,1.3972093593222843,-0.0979340354846876,0.6977453725726767,2.035150386593306,0.6201550387596899,0.3128345144119461,0.44095422268137935,False,0.44832207852276856
mx1.25_tv0.18_vx99_vm0.75_fl0.08_ds0.75_rb0.05_rf0.04,1.25,0.18,99.0,0.75,-0.08,0.75,0.05,0.04,129.0,0.08087451855847827,0.10958210989218996,0.7653780263830698,1.4509120176514694,-0.114679024010506,0.7052250335777986,2.3071946942581523,0.5968992248062015,0.3901221992368032,0.5600758571646131,False,0.5306048557331423
mx1.25_tv0.18_vx99_vm0.75_fl0.08_ds0.75_rb0.10_rf0.04,1.25,0.18,99.0,0.75,-0.08,0.75,0.1,0.04,129.0,0.08135574706688087,0.1099853222516678,0.7669398102973675,1.4668315547872466,-0.11367666238728924,0.715676774443878,2.3182612275493724,0.6124031007751938,0.314990319920422,0.563747490316228,False,0.533762119452629
mx1.25_tv0.18_vx99_vm0.75_fl0.08_ds1.00_rb0.05_rf0.04,1.25,0.18,99.0,0.75,-0.08,1.0,0.05,0.04,129.0,0.059414583056218495,0.08674741250442185,0.7089504678110387,1.4387678314328867,-0.084168394174158,0.7059013497783994,1.8597686733500014,0.6124031007751938,0.4403251589466671,0.3918377932685756,True,0.3898096314254313
mx1.25_tv0.18_vx99_vm0.75_fl0.08_ds1.00_rb0.10_rf0.04,1.25,0.18,99.0,0.75,-0.08,1.0,0.1,0.04,129.0,0.05562069025984062,0.08611795519202281,0.6718108474300534,1.2979086719669688,-0.0844097684705436,0.6589366523289366,1.7894099948997846,0.6201550387596899,0.36291043358524694,0.39935836927187823,True,0.3649185040868061
mx1.25_tv0.18_vx99_vm0.75_fl0.09_ds0.75_rb0.05_rf0.04,1.25,0.18,99.0,0.75,-0.09,0.75,0.05,0.04,129.0,0.08043705590833072,0.11268738815812536,0.7436947473908853,1.385772375665988,-0.12246486210731744,0.6568174292952925,2.297176217690377,0.5968992248062015,0.3717932545790569,0.5753835317860451,False,0.5277347328500943
mx1.25_tv0.18_vx99_vm0.75_fl0.09_ds0.75_rb0.10_rf0.04,1.25,0.18,99.0,0.75,-0.09,0.75,0.1,0.04,129.0,0.08747734038682542,0.11342617572041706,0.7970695961306984,1.5299091026376177,-0.11711585753358977,0.746929939540734,2.4633001095668465,0.6124031007751938,0.2920041714543761,0.5839510690343209,False,0.5739249197793783
mx1.25_tv0.18_vx99_vm0.75_fl0.09_ds1.00_rb0.05_rf0.04,1.25,0.18,99.0,0.75,-0.09,1.0,0.05,0.04,129.0,0.05885429711065826,0.09210591498576393,0.6671455686524237,1.2734901387202053,-0.08951682126281124,0.6574663429778043,1.8492225765002657,0.6124031007751938,0.413778634357944,0.41451292943758694,True,0.38613368443233315
mx1.25_tv0.18_vx99_vm0.75_fl0.09_ds1.00_rb0.10_rf0.04,1.25,0.18,99.0,0.75,-0.09,1.0,0.1,0.04,129.0,0.06157515726001184,0.09556056804335382,0.6732211538804664,1.2934618640884998,-0.08748684040048993,0.7038219345691105,1.9009492701569914,0.6511627906976745,0.3286243295825298,0.42187118362756504,True,0.403984815205667
mx1.25_tv0.18_vx99_vm0.75_fl0.10_ds0.75_rb0.05_rf0.04,1.25,0.18,99.0,0.75,-0.1,0.75,0.05,0.04,129.0,0.08574056911203165,0.11542049990807166,0.7714524113722523,1.4333117149374852,-0.12323709777056568,0.6957366788339784,2.421336821236785,0.6046511627906976,0.34709833951142516,0.5912958574449488,False,0.5625302396238845
mx1.25_tv0.18_vx99_vm0.75_fl0.10_ds0.75_rb0.10_rf0.04,1.25,0.18,99.0,0.75,-0.1,0.75,0.1,0.04,129.0,0.09010865870615237,0.1167191005288718,0.798642570405594,1.5212077646361621,-0.12302036900506697,0.7324694230305956,2.528134844398311,0.6046511627906976,0.27708405516298407,0.5962003453893874,False,0.5911885808446977
mx1.25_tv0.18_vx99_vm0.75_fl0.10_ds1.00_rb0.05_rf0.04,1.25,0.18,99.0,0.75,-0.1,1.0,0.05,0.04,129.0,0.06526557272775313,0.09987829472433027,0.6832501249999996,1.2960819440354363,-0.09605477786718952,0.6794620129983832,1.9732055843934446,0.6124031007751938,0.4018518472904257,0.4498191560995053,False,0.4281970442458972
mx1.25_tv0.18_vx99_vm0.75_fl0.10_ds1.00_rb0.10_rf0.04,1.25,0.18,99.0,0.75,-0.1,1.0,0.1,0.04,129.0,0.06833302007680908,0.10078338501169642,0.7064800891597333,1.3972093593222843,-0.0979340354846876,0.6977453725726767,2.035150386593306,0.6201550387596899,0.3128345144119461,0.44095422268137935,False,0.44832207852276856
mx1.25_tv0.22_vx25_vm0.50_fl0.08_ds0.75_rb0.05_rf0.04,1.25,0.22,25.0,0.5,-0.08,0.75,0.05,0.04,129.0,0.0852672329450237,0.11468989985429057,0.7714020415352192,1.5379117458365625,-0.11596526592708434,0.7352825198420819,2.4100132221256234,0.5968992248062015,0.42327026629390746,0.5607955061885338,False,0.5594247563012612
mx1.25_tv0.22_vx25_vm0.50_fl0.08_ds0.75_rb0.10_rf0.04,1.25,0.22,25.0,0.5,-0.08,0.75,0.1,0.04,129.0,0.08837950780437831,0.11444137079271009,0.7980331668330066,1.602467514080866,-0.11550118214252592,0.7651827121156209,2.48535728104058,0.6124031007751938,0.3577067949511923,0.5732998284338144,False,0.5798438967448073
