老磊,辆格内靛,辆格疙,辆啊,措厚,矫啊,绊啊,历啊,郴犁函悼己,劳老扁霖啊,芭贰樊,芭贰措陛,固搬力距沥
"2001/12/28 (林埃)","30121065","KOSPI 200 遣可记 0201  65.0","0.02","-0.02","0.03","0.04","0.02","61.60","0.02","38405","106720000","70757"
"2001/12/28 (林埃)","30121067","KOSPI 200 遣可记 0201  67.5","0.03","-0.02","0.04","0.05","0.03","56.60","0.03","46466","169955000","87154"
"2001/12/28 (林埃)","30121070","KOSPI 200 遣可记 0201  70.0","0.07","-0.03","0.08","0.09","0.05","55.70","0.07","218486","1561078000","178325"
"2001/12/28 (林埃)","30121072","KOSPI 200 遣可记 0201  72.5","0.12","-0.06","0.14","0.17","0.09","52.60","0.12","214385","2801129000","111982"
"2001/12/28 (林埃)","30121075","KOSPI 200 遣可记 0201  75.0","0.18","-0.22","0.33","0.33","0.16","48.50","0.18","608883","15288412000","178839"
"2001/12/28 (林埃)","30121077","KOSPI 200 遣可记 0201  77.5","0.38","-0.40","0.65","0.65","0.32","47.60","0.38","555305","26306357000","115032"
"2001/12/28 (林埃)","30121080","KOSPI 200 遣可记 0201  80.0","0.73","-0.70","1.20","1.20","0.62","46.90","0.73","399012","34058966000","99356"
"2001/12/28 (林埃)","30121082","KOSPI 200 遣可记 0201  82.5","1.30","-1.11","2.00","2.00","1.10","46.30","1.30","101283","15058869000","43294"
"2001/12/28 (林埃)","30121085","KOSPI 200 遣可记 0201  85.0","2.15","-1.40","3.30","3.30","1.80","46.00","2.15","57474","13833035000","44906"
"2001/12/28 (林埃)","30121087","KOSPI 200 遣可记 0201  87.5","3.35","-1.95","4.05","4.45","2.83","46.50","3.35","17744","6658803000","26938"
"2001/12/28 (林埃)","30121090","KOSPI 200 遣可记 0201  90.0","4.90","-2.30","6.00","6.00","4.40","47.00","4.90","7766","4074230000","12009"
"2001/12/28 (林埃)","30121092","KOSPI 200 遣可记 0201  92.5","6.60","-2.70","9.10","9.10","6.10","46.00","6.60","621","415055000","3029"
"2001/12/28 (林埃)","30121095","KOSPI 200 遣可记 0201  95.0","9.00","-3.05","10.00","10.50","8.00","54.00","9.00","1115","1036375000","3871"
"2001/12/28 (林埃)","30121097","KOSPI 200 遣可记 0201  97.5","11.40","-3.10","12.00","12.30","10.55","62.00","11.40","128","143345000","4846"
"2001/12/27 (林埃)","20121052","KOSPI 200 妮可记 0201  52.5","30.85","2.95","28.95","37.50","18.00","3.00","30.85","84","238175000","3145"
"2001/12/27 (林埃)","20121055","KOSPI 200 妮可记 0201  55.0","28.35","3.10","25.05","28.35","25.05","3.00","28.35","32","85225000","1483"
"2001/12/27 (林埃)","20121057","KOSPI 200 妮可记 0201  57.5","25.20","2.45","24.05","25.20","24.05","3.00","25.20","20","49250000","108"
"2001/12/27 (林埃)","20121060","KOSPI 200 妮可记 0201  60.0","21.40","1.15","21.40","21.40","21.40","3.00","21.40","1","2140000","586"
"2001/12/27 (林埃)","20121062","KOSPI 200 妮可记 0201  62.5","20.10","2.30","19.05","20.10","19.05","3.00","20.10","20","39150000","274"
"2001/12/27 (林埃)","20121065","KOSPI 200 妮可记 0201  65.0",,"3.05","0.00","0.00","0.00","40.70","18.05","0","0","1949"
"2001/12/27 (林埃)","20121067","KOSPI 200 妮可记 0201  67.5","15.30","2.60","13.90","16.50","13.90","3.00","15.30","9","13640000","1334"
"2001/12/27 (林埃)","20121070","KOSPI 200 妮可记 0201  70.0","13.15","2.80","10.50","14.40","10.50","3.00","13.15","253","321925000","3765"
"2001/12/27 (林埃)","20121072","KOSPI 200 妮可记 0201  72.5","10.75","2.85","8.20","12.00","8.20","3.00","10.75","644","673210000","3380"
"2001/12/27 (林埃)","20121075","KOSPI 200 妮可记 0201  75.0","8.70","2.80","6.30","9.60","6.00","3.00","8.70","1191","908620000","10816"
"2001/12/27 (林埃)","20121077","KOSPI 200 妮可记 0201  77.5","6.90","3.00","4.35","7.60","4.20","40.00","6.90","3018","1625885000","23788"
"2001/12/27 (林埃)","20121080","KOSPI 200 妮可记 0201  80.0","4.80","2.09","3.10","6.00","2.85","36.00","4.80","30192","12519686000","49315"
"2001/12/27 (林埃)","20121082","KOSPI 200 妮可记 0201  82.5","3.40","1.61","2.02","4.00","1.85","39.50","3.40","72835","19877809000","53815"
"2001/12/27 (林埃)","20121085","KOSPI 200 妮可记 0201  85.0","2.30","1.20","1.35","2.67","1.15","41.50","2.30","312311","56469540000","79533"
"2001/12/27 (林埃)","20121087","KOSPI 200 妮可记 0201  87.5","1.50","0.84","0.77","1.75","0.67","42.80","1.50","580380","63587777000","92488"
"2001/12/27 (林埃)","20121090","KOSPI 200 妮可记 0201  90.0","0.88","0.47","0.50","1.12","0.37","42.50","0.88","1354649","100012841000","271902"
"2001/12/27 (林埃)","20121092","KOSPI 200 妮可记 0201  92.5","0.56","0.33","0.26","0.69","0.19","44.40","0.56","834801","37796332000","172536"
"2001/12/27 (林埃)","20121095","KOSPI 200 妮可记 0201  95.0","0.31","0.18","0.15","0.43","0.10","44.50","0.31","935090","25711049000","243766"
"2001/12/27 (林埃)","20121097","KOSPI 200 妮可记 0201  97.5","0.17","0.11","0.07","0.25","0.05","45.10","0.17","701190","10425543000","383452"
"2001/12/27 (林埃)","30121052","KOSPI 200 遣可记 0201  52.5","0.01","0.00","0.01","0.01","0.01","85.30","0.01","15","15000","31646"
"2001/12/27 (林埃)","30121055","KOSPI 200 遣可记 0201  55.0","0.01","0.00","0.01","0.01","0.01","75.80","0.01","15","15000","25151"
"2001/12/27 (林埃)","30121057","KOSPI 200 遣可记 0201  57.5","0.01","0.00","0.01","0.01","0.01","69.60","0.01","10231","10231000","25657"
"2001/12/27 (林埃)","30121060","KOSPI 200 遣可记 0201  60.0","0.01","0.00","0.01","0.02","0.01","62.20","0.01","19246","19327000","43739"
"2001/12/27 (林埃)","30121062","KOSPI 200 遣可记 0201  62.5","0.02","0.00","0.02","0.03","0.01","59.90","0.02","18041","36323000","45436"
"2001/12/27 (林埃)","30121065","KOSPI 200 遣可记 0201  65.0","0.04","-0.01","0.04","0.05","0.02","57.40","0.04","74317","244383000","57755"
"2001/12/27 (林埃)","30121067","KOSPI 200 遣可记 0201  67.5","0.05","-0.07","0.08","0.10","0.05","51.20","0.05","113569","786558000","94635"
"2001/12/27 (林埃)","30121070","KOSPI 200 遣可记 0201  70.0","0.10","-0.14","0.20","0.23","0.09","48.90","0.10","533268","8202183000","207903"
"2001/12/27 (林埃)","30121072","KOSPI 200 遣可记 0201  72.5","0.18","-0.36","0.43","0.52","0.18","46.00","0.18","620403","19415781000","167090"
"2001/12/27 (林埃)","30121075","KOSPI 200 遣可记 0201  75.0","0.40","-0.65","0.86","1.03","0.40","45.50","0.40","783567","47643818000","168005"
"2001/12/27 (林埃)","30121077","KOSPI 200 遣可记 0201  77.5","0.78","-1.04","1.63","1.80","0.78","44.80","0.78","249489","25094883000","67514"
"2001/12/27 (林埃)","30121080","KOSPI 200 遣可记 0201  80.0","1.43","-1.48","2.75","2.92","1.30","45.00","1.43","125039","21340680000","65922"
"2001/12/27 (林埃)","30121082","KOSPI 200 遣可记 0201  82.5","2.41","-1.94","3.45","4.40","2.10","45.50","2.41","36564","9906841000","28203"
"2001/12/27 (林埃)","30121085","KOSPI 200 遣可记 0201  85.0","3.55","-2.65","6.35","6.35","3.20","43.50","3.55","11784","4804595000","32251"
"2001/12/27 (林埃)","30121087","KOSPI 200 遣可记 0201  87.5","5.30","-2.80","8.20","8.20","4.80","46.00","5.30","6352","3542115000","16509"
"2001/12/27 (林埃)","30121090","KOSPI 200 遣可记 0201  90.0","7.20","-3.50","10.00","10.00","6.80","47.00","7.20","800","610770000","6429"
"2001/12/27 (林埃)","30121092","KOSPI 200 遣可记 0201  92.5","9.30","-3.95","12.00","12.00","9.30","48.00","9.30","33","32820000","2868"
"2001/12/27 (林埃)","30121095","KOSPI 200 遣可记 0201  95.0","12.05","-2.75","14.55","14.55","11.70","62.00","12.05","126","162275000","4080"
"2001/12/27 (林埃)","30121097","KOSPI 200 遣可记 0201  97.5","14.50","-2.70","16.30","16.30","14.00","68.00","14.50","8","12080000","4846"
"2001/12/26 (林埃)","20121052","KOSPI 200 妮可记 0201  52.5","27.90","0.40","27.75","27.90","27.75","3.00","27.90","11","30540000","3146"
"2001/12/26 (林埃)","20121055","KOSPI 200 妮可记 0201  55.0","25.25","0.25","24.90","25.25","24.90","3.00","25.25","12","30250000","1482"
"2001/12/26 (林埃)","20121057","KOSPI 200 妮可记 0201  57.5","22.75","1.25","22.75","22.75","22.75","3.00","22.75","10","22750000","108"
"2001/12/26 (林埃)","20121060","KOSPI 200 妮可记 0201  60.0","20.25","1.25","20.25","20.25","20.25","64.00","20.25","2","4050000","585"
"2001/12/26 (林埃)","20121062","KOSPI 200 妮可记 0201  62.5","17.80","0.30","17.80","17.80","17.80","3.00","17.80","10","17800000","274"
"2001/12/26 (林埃)","20121065","KOSPI 200 妮可记 0201  65.0","15.00","0.70","12.50","15.00","12.50","3.00","15.00","209","308805000","1949"
"2001/12/26 (林埃)","20121067","KOSPI 200 妮可记 0201  67.5","12.70","1.15","12.50","12.70","12.50","3.00","12.70","6","7580000","1338"
"2001/12/26 (林埃)","20121070","KOSPI 200 妮可记 0201  70.0","10.35","0.75","10.20","10.70","9.95","3.00","10.35","365","372440000","3663"
"2001/12/26 (林埃)","20121072","KOSPI 200 妮可记 0201  72.5","7.90","0.30","8.00","8.30","7.75","3.00","7.90","321","258105000","3552"
"2001/12/26 (林埃)","20121075","KOSPI 200 妮可记 0201  75.0","5.90","0.60","5.30","6.50","5.30","26.00","5.90","1464","887665000","11011"
"2001/12/26 (林埃)","20121077","KOSPI 200 妮可记 0201  77.5","3.90","0.00","4.10","4.65","3.90","28.50","3.90","8615","3755300000","23350"
"2001/12/26 (林埃)","20121080","KOSPI 200 妮可记 0201  80.0","2.71","0.16","2.56","3.25","2.50","35.00","2.71","49875","14600822000","54481"
"2001/12/26 (林埃)","20121082","KOSPI 200 妮可记 0201  82.5","1.79","0.15","1.86","2.16","1.70","37.80","1.79","65641","12639399000","55760"
"2001/12/26 (林埃)","20121085","KOSPI 200 妮可记 0201  85.0","1.10","0.00","1.10","1.39","1.03","39.40","1.10","330418","40752352000","95693"
"2001/12/26 (林埃)","20121087","KOSPI 200 妮可记 0201  87.5","0.66","0.02","0.69","0.88","0.60","40.90","0.66","486954","36583902000","112360"
"2001/12/26 (林埃)","20121090","KOSPI 200 妮可记 0201  90.0","0.41","0.01","0.41","0.53","0.34","42.80","0.41","838604","37276455000","291449"
"2001/12/26 (林埃)","20121092","KOSPI 200 妮可记 0201  92.5","0.23","0.01","0.25","0.29","0.18","43.50","0.23","260265","6221685000","164667"
"2001/12/26 (林埃)","20121095","KOSPI 200 妮可记 0201  95.0","0.13","0.01","0.14","0.15","0.10","44.40","0.13","141948","1829141000","226279"
"2001/12/26 (林埃)","20121097","KOSPI 200 妮可记 0201  97.5","0.06","-0.01","0.07","0.08","0.05","44.10","0.06","151924","1031346000","352498"
"2001/12/26 (林埃)","30121052","KOSPI 200 遣可记 0201  52.5","0.01","0.00","0.01","0.01","0.01","76.30","0.01","821","821000","31647"
"2001/12/26 (林埃)","30121055","KOSPI 200 遣可记 0201  55.0","0.01","0.00","0.01","0.01","0.01","68.60","0.01","436","436000","25153"
"2001/12/26 (林埃)","30121057","KOSPI 200 遣可记 0201  57.5","0.01","0.00","0.02","0.02","0.01","61.10","0.01","7437","7439000","31814"
"2001/12/26 (林埃)","30121060","KOSPI 200 遣可记 0201  60.0","0.01","-0.01","0.02","0.02","0.01","54.00","0.01","7010","7042000","55238"
"2001/12/26 (林埃)","30121062","KOSPI 200 遣可记 0201  62.5","0.02","-0.01","0.03","0.03","0.02","51.10","0.02","13600","31583000","46629"
"2001/12/26 (林埃)","30121065","KOSPI 200 遣可记 0201  65.0","0.05","-0.01","0.05","0.06","0.04","49.70","0.05","42943","213867000","62012"
"2001/12/26 (林埃)","30121067","KOSPI 200 遣可记 0201  67.5","0.12","-0.01","0.11","0.12","0.09","48.70","0.12","98211","1013614000","120532"
"2001/12/26 (林埃)","30121070","KOSPI 200 遣可记 0201  70.0","0.24","-0.06","0.26","0.28","0.20","46.80","0.24","572294","13607922000","231668"
"2001/12/26 (林埃)","30121072","KOSPI 200 遣可记 0201  72.5","0.54","-0.06","0.49","0.59","0.46","47.50","0.54","383843","19490228000","133956"
"2001/12/26 (林埃)","30121075","KOSPI 200 遣可记 0201  75.0","1.05","-0.15","1.00","1.14","0.92","48.00","1.05","387204","38729758000","118716"
"2001/12/26 (林埃)","30121077","KOSPI 200 遣可记 0201  77.5","1.82","-0.18","1.87","1.95","1.64","48.00","1.82","48407","8554946000","48256"
"2001/12/26 (林埃)","30121080","KOSPI 200 遣可记 0201  80.0","2.91","-0.29","3.10","3.20","2.68","48.50","2.91","44899","12778727000","59524"
"2001/12/26 (林埃)","30121082","KOSPI 200 遣可记 0201  82.5","4.35","-0.30","5.35","5.35","4.05","49.50","4.35","7144","3143400000","22369"
"2001/12/26 (林埃)","30121085","KOSPI 200 遣可记 0201  85.0","6.20","-0.30","6.90","6.90","5.85","53.00","6.20","3545","2191215000","29893"
"2001/12/26 (林埃)","30121087","KOSPI 200 遣可记 0201  87.5","8.10","-0.45","8.30","8.40","7.80","54.00","8.10","1408","1163685000","14040"
"2001/12/26 (林埃)","30121090","KOSPI 200 遣可记 0201  90.0","10.70","-0.25","10.75","10.75","10.00","66.00","10.70","207","215430000","6388"
"2001/12/26 (林埃)","30121092","KOSPI 200 遣可记 0201  92.5","13.25","0.00","13.25","13.25","13.25","56.00","13.25","2","2650000","2861"
"2001/12/26 (林埃)","30121095","KOSPI 200 遣可记 0201  95.0","14.80","0.10","15.00","15.05","14.50","64.00","14.80","20","29655000","4121"
"2001/12/26 (林埃)","30121097","KOSPI 200 遣可记 0201  97.5","17.20","-0.80","16.10","17.20","16.10","64.00","17.20","11","18810000","4843"
"2001/12/24 (林埃)","20121052","KOSPI 200 妮可记 0201  52.5","27.50","0.30","27.50","27.50","27.50","64.00","27.50","1","2750000","3147"
"2001/12/24 (林埃)","20121055","KOSPI 200 妮可记 0201  55.0","25.00","0.30","24.40","25.00","24.40","64.00","25.00","3","7395000","1483"
"2001/12/24 (林埃)","20121057","KOSPI 200 妮可记 0201  57.5",,"0.00","0.00","0.00","0.00","39.10","21.50","0","0","108"
"2001/12/24 (林埃)","20121060","KOSPI 200 妮可记 0201  60.0",,"0.00","0.00","0.00","0.00","39.10","19.00","0","0","583"
"2001/12/24 (林埃)","20121062","KOSPI 200 妮可记 0201  62.5","17.50","1.05","17.50","17.50","17.50","32.00","17.50","10","17500000","274"
"2001/12/24 (林埃)","20121065","KOSPI 200 妮可记 0201  65.0",,"0.00","0.00","0.00","0.00","39.10","14.30","0","0","2143"
"2001/12/24 (林埃)","20121067","KOSPI 200 妮可记 0201  67.5","11.55","-0.45","13.10","13.10","11.55","3.00","11.55","8","10015000","1337"
"2001/12/24 (林埃)","20121070","KOSPI 200 妮可记 0201  70.0","9.60","0.60","9.90","10.95","9.20","40.00","9.60","565","597060000","3355"
"2001/12/24 (林埃)","20121072","KOSPI 200 妮可记 0201  72.5","7.60","0.50","7.90","8.40","7.00","38.00","7.60","363","282760000","3499"
"2001/12/24 (林埃)","20121075","KOSPI 200 妮可记 0201  75.0","5.30","0.20","5.30","6.65","4.90","33.00","5.30","4763","2785985000","10254"
"2001/12/24 (林埃)","20121077","KOSPI 200 妮可记 0201  77.5","3.90","0.30","3.85","4.90","3.10","38.50","3.90","6328","2578645000","24116"
"2001/12/24 (林埃)","20121080","KOSPI 200 妮可记 0201  80.0","2.55","0.16","2.76","3.45","2.25","38.50","2.55","50806","14547014000","53840"
"2001/12/24 (林埃)","20121082","KOSPI 200 妮可记 0201  82.5","1.64","0.03","1.69","2.30","1.45","39.80","1.64","57551","10669924000","56480"
"2001/12/24 (林埃)","20121085","KOSPI 200 妮可记 0201  85.0","1.10","0.00","1.25","1.52","0.90","42.30","1.10","302012","36702591000","89544"
"2001/12/24 (林埃)","20121087","KOSPI 200 妮可记 0201  87.5","0.64","-0.04","0.88","1.00","0.53","42.10","0.64","338670","25555176000","101085"
"2001/12/24 (林埃)","20121090","KOSPI 200 妮可记 0201  90.0","0.40","0.00","0.50","0.61","0.31","43.80","0.40","826229","38943418000","266357"
"2001/12/24 (林埃)","20121092","KOSPI 200 妮可记 0201  92.5","0.22","-0.01","0.35","0.36","0.18","43.90","0.22","254253","6932658000","135908"
"2001/12/24 (林埃)","20121095","KOSPI 200 妮可记 0201  95.0","0.12","-0.03","0.17","0.22","0.11","44.20","0.12","218046","3472205000","228338"
"2001/12/24 (林埃)","20121097","KOSPI 200 妮可记 0201  97.5","0.07","-0.03","0.12","0.13","0.06","45.10","0.07","200405","1980400000","362459"
"2001/12/24 (林埃)","30121052","KOSPI 200 遣可记 0201  52.5","0.01","0.00","0.01","0.01","0.01","69.90","0.01","1133","1133000","31704"
"2001/12/24 (林埃)","30121055","KOSPI 200 遣可记 0201  55.0","0.01","0.00","0.01","0.02","0.01","62.60","0.01","1013","1015000","25127"
"2001/12/24 (林埃)","30121057","KOSPI 200 遣可记 0201  57.5","0.01","-0.01","0.01","0.02","0.01","55.60","0.01","1281","1290000","28855"
"2001/12/24 (林埃)","30121060","KOSPI 200 遣可记 0201  60.0","0.02","-0.01","0.02","0.03","0.01","53.10","0.02","20472","41485000","55408"
"2001/12/24 (林埃)","30121062","KOSPI 200 遣可记 0201  62.5","0.03","-0.02","0.04","0.05","0.03","48.40","0.03","14462","59885000","47722"
"2001/12/24 (林埃)","30121065","KOSPI 200 遣可记 0201  65.0","0.06","-0.08","0.08","0.09","0.05","45.70","0.06","88120","580815000","73841"
"2001/12/24 (林埃)","30121067","KOSPI 200 遣可记 0201  67.5","0.13","-0.04","0.14","0.15","0.10","43.90","0.13","158290","1987911000","118363"
"2001/12/24 (林埃)","30121070","KOSPI 200 遣可记 0201  70.0","0.30","-0.07","0.30","0.35","0.21","43.80","0.30","763841","21421391000","214860"
"2001/12/24 (林埃)","30121072","KOSPI 200 遣可记 0201  72.5","0.60","-0.21","0.75","0.75","0.44","42.80","0.60","629709","36372429000","113425"
"2001/12/24 (林埃)","30121075","KOSPI 200 遣可记 0201  75.0","1.20","-0.22","1.25","1.37","0.86","43.30","1.20","423573","47217508000","108930"
"2001/12/24 (林埃)","30121077","KOSPI 200 遣可记 0201  77.5","2.00","-0.32","1.72","2.29","1.58","42.50","2.00","54167","10382511000","44437"
"2001/12/24 (林埃)","30121080","KOSPI 200 遣可记 0201  80.0","3.20","-0.65","3.50","3.60","2.55","43.00","3.20","43000","13061670000","57012"
"2001/12/24 (林埃)","30121082","KOSPI 200 遣可记 0201  82.5","4.65","-0.80","5.45","5.45","3.90","42.50","4.65","8047","3748600000","23493"
"2001/12/24 (林埃)","30121085","KOSPI 200 遣可记 0201  85.0","6.50","-0.80","7.70","7.70","5.65","44.00","6.50","9676","6494830000","31082"
"2001/12/24 (林埃)","30121087","KOSPI 200 遣可记 0201  87.5","8.55","-0.55","8.80","9.35","7.80","44.00","8.55","434","372735000","14709"
"2001/12/24 (林埃)","30121090","KOSPI 200 遣可记 0201  90.0","10.95","-0.60","10.60","11.30","9.95","44.00","10.95","842","897645000","6362"
"2001/12/24 (林埃)","30121092","KOSPI 200 遣可记 0201  92.5","13.25","-0.55","12.00","13.25","11.65","52.00","13.25","6","7380000","2860"
"2001/12/24 (林埃)","30121095","KOSPI 200 遣可记 0201  95.0","14.70","-1.45","15.25","15.25","14.70","48.00","14.70","13","19490000","4118"
"2001/12/24 (林埃)","30121097","KOSPI 200 遣可记 0201  97.5","18.00","-0.55","17.50","18.00","17.45","64.00","18.00","27","47440000","4842"
"2001/12/21 (林埃)","20121052","KOSPI 200 妮可记 0201  52.5","27.20","-2.45","27.15","27.20","27.15","112.00","27.20","3","8155000","3147"
"2001/12/21 (林埃)","20121055","KOSPI 200 妮可记 0201  55.0","24.70","-2.40","25.05","25.05","24.70","3.00","24.70","201","503470000","1481"
"2001/12/21 (林埃)","20121057","KOSPI 200 妮可记 0201  57.5","21.50","-3.10","22.00","22.50","21.50","3.00","21.50","3","6600000","108"
"2001/12/21 (林埃)","20121060","KOSPI 200 妮可记 0201  60.0","19.00","-2.75","20.10","31.00","19.00","3.00","19.00","623","1313460000","583"
"2001/12/21 (林埃)","20121062","KOSPI 200 妮可记 0201  62.5",,"-3.15","0.00","0.00","0.00","36.10","16.45","0","0","274"
"2001/12/21 (林埃)","20121065","KOSPI 200 妮可记 0201  65.0","14.30","-3.65","14.00","15.45","14.00","32.00","14.30","515","769020000","2143"
"2001/12/21 (林埃)","20121067","KOSPI 200 妮可记 0201  67.5","12.00","-2.70","12.00","12.00","12.00","3.00","12.00","1","1200000","1332"
"2001/12/21 (林埃)","20121070","KOSPI 200 妮可记 0201  70.0","9.00","-2.90","9.80","10.90","8.80","3.00","9.00","346","333060000","3359"
"2001/12/21 (林埃)","20121072","KOSPI 200 妮可记 0201  72.5","7.10","-2.55","9.00","9.00","7.00","28.00","7.10","1459","1195140000","3514"
"2001/12/21 (林埃)","20121075","KOSPI 200 妮可记 0201  75.0","5.10","-2.45","5.65","6.55","5.10","30.00","5.10","3122","1927895000","7507"
"2001/12/21 (林埃)","20121077","KOSPI 200 妮可记 0201  77.5","3.60","-2.45","4.85","4.90","3.60","33.50","3.60","9339","3942775000","21950"
"2001/12/21 (林埃)","20121080","KOSPI 200 妮可记 0201  80.0","2.39","-2.06","3.20","3.45","2.39","35.00","2.39","42802","12505700000","46279"
"2001/12/21 (林埃)","20121082","KOSPI 200 妮可记 0201  82.5","1.61","-1.49","2.30","2.42","1.61","37.50","1.61","49287","10153042000","49265"
"2001/12/21 (林埃)","20121085","KOSPI 200 妮可记 0201  85.0","1.10","-1.05","1.55","1.67","1.05","40.00","1.10","154807","21853660000","78493"
"2001/12/21 (林埃)","20121087","KOSPI 200 妮可记 0201  87.5","0.68","-0.83","0.96","1.16","0.68","40.80","0.68","184800","17631727000","88178"
"2001/12/21 (林埃)","20121090","KOSPI 200 妮可记 0201  90.0","0.40","-0.62","0.60","0.79","0.40","41.30","0.40","728135","46123588000","252208"
"2001/12/21 (林埃)","20121092","KOSPI 200 妮可记 0201  92.5","0.23","-0.40","0.40","0.50","0.23","41.70","0.23","294767","11286055000","121713"
"2001/12/21 (林埃)","20121095","KOSPI 200 妮可记 0201  95.0","0.15","-0.25","0.22","0.31","0.15","43.10","0.15","295052","6907779000","245017"
"2001/12/21 (林埃)","20121097","KOSPI 200 妮可记 0201  97.5","0.10","-0.16","0.15","0.19","0.10","44.90","0.10","341289","4936693000","376816"
"2001/12/21 (林埃)","30121052","KOSPI 200 遣可记 0201  52.5","0.01","0.00","0.01","0.01","0.01","64.30","0.01","984","984000","31191"
"2001/12/21 (林埃)","30121055","KOSPI 200 遣可记 0201  55.0","0.01","0.00","0.01","0.02","0.01","57.60","0.01","8926","8927000","24238"
"2001/12/21 (林埃)","30121057","KOSPI 200 遣可记 0201  57.5","0.02","0.01","0.01","0.02","0.01","55.40","0.02","4982","5403000","27855"
"2001/12/21 (林埃)","30121060","KOSPI 200 遣可记 0201  60.0","0.03","0.01","0.03","0.03","0.02","50.90","0.03","9603","26357000","54291"
"2001/12/21 (林埃)","30121062","KOSPI 200 遣可记 0201  62.5","0.05","0.02","0.04","0.06","0.03","47.60","0.05","27255","122312000","44209"
"2001/12/21 (林埃)","30121065","KOSPI 200 遣可记 0201  65.0","0.14","0.08","0.09","0.14","0.07","48.30","0.14","62945","571133000","67171"
"2001/12/21 (林埃)","30121067","KOSPI 200 遣可记 0201  67.5","0.17","0.05","0.17","0.21","0.15","42.60","0.17","168655","2964267000","105661"
